time,Phoenix,pts.away,score,pts.home,Dallas
2:47.0,M. James misses 2-pt shot from 11 ft,,89-83,,
2:44.0,,,89-83,,Defensive rebound by M. Kleber
2:36.0,,,89-86,3,H. Barnes makes 3-pt shot from 24 ft
2:10.0,A. Len makes 2-pt shot at rim (assist by I. Canaan),2,91-86,,
1:49.0,,,91-88,2,D. Nowitzki makes 2-pt shot from 2 ft
1:35.0,A. Len misses 2-pt shot at rim (block by D. Nowitzki),,91-88,,
1:35.0,,,91-88,,Defensive rebound by Team
1:24.0,,,91-88,,H. Barnes misses 2-pt shot from 3 ft (block by T. Warren)
1:18.0,Defensive rebound by T. Warren,,91-88,,
1:02.0,I. Canaan makes 2-pt shot from 3 ft,2,93-88,,
1:02.0,,,93-88,,Dallas full timeout
0:56.0,,,93-88,,Turnover by Y. Ferrell (out of bounds lost ball)
0:56.0,,,93-88,,D. Harris enters the game for D. Nowitzki
0:36.0,M. James misses 2-pt shot from 18 ft,,93-88,,
0:32.0,,,93-88,,Defensive rebound by D. Harris
0:26.0,,,93-88,,W. Matthews misses 3-pt shot from 26 ft
0:26.0,,,93-88,,Offensive rebound by M. Kleber
0:22.0,,,93-91,3,D. Harris makes 3-pt shot from 24 ft (assist by M. Kleber)
0:18.0,Turnover by T. Warren (bad pass; steal by W. Matthews),,93-91,,
0:16.0,,,93-91,,W. Matthews misses 3-pt shot from 26 ft
0:14.0,Defensive rebound by D. Bender,,93-91,,
0:14.0,Turnover by D. Bender (bad pass; steal by D. Harris),,93-91,,
0:13.0,,,93-91,,Turnover by D. Harris (bad pass; steal by T. Warren)
0:12.0,,,93-91,,Personal foul by Y. Ferrell (drawn by T. Warren)
0:12.0,T. Daniels enters the game for M. James,,93-91,,
0:11.0,,,93-91,,Personal take foul by W. Matthews (drawn by T. Warren)
0:11.0,T. Warren misses free throw 1 of 2,,93-91,,
0:11.0,Offensive rebound by Team,,93-91,,
0:11.0,T. Warren makes free throw 2 of 2,1,94-91,,
0:11.0,,,94-91,,D. Nowitzki enters the game for M. Kleber
0:11.0,M. James enters the game for A. Len,,94-91,,
0:06.0,,,94-91,,D. Harris misses 2-pt shot from 1 ft
0:05.0,Defensive rebound by T. Warren,,94-91,,
0:05.0,,,94-91,,Personal foul by D. Harris (drawn by T. Warren)
0:05.0,T. Warren makes free throw 1 of 2,1,95-91,,
0:05.0,T. Warren makes free throw 2 of 2,1,96-91,,
0:04.0,,,96-91,,Turnover by D. Harris (bad pass; steal by T. Warren)
0:04.0,,,96-91,,Personal foul by W. Matthews (drawn by T. Warren)
0:04.0,T. Warren makes free throw 1 of 2,1,97-91,,
0:04.0,T. Warren misses free throw 2 of 2,,97-91,,
0:03.0,,,97-91,,Defensive rebound by D. Nowitzki
0:00.0,,,97-91,,Y. Ferrell misses 3-pt shot from 27 ft
0:00.0,,,97-91,,Offensive rebound by Team
