time,Boston,pts.away,score,pts.home,Milwaukee
1:08.0,,,94-86,,Personal foul by K. Middleton (drawn by J. Brown)
0:54.0,,,94-86,,Personal foul by G. Antetokounmpo (drawn by M. Smart)
0:54.0,M. Smart makes free throw 1 of 2,1,95-86,,
0:54.0,S. Ojeleye enters the game for A. Baynes,,95-86,,
0:54.0,M. Smart makes free throw 2 of 2,1,96-86,,
0:44.0,,,96-89,3,G. Antetokounmpo makes 3-pt shot from 27 ft (assist by M. Brogdon)
0:28.0,M. Smart misses 2-pt shot from 20 ft,,96-89,,
0:25.0,,,96-89,,Defensive rebound by G. Antetokounmpo
0:21.0,,,96-89,,G. Antetokounmpo misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by J. Brown,,96-89,,
