time,Toronto,pts.away,score,pts.home,Philadelphia
9:16.0,K. Lowry makes 2-pt shot from 11 ft (assist by P. Siakam),2,86-97,,
8:57.0,,,86-97,,J. Bayless misses 3-pt shot from 26 ft
8:54.0,Defensive rebound by K. Lowry,,86-97,,
8:50.0,Offensive charge foul by J. Poeltl (drawn by D. Saric),,86-97,,
8:50.0,Turnover by J. Poeltl (offensive foul),,86-97,,
8:30.0,,,86-97,,Offensive charge foul by J. Embiid (drawn by K. Lowry)
8:30.0,,,86-97,,Turnover by J. Embiid (offensive foul)
8:30.0,,,86-97,,A. Johnson enters the game for J. Embiid
8:30.0,,,86-97,,R. Covington enters the game for J. Bayless
8:19.0,C. Miles misses 3-pt shot from 22 ft,,86-97,,
8:16.0,,,86-97,,Defensive rebound by R. Covington
8:11.0,,,86-97,,Turnover by B. Simmons (bad pass)
8:07.0,,,86-97,,Personal foul by D. Saric (drawn by K. Lowry)
8:03.0,C. Miles misses 3-pt shot from 22 ft,,86-97,,
8:02.0,,,86-97,,Defensive rebound by D. Saric
7:55.0,,,86-99,2,T. McConnell makes 2-pt shot from 2 ft
7:42.0,Shooting foul by A. Johnson (drawn by K. Lowry),,86-99,,
7:42.0,K. Lowry makes free throw 1 of 2,1,87-99,,
7:42.0,K. Lowry makes free throw 2 of 2,1,88-99,,
7:25.0,,,88-99,,B. Simmons misses 2-pt shot from 11 ft
7:22.0,,,88-99,,Offensive rebound by A. Johnson
7:21.0,,,88-99,,Turnover by B. Simmons (turnover)
7:17.0,K. Lowry misses 2-pt shot from 15 ft,,88-99,,
7:15.0,,,88-99,,Defensive rebound by A. Johnson
7:04.0,,,88-99,,R. Covington misses 2-pt shot from 12 ft
7:02.0,,,88-99,,Offensive rebound by R. Covington
7:00.0,,,88-99,,R. Covington misses 2-pt shot from 11 ft
7:00.0,Defensive rebound by J. Poeltl,,88-99,,
6:57.0,Toronto full timeout,,88-99,,
6:57.0,,,88-99,,J. Embiid enters the game for A. Johnson
6:57.0,,,88-99,,J. Redick enters the game for T. McConnell
6:57.0,D. DeRozan enters the game for C. Miles,,88-99,,
6:39.0,K. Lowry misses 2-pt shot from 15 ft,,88-99,,
6:33.0,Offensive rebound by J. Poeltl,,88-99,,
6:32.0,J. Poeltl makes 2-pt shot from 3 ft,2,90-99,,
6:12.0,,,90-99,,J. Redick misses 3-pt shot from 28 ft
6:07.0,Defensive rebound by K. Lowry,,90-99,,
6:04.0,Jump ball: B. Simmons vs. K. Lowry (J. Embiid gains possession),,,,Jump ball: B. Simmons vs. K. Lowry (J. Embiid gains possession)
6:04.0,Turnover by K. Lowry (turnover; steal by B. Simmons),,90-99,,
6:02.0,,,90-99,,Offensive foul by B. Simmons (drawn by K. Lowry)
6:02.0,,,90-99,,Turnover by B. Simmons (offensive foul)
5:49.0,D. Wright makes 2-pt shot from 17 ft,2,92-99,,
5:47.0,,,92-99,,Philadelphia full timeout
5:34.0,,,92-99,,Shooting foul by J. Poeltl (drawn by J. Embiid)
5:34.0,,,92-100,1,J. Embiid makes free throw 1 of 2
5:34.0,,,92-100,,J. Embiid misses free throw 2 of 2
5:32.0,Defensive rebound by P. Siakam,,92-100,,
5:25.0,Shooting foul by D. Saric (drawn by D. Wright),,92-100,,
5:25.0,D. Wright misses free throw 1 of 2,,92-100,,
5:25.0,Offensive rebound by Team,,92-100,,
5:25.0,D. Wright makes free throw 2 of 2,1,93-100,,
5:00.0,,,93-102,2,J. Embiid makes 2-pt shot from 7 ft
4:46.0,D. DeRozan makes 2-pt shot from 3 ft (assist by K. Lowry),2,95-102,,
4:46.0,Shooting foul by J. Embiid (drawn by D. DeRozan),,95-102,,
4:46.0,D. DeRozan makes free throw 1 of 1,1,96-102,,
4:37.0,Personal foul by D. Wright (drawn by J. Redick),,96-102,,
4:37.0,,,96-102,,T. McConnell enters the game for J. Redick
4:32.0,,,96-102,,J. Embiid misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by D. Wright,,96-102,,
4:10.0,P. Siakam misses 3-pt shot from 24 ft,,96-102,,
4:07.0,,,96-102,,Defensive rebound by T. McConnell
4:01.0,,,96-102,,Philadelphia full timeout
3:44.0,,,96-102,,B. Simmons misses 2-pt shot from 9 ft
3:42.0,Defensive rebound by K. Lowry,,96-102,,
3:36.0,D. Wright makes 3-pt shot from 25 ft (assist by D. DeRozan),3,99-102,,
3:11.0,,,99-102,,Turnover by T. McConnell (traveling)
3:03.0,D. DeRozan makes 2-pt shot from 17 ft,2,101-102,,
2:43.0,,,101-104,2,B. Simmons makes 2-pt shot from 1 ft (assist by R. Covington)
2:25.0,D. DeRozan misses 2-pt shot from 3 ft,,101-104,,
2:24.0,,,101-104,,Defensive rebound by R. Covington
2:14.0,,,101-107,3,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons)
2:13.0,Toronto full timeout,,101-107,,
2:13.0,C. Miles enters the game for P. Siakam,,101-107,,
2:01.0,D. Wright misses 2-pt shot from 3 ft,,101-107,,
1:59.0,Offensive rebound by D. Wright,,101-107,,
1:59.0,D. Wright misses 2-pt shot at rim,,101-107,,
1:59.0,,,101-107,,Defensive rebound by B. Simmons
1:49.0,,,101-107,,Turnover by B. Simmons (bad pass; steal by D. DeRozan)
1:46.0,Shooting foul by R. Covington (drawn by D. DeRozan),,101-107,,
1:46.0,D. DeRozan makes free throw 1 of 2,1,102-107,,
1:46.0,,,102-107,,J. Bayless enters the game for T. McConnell
1:46.0,P. Siakam enters the game for C. Miles,,102-107,,
1:46.0,D. DeRozan makes free throw 2 of 2,1,103-107,,
1:44.0,Personal take foul by D. Wright (drawn by B. Simmons),,103-107,,
1:44.0,,,103-108,1,B. Simmons makes free throw 1 of 2
1:44.0,C. Miles enters the game for P. Siakam,,103-108,,
1:44.0,,,103-108,,T. McConnell enters the game for D. Saric
1:44.0,,,103-109,1,B. Simmons makes free throw 2 of 2
1:32.0,D. DeRozan misses 3-pt shot from 25 ft,,103-109,,
1:29.0,,,103-109,,Defensive rebound by J. Embiid
1:25.0,,,103-111,2,R. Covington makes 2-pt shot from 2 ft (assist by T. McConnell)
1:15.0,K. Lowry makes 3-pt shot from 26 ft (assist by J. Poeltl),3,106-111,,
1:02.0,,,106-111,,T. McConnell misses 2-pt shot from 15 ft
1:00.0,,,106-111,,Offensive rebound by J. Embiid
0:45.0,,,106-111,,Turnover by J. Embiid (lost ball; steal by K. Lowry)
0:39.0,K. Lowry misses 3-pt shot from 25 ft,,106-111,,
0:36.0,Offensive rebound by C. Miles,,106-111,,
0:36.0,C. Miles makes 2-pt shot at rim,2,108-111,,
0:36.0,,,108-111,,Philadelphia full timeout
0:36.0,,,108-111,,D. Saric enters the game for T. McConnell
0:36.0,P. Siakam enters the game for C. Miles,,108-111,,
0:25.0,,,108-111,,Shooting foul by J. Poeltl (drawn by J. Embiid)
0:25.0,,,108-112,1,J. Embiid makes free throw 1 of 2
0:25.0,,,108-112,,T. McConnell enters the game for D. Saric
0:25.0,C. Miles enters the game for P. Siakam,,108-112,,
0:25.0,,,108-113,1,J. Embiid makes free throw 2 of 2
0:23.0,Turnover by K. Lowry (bad pass; steal by T. McConnell),,108-113,,
0:19.0,,,108-113,,R. Covington misses 2-pt shot from 2 ft
0:15.0,Defensive rebound by K. Lowry,,108-113,,
0:15.0,Turnover by K. Lowry (lost ball; steal by B. Simmons),,108-113,,
0:15.0,,,108-113,,B. Simmons misses 2-pt shot at rim
0:15.0,,,108-113,,Offensive rebound by J. Embiid
0:13.0,,,108-113,,J. Embiid misses 2-pt shot from 2 ft
0:12.0,,,108-113,,Offensive rebound by J. Embiid
0:11.0,,,108-113,,Shooting foul by D. DeRozan (drawn by J. Embiid)
0:11.0,,,108-114,1,J. Embiid makes free throw 1 of 2
0:11.0,,,108-115,1,J. Embiid makes free throw 2 of 2
0:11.0,Toronto full timeout,,108-115,,
0:11.0,,,108-115,,D. Saric enters the game for J. Embiid
0:07.0,D. Wright makes 3-pt shot from 25 ft,3,111-115,,
0:06.0,Personal foul by C. Miles (drawn by D. Saric),,111-115,,
0:06.0,,,111-116,1,D. Saric makes free throw 1 of 2
0:06.0,,,111-117,1,D. Saric makes free throw 2 of 2
0:06.0,,,111-117,,Technical foul by B. Simmons
0:06.0,Technical foul by K. Lowry,,111-117,,
0:06.0,,,111-117,,T. Luwawu-Cabarrot enters the game for B. Simmons
0:06.0,N. Powell enters the game for K. Lowry,,111-117,,
0:05.0,Turnover by C. Miles (step out of bounds),,111-117,,
