time,Oklahoma City,pts.away,score,pts.home,Utah
4:51.0,,,81-88,,Defensive rebound by R. Gobert
4:30.0,,,81-90,2,R. Gobert makes 2-pt shot from 2 ft (assist by J. Ingles)
4:17.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,83-90,,
3:59.0,,,83-90,,D. Mitchell misses 2-pt shot from 7 ft
3:57.0,Defensive rebound by R. Felton,,83-90,,
3:46.0,R. Westbrook misses 2-pt shot from 12 ft,,83-90,,
3:43.0,Offensive rebound by R. Felton,,83-90,,
3:41.0,,,83-90,,Personal foul by J. Ingles (drawn by P. George)
3:36.0,R. Westbrook misses 3-pt shot from 26 ft,,83-90,,
3:32.0,,,83-90,,Defensive rebound by D. Mitchell
3:13.0,,,83-90,,J. Ingles misses 2-pt shot from 2 ft
3:11.0,Defensive rebound by S. Adams,,83-90,,
3:07.0,R. Felton makes 3-pt shot from 23 ft (assist by P. George),3,86-90,,
3:06.0,,,86-90,,Utah full timeout
2:54.0,,,86-90,,D. Mitchell misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by R. Felton,,86-90,,
2:44.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,88-90,,
2:26.0,,,88-92,2,D. Mitchell makes 2-pt shot from 2 ft
2:10.0,R. Felton misses 2-pt shot from 1 ft (block by R. Gobert),,88-92,,
2:10.0,Offensive rebound by Team,,88-92,,
2:05.0,R. Westbrook misses 3-pt shot from 30 ft,,88-92,,
2:04.0,,,88-92,,Defensive rebound by Team
1:52.0,Personal foul by R. Felton (drawn by J. Ingles),,88-92,,
1:39.0,,,88-92,,D. Mitchell misses 3-pt shot from 35 ft
1:35.0,Defensive rebound by R. Westbrook,,88-92,,
1:28.0,R. Westbrook makes 3-pt shot from 24 ft (assist by R. Felton),3,91-92,,
1:08.0,,,91-94,2,D. Favors makes 2-pt shot from 18 ft (assist by D. Mitchell)
1:01.0,,,91-94,,Personal foul by J. Ingles (drawn by P. George)
0:57.0,R. Westbrook misses 2-pt shot from 2 ft,,91-94,,
0:54.0,Offensive rebound by S. Adams,,91-94,,
0:52.0,P. George misses 3-pt shot from 28 ft,,91-94,,
0:48.0,Offensive rebound by R. Westbrook,,91-94,,
0:42.0,R. Westbrook misses 3-pt shot from 29 ft,,91-94,,
0:38.0,Offensive rebound by R. Felton,,91-94,,
0:37.0,Oklahoma City full timeout,,91-94,,
0:29.0,P. George misses 2-pt shot from 3 ft,,91-94,,
0:28.0,Offensive rebound by S. Adams,,91-94,,
0:27.0,R. Westbrook misses 3-pt shot from 29 ft,,91-94,,
0:24.0,Oklahoma City full timeout,,91-94,,
0:24.0,C. Anthony enters the game for J. Grant,,91-94,,
0:24.0,Offensive rebound by Team,,91-94,,
0:18.0,P. George misses 3-pt shot from 28 ft,,91-94,,
0:15.0,,,91-94,,Defensive rebound by D. Mitchell
0:06.0,Personal foul by R. Westbrook (drawn by D. Mitchell),,91-94,,
0:06.0,,,91-95,1,D. Mitchell makes free throw 1 of 2
0:06.0,,,91-96,1,D. Mitchell makes free throw 2 of 2
0:01.0,P. George misses 3-pt shot from 24 ft,,91-96,,
0:01.0,Offensive rebound by S. Adams,,91-96,,
