time,Utah,pts.away,score,pts.home,New Orleans
7:28.0,,,91-82,,Defensive rebound by R. Rondo
7:23.0,,,91-84,2,R. Rondo makes 2-pt shot from 1 ft (assist by D. Miller)
7:06.0,R. Rubio makes 2-pt shot from 1 ft,2,93-84,,
6:59.0,,,93-84,,Shooting foul by J. Crowder (drawn by J. Holiday)
6:59.0,,,93-84,,New Orleans full timeout
6:59.0,R. O'Neale enters the game for J. Ingles,,93-84,,
6:59.0,R. Gobert enters the game for D. Favors,,93-84,,
6:59.0,,,93-84,,J. Holiday misses free throw 1 of 2
6:59.0,,,93-84,,Offensive rebound by Team
6:59.0,,,93-85,1,J. Holiday makes free throw 2 of 2
6:38.0,R. Rubio makes 2-pt shot from 4 ft,2,95-85,,
6:20.0,,,95-85,,E. Moore misses 2-pt shot from 1 ft
6:18.0,Defensive rebound by R. Rubio,,95-85,,
6:02.0,R. Rubio misses 2-pt shot from 16 ft,,95-85,,
5:59.0,,,95-85,,Defensive rebound by A. Davis
5:53.0,,,95-85,,R. Rondo misses 2-pt shot from 1 ft
5:51.0,Defensive rebound by R. Rubio,,95-85,,
5:32.0,R. O'Neale makes 3-pt shot from 23 ft (assist by D. Mitchell),3,98-85,,
5:24.0,,,98-85,,New Orleans full timeout
5:24.0,,,98-85,,I. Clark enters the game for R. Rondo
5:14.0,,,98-87,2,I. Clark makes 2-pt shot at rim (assist by J. Holiday)
5:14.0,,,98-87,,Shooting foul by R. O'Neale (drawn by I. Clark)
5:14.0,J. Ingles enters the game for R. O'Neale,,98-87,,
5:14.0,,,98-88,1,I. Clark makes free throw 1 of 1
4:56.0,D. Mitchell misses 2-pt shot from 1 ft (block by A. Davis),,98-88,,
4:49.0,Offensive rebound by R. Gobert,,98-88,,
4:49.0,R. Gobert makes 2-pt shot at rim,2,100-88,,
4:41.0,,,100-88,,Personal foul by J. Holiday (drawn by R. Rubio)
4:41.0,,,100-88,,Turnover by J. Holiday (turnover)
4:28.0,Turnover by R. Rubio (offensive foul),,100-88,,
4:18.0,,,100-91,3,J. Holiday makes 3-pt shot from 25 ft
3:57.0,J. Ingles makes 2-pt shot from 1 ft (assist by R. Rubio),2,102-91,,
3:45.0,,,102-91,,A. Davis misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by D. Mitchell,,102-91,,
3:38.0,D. Mitchell makes 2-pt shot from 1 ft,2,104-91,,
3:29.0,,,104-94,3,J. Holiday makes 3-pt shot from 25 ft
3:14.0,D. Mitchell misses 3-pt shot from 26 ft,,104-94,,
3:14.0,,,104-94,,Defensive rebound by E. Moore
3:10.0,,,104-96,2,E. Moore makes 2-pt shot from 1 ft
3:10.0,,,104-96,,Shooting foul by R. Rubio (drawn by E. Moore)
3:10.0,Utah full timeout,,104-96,,
3:10.0,,,104-97,1,E. Moore makes free throw 1 of 1
2:52.0,D. Mitchell makes 2-pt shot from 3 ft (assist by R. Rubio),2,106-97,,
2:41.0,,,106-97,,Turnover by J. Holiday (lost ball; steal by J. Ingles)
2:24.0,Turnover by R. Rubio (bad pass; steal by J. Holiday),,106-97,,
2:19.0,,,106-97,,J. Holiday misses 2-pt shot from 2 ft
2:17.0,,,106-97,,Offensive rebound by J. Holiday
2:15.0,,,106-97,,D. Miller misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by D. Mitchell,,106-97,,
1:50.0,R. Rubio makes 3-pt shot from 25 ft (assist by J. Ingles),3,109-97,,
1:43.0,,,109-99,2,I. Clark makes 2-pt shot from 1 ft (assist by J. Holiday)
1:39.0,,,109-99,,Personal take foul by I. Clark (drawn by R. Rubio)
1:39.0,R. Rubio makes free throw 1 of 2,1,110-99,,
1:39.0,,,110-99,,C. Diallo enters the game for J. Holiday
1:39.0,,,110-99,,D. Liggins enters the game for A. Davis
1:39.0,R. Rubio makes free throw 2 of 2,1,111-99,,
1:25.0,,,111-99,,Offensive charge foul by C. Diallo (drawn by R. Gobert)
1:25.0,,,111-99,,Turnover by C. Diallo (offensive foul)
1:06.0,D. Mitchell makes 3-pt shot from 29 ft,3,114-99,,
0:57.0,,,114-99,,I. Clark misses 3-pt shot from 24 ft
0:57.0,Defensive rebound by J. Ingles,,114-99,,
0:38.0,Shooting foul by C. Diallo (drawn by R. Gobert),,114-99,,
0:38.0,R. Gobert makes free throw 1 of 2,1,115-99,,
0:38.0,E. McCree enters the game for J. Ingles,,115-99,,
0:38.0,R. O'Neale enters the game for D. Mitchell,,115-99,,
0:38.0,R. Gobert makes free throw 2 of 2,1,116-99,,
0:31.0,,,116-99,,E. Moore misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by R. Gobert,,116-99,,
0:08.0,J. Crowder misses 3-pt shot from 24 ft,,116-99,,
0:08.0,,,116-99,,Defensive rebound by Team
