time,Toronto,pts.away,score,pts.home,Washington
1:26.0,D. DeRozan misses 3-pt shot from 27 ft,,100-90,,
1:22.0,Offensive rebound by P. Siakam,,100-90,,
1:02.0,D. DeRozan misses 3-pt shot from 28 ft,,100-90,,
0:58.0,Offensive rebound by J. Valanciunas,,100-90,,
0:45.0,Shooting foul by B. Beal (drawn by D. DeRozan),,100-90,,
0:45.0,D. DeRozan makes free throw 1 of 2,1,101-90,,
0:45.0,D. DeRozan makes free throw 2 of 2,1,102-90,,
0:34.0,,,102-92,2,T. Lawson makes 2-pt shot from 10 ft
0:10.0,D. DeRozan misses 2-pt shot from 10 ft,,102-92,,
0:08.0,,,102-92,,Defensive rebound by M. Morris
0:01.0,,,102-92,,K. Oubre misses 2-pt shot from 4 ft (block by D. Wright)
0:01.0,Defensive rebound by K. Lowry,,102-92,,
