time,Houston,pts.away,score,pts.home,Utah
2:48.0,P. Tucker misses 3-pt shot from 22 ft,,92-82,,
2:45.0,,,92-82,,Defensive rebound by D. Mitchell
2:39.0,,,92-82,,D. Mitchell misses 2-pt shot from 3 ft (block by C. Capela)
2:39.0,,,92-82,,Offensive rebound by Team
2:39.0,Houston full timeout,,92-82,,
2:39.0,E. Gordon enters the game for C. Paul,,92-82,,
2:34.0,,,92-82,,J. Ingles misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by T. Ariza,,92-82,,
2:11.0,Turnover by J. Harden (lost ball; steal by D. Mitchell),,92-82,,
2:08.0,,,92-82,,D. Mitchell misses 2-pt shot from 2 ft
2:08.0,Defensive rebound by J. Harden,,92-82,,
2:08.0,,,92-82,,Personal foul by D. Mitchell (drawn by J. Harden)
2:08.0,C. Paul enters the game for E. Gordon,,92-82,,
1:51.0,J. Harden makes 2-pt shot from 10 ft,2,94-82,,
1:51.0,Shooting foul by D. Mitchell (drawn by J. Harden),,94-82,,
1:51.0,J. Harden makes free throw 1 of 1,1,95-82,,
1:38.0,,,95-82,,D. Mitchell misses 2-pt shot at rim (block by C. Capela)
1:38.0,,,95-82,,Offensive rebound by Team
1:37.0,,,95-84,2,R. Gobert makes 2-pt shot from 2 ft (assist by R. Neto)
1:18.0,Turnover by J. Harden (bad pass; steal by J. Crowder),,95-84,,
1:09.0,,,95-84,,R. Gobert misses 2-pt shot from 2 ft (block by C. Capela)
1:04.0,Defensive rebound by C. Paul,,95-84,,
0:54.0,T. Ariza misses 3-pt shot from 22 ft,,95-84,,
0:52.0,Offensive rebound by Team,,95-84,,
0:52.0,,,95-84,,Loose ball foul by D. Mitchell (drawn by P. Tucker)
0:52.0,,,95-84,,R. O'Neale enters the game for D. Mitchell
0:52.0,P. Tucker makes free throw 1 of 2,1,96-84,,
0:52.0,P. Tucker makes free throw 2 of 2,1,97-84,,
0:47.0,,,97-84,,R. Neto misses 2-pt shot from 2 ft (block by C. Capela)
0:44.0,Defensive rebound by C. Paul,,97-84,,
0:42.0,Offensive foul by C. Paul (drawn by R. Neto),,97-84,,
0:42.0,Turnover by C. Paul (offensive foul),,97-84,,
0:35.0,,,97-84,,R. Neto misses 2-pt shot from 7 ft
0:31.0,,,97-84,,Offensive rebound by R. Gobert
0:31.0,,,97-86,2,R. Gobert makes 2-pt shot at rim
0:22.0,P. Tucker makes 3-pt shot from 22 ft (assist by C. Paul),3,100-86,,
0:20.0,Technical foul by C. Paul,,100-86,,
0:20.0,,,100-87,1,R. Neto makes technical free throw
0:01.0,,,100-87,,J. Ingles misses 2-pt shot from 1 ft (block by C. Capela)
0:01.0,Defensive rebound by P. Tucker,,100-87,,
