time,Chicago,pts.away,score,pts.home,Detroit
1:30.0,,,78-97,,Personal foul by R. Bullock (drawn by N. Vonleh)
1:30.0,N. Vonleh makes free throw 1 of 2,1,79-97,,
1:30.0,N. Vonleh misses free throw 2 of 2,,79-97,,
1:27.0,,,79-97,,Defensive rebound by B. Griffin
1:14.0,,,79-99,2,R. Bullock makes 2-pt shot from 16 ft (assist by B. Griffin)
0:57.0,C. Felicio misses 2-pt shot from 5 ft,,79-99,,
0:55.0,,,79-99,,Defensive rebound by A. Drummond
0:55.0,,,79-99,,Detroit full timeout
0:55.0,,,79-99,,H. Ellenson enters the game for A. Drummond
0:55.0,,,79-99,,R. Hearn enters the game for I. Smith
0:55.0,,,79-99,,E. Moreland enters the game for B. Griffin
0:55.0,,,79-99,,J. Nelson enters the game for R. Bullock
0:43.0,,,79-99,,Offensive foul by L. Kennard (drawn by C. Felicio)
0:43.0,,,79-99,,Turnover by L. Kennard (offensive foul)
0:35.0,N. Vonleh misses 3-pt shot from 26 ft,,79-99,,
0:33.0,Offensive rebound by Team,,79-99,,
0:33.0,,,79-99,,Personal foul by E. Moreland (drawn by C. Felicio)
0:33.0,C. Felicio makes free throw 1 of 2,1,80-99,,
0:33.0,C. Felicio makes free throw 2 of 2,1,81-99,,
0:22.0,,,81-99,,H. Ellenson misses 2-pt shot from 19 ft
0:18.0,Defensive rebound by N. Vonleh,,81-99,,
0:13.0,A. Blakeney makes 2-pt shot from 18 ft,2,83-99,,
