time,Portland,pts.away,score,pts.home,Utah
1:07.0,S. Napier enters the game for C. McCollum,,98-81,,
1:07.0,P. Connaughton enters the game for J. Nurkic,,98-81,,
1:00.0,,,98-81,,Turnover by E. Udoh (offensive goaltending)
0:40.0,A. Aminu misses 2-pt shot from 7 ft,,98-81,,
0:35.0,,,98-81,,Defensive rebound by J. Ingles
0:32.0,,,98-81,,R. O'Neale misses 2-pt shot from 2 ft (block by Z. Collins)
0:27.0,Defensive rebound by E. Turner,,98-81,,
0:16.0,Z. Collins makes 2-pt shot from 2 ft (assist by E. Turner),2,100-81,,
0:02.0,,,100-81,,R. O'Neale misses 3-pt shot from 22 ft
0:02.0,Defensive rebound by A. Aminu,,100-81,,
