time,Houston,pts.away,score,pts.home,Minnesota
4:26.0,Turnover by J. Harden (bad pass; steal by J. Teague),,115-106,,
4:21.0,,,115-108,2,A. Wiggins makes 2-pt shot from 1 ft (assist by J. Teague)
4:05.0,Turnover by J. Harden (lost ball; steal by T. Gibson),,115-108,,
3:58.0,,,115-110,2,K. Towns makes 2-pt shot at rim (assist by D. Rose)
3:57.0,Houston full timeout,,115-110,,
3:57.0,C. Paul enters the game for E. Gordon,,115-110,,
3:57.0,,,115-110,,Minnesota full timeout
3:34.0,P. Tucker misses 2-pt shot from 6 ft,,115-110,,
3:32.0,Offensive rebound by C. Capela,,115-110,,
3:30.0,T. Ariza makes 3-pt shot from 22 ft (assist by C. Capela),3,118-110,,
3:18.0,,,118-110,,Shooting foul by C. Capela (drawn by J. Teague)
3:18.0,,,118-111,1,J. Teague makes free throw 1 of 2
3:18.0,,,118-112,1,J. Teague makes free throw 2 of 2
2:56.0,J. Harden makes 2-pt shot from 11 ft,2,120-112,,
2:36.0,,,120-114,2,T. Gibson makes 2-pt shot at rim
2:15.0,Shooting foul by J. Teague (drawn by J. Harden),,120-114,,
2:15.0,J. Harden makes free throw 1 of 2,1,121-114,,
2:15.0,J. Harden makes free throw 2 of 2,1,122-114,,
1:59.0,Personal foul by P. Tucker (drawn by J. Teague),,122-114,,
1:59.0,E. Gordon enters the game for P. Tucker,,122-114,,
1:59.0,,,122-115,1,J. Teague makes free throw 1 of 2
1:59.0,,,122-116,1,J. Teague makes free throw 2 of 2
1:38.0,J. Harden misses 3-pt shot from 27 ft,,122-116,,
1:35.0,,,122-116,,Defensive rebound by J. Teague
1:17.0,,,122-116,,K. Towns misses 2-pt shot from 1 ft
1:16.0,,,122-116,,Offensive rebound by T. Gibson
1:16.0,,,122-116,,T. Gibson misses 2-pt shot at rim (block by C. Capela)
1:15.0,Defensive rebound by C. Paul,,122-116,,
0:58.0,J. Harden makes 3-pt shot from 24 ft,3,125-116,,
0:58.0,,,125-116,,Minnesota full timeout
0:54.0,,,125-116,,Shooting foul by C. Capela (drawn by A. Wiggins)
0:54.0,,,125-116,,A. Wiggins misses free throw 1 of 2
0:54.0,,,125-116,,Offensive rebound by Team
0:54.0,,,125-117,1,A. Wiggins makes free throw 2 of 2
0:45.0,,,125-117,,Personal take foul by K. Towns (drawn by J. Harden)
0:45.0,J. Harden makes free throw 1 of 2,1,126-117,,
0:45.0,J. Harden makes free throw 2 of 2,1,127-117,,
0:40.0,,,127-120,3,A. Wiggins makes 3-pt shot from 29 ft
0:38.0,Houston full timeout,,127-120,,
0:38.0,R. Anderson enters the game for C. Capela,,127-120,,
0:30.0,,,127-120,,Personal take foul by J. Teague (drawn by C. Paul)
0:30.0,C. Paul makes free throw 1 of 2,1,128-120,,
0:30.0,C. Capela enters the game for R. Anderson,,128-120,,
0:30.0,C. Paul makes free throw 2 of 2,1,129-120,,
0:18.0,,,129-120,,D. Rose misses 2-pt shot from 16 ft
0:16.0,Defensive rebound by C. Paul,,129-120,,
0:04.0,Jump ball: K. Towns vs. C. Paul (A. Wiggins gains possession),,,,Jump ball: K. Towns vs. C. Paul (A. Wiggins gains possession)
0:04.0,Turnover by C. Paul (lost ball; steal by K. Towns),,129-120,,
