time,Charlotte,pts.away,score,pts.home,Indiana
1:44.0,Defensive rebound by W. Hernangomez,,113-91,,
1:37.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by J. Stone),2,115-91,,
1:37.0,Shooting foul by E. Sumner (drawn by W. Hernangomez),,115-91,,
1:37.0,W. Hernangomez makes free throw 1 of 1,1,116-91,,
1:25.0,,,116-91,,A. Poythress misses 2-pt shot from 1 ft
1:23.0,Defensive rebound by W. Hernangomez,,116-91,,
1:19.0,M. Monk makes 3-pt shot from 28 ft,3,119-91,,
1:10.0,Personal foul by M. Monk (drawn by E. Sumner),,119-91,,
0:52.0,,,119-91,,J. Young misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by F. Kaminsky,,119-91,,
0:47.0,J. Stone misses 3-pt shot from 24 ft,,119-91,,
0:44.0,,,119-91,,Defensive rebound by E. Sumner
0:40.0,,,119-93,2,E. Sumner makes 2-pt shot at rim
0:27.0,M. Paige misses 3-pt shot from 23 ft,,119-93,,
0:23.0,Offensive rebound by W. Hernangomez,,119-93,,
0:01.0,Turnover by Team (shot clock),,119-93,,
