time,Minnesota,pts.away,score,pts.home,Dallas
2:39.0,,,100-80,,D. Powell misses 3-pt shot from 22 ft
2:36.0,Defensive rebound by J. Butler,,100-80,,
2:30.0,Shooting foul by S. Mejri (drawn by A. Wiggins),,100-80,,
2:30.0,A. Wiggins makes free throw 1 of 2,1,101-80,,
2:30.0,A. Brooks enters the game for J. Butler,,101-80,,
2:30.0,N. Bjelica enters the game for T. Gibson,,101-80,,
2:30.0,A. Wiggins misses free throw 2 of 2,,101-80,,
2:27.0,,,101-80,,Defensive rebound by S. Mejri
2:06.0,,,101-80,,S. Mejri misses 3-pt shot from 25 ft
2:04.0,Defensive rebound by A. Wiggins,,101-80,,
1:50.0,A. Wiggins makes 3-pt shot from 26 ft (assist by A. Brooks),3,104-80,,
1:50.0,Personal take foul by A. Brooks (drawn by Y. Ferrell),,104-80,,
1:50.0,M. Georges-Hunt enters the game for A. Wiggins,,104-80,,
1:27.0,,,104-83,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by S. Mejri)
1:15.0,G. Dieng makes 2-pt shot from 18 ft (assist by T. Jones),2,106-83,,
1:05.0,,,106-83,,Turnover by Y. Ferrell (bad pass; steal by M. Georges-Hunt)
1:03.0,M. Georges-Hunt makes 2-pt shot from 1 ft,2,108-83,,
0:48.0,,,108-85,2,A. Cleveland makes 2-pt shot from 21 ft
0:40.0,A. Brooks misses 2-pt shot from 2 ft (block by S. Mejri),,108-85,,
0:40.0,Offensive rebound by M. Georges-Hunt,,108-85,,
0:36.0,A. Brooks makes 3-pt shot from 23 ft (assist by M. Georges-Hunt),3,111-85,,
0:27.0,,,111-87,2,Y. Ferrell makes 2-pt shot from 18 ft
0:06.0,G. Dieng misses 2-pt shot from 18 ft,,111-87,,
0:06.0,,,111-87,,Defensive rebound by A. Cleveland
