time,New York,pts.away,score,pts.home,Indiana
2:35.0,,,87-109,,J. Young misses 2-pt shot from 1 ft
2:33.0,Defensive rebound by W. Hernangomez,,87-109,,
2:26.0,W. Hernangomez makes 2-pt shot at rim (assist by R. Baker),2,89-109,,
2:09.0,,,89-111,2,D. Sabonis makes 2-pt shot at rim
1:57.0,,,89-111,,Personal foul by L. Stephenson (drawn by R. Baker)
1:57.0,R. Baker makes free throw 1 of 2,1,90-111,,
1:57.0,R. Baker makes free throw 2 of 2,1,91-111,,
1:42.0,,,91-111,,D. Wilkins misses 3-pt shot from 23 ft
1:35.0,,,91-111,,Offensive rebound by T. Leaf
1:35.0,,,91-111,,T. Leaf misses 2-pt shot at rim
1:35.0,Defensive rebound by D. Dotson,,91-111,,
1:30.0,D. McDermott makes 2-pt shot at rim (assist by W. Hernangomez),2,93-111,,
1:17.0,,,93-113,2,D. Sabonis makes 2-pt shot from 1 ft (assist by J. Young)
1:10.0,W. Hernangomez makes 2-pt shot at rim (assist by R. Baker),2,95-113,,
1:10.0,Shooting foul by D. Sabonis (drawn by W. Hernangomez),,95-113,,
1:10.0,W. Hernangomez misses free throw 1 of 1,,95-113,,
1:08.0,,,95-113,,Defensive rebound by T. Leaf
0:56.0,,,95-115,2,J. Young makes 2-pt shot from 1 ft
0:52.0,F. Ntilikina misses 3-pt shot from 26 ft,,95-115,,
0:49.0,Offensive rebound by F. Ntilikina,,95-115,,
0:46.0,D. McDermott makes 2-pt shot at rim (assist by F. Ntilikina),2,97-115,,
0:31.0,,,97-115,,Turnover by D. Sabonis (bad pass)
0:24.0,W. Hernangomez misses 3-pt shot from 27 ft,,97-115,,
0:20.0,,,97-115,,Defensive rebound by D. Wilkins
