time,Atlanta,pts.away,score,pts.home,Milwaukee
8:03.0,J. Collins makes free throw 3 of 3,1,96-100,,
8:03.0,M. Muscala enters the game for J. Collins,,96-100,,
7:52.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,98-100,,
7:43.0,Personal foul by T. Waller-Prince (drawn by G. Antetokounmpo),,98-100,,
7:43.0,,,98-100,,T. Snell enters the game for J. Terry
7:43.0,,,98-100,,K. Middleton enters the game for J. Parker
7:26.0,,,98-102,2,J. Henson makes 2-pt shot from 4 ft (assist by G. Antetokounmpo)
7:14.0,,,98-102,,Personal foul by T. Snell (drawn by D. Lee)
7:14.0,D. Lee makes free throw 1 of 2,1,99-102,,
7:14.0,D. Lee makes free throw 2 of 2,1,100-102,,
6:59.0,,,100-104,2,E. Bledsoe makes 2-pt shot from 14 ft
6:41.0,T. Waller-Prince makes 2-pt shot from 13 ft,2,102-104,,
6:27.0,,,102-106,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe)
6:03.0,T. Waller-Prince makes 2-pt shot at rim (assist by D. Schroder),2,104-106,,
5:48.0,,,104-108,2,E. Bledsoe makes 2-pt shot from 5 ft
5:42.0,D. Schroder makes 2-pt shot from 1 ft,2,106-108,,
5:42.0,Shooting foul by E. Bledsoe (drawn by D. Schroder),,106-108,,
5:42.0,,,106-108,,Milwaukee full timeout
5:42.0,D. Schroder makes free throw 1 of 1,1,107-108,,
5:27.0,,,107-108,,G. Antetokounmpo misses 2-pt shot from 16 ft
5:24.0,Defensive rebound by D. Schroder,,107-108,,
5:08.0,D. Dedmon misses 2-pt shot from 14 ft,,107-108,,
5:05.0,,,107-108,,Defensive rebound by J. Henson
4:55.0,,,107-108,,E. Bledsoe misses 3-pt shot from 26 ft
4:52.0,,,107-108,,Offensive rebound by J. Henson
4:50.0,,,107-108,,J. Henson misses 2-pt shot from 2 ft
4:48.0,Defensive rebound by D. Dedmon,,107-108,,
4:39.0,,,107-108,,Personal foul by K. Middleton (drawn by T. Waller-Prince)
4:39.0,T. Waller-Prince makes free throw 1 of 2,1,108-108,,
4:39.0,I. Taylor enters the game for D. Schroder,,108-108,,
4:39.0,T. Waller-Prince makes free throw 2 of 2,1,109-108,,
4:27.0,,,109-108,,Shooting foul by D. Dedmon (drawn by G. Antetokounmpo)
4:27.0,,,109-109,1,G. Antetokounmpo makes free throw 1 of 2
4:27.0,D. Schroder enters the game for D. Dedmon,,109-109,,
4:27.0,,,109-110,1,G. Antetokounmpo makes free throw 2 of 2
4:10.0,T. Waller-Prince misses 3-pt shot from 28 ft,,109-110,,
4:07.0,,,109-110,,Defensive rebound by T. Snell
3:42.0,,,109-110,,J. Henson misses 2-pt shot from 1 ft
3:39.0,,,109-110,,Offensive rebound by E. Bledsoe
3:37.0,,,109-110,,Shooting foul by D. Lee (drawn by J. Henson)
3:37.0,Atlanta full timeout,,109-110,,
3:37.0,,,109-110,,J. Henson misses free throw 1 of 2
3:37.0,,,109-110,,Offensive rebound by Team
3:37.0,,,109-111,1,J. Henson makes free throw 2 of 2
3:15.0,T. Waller-Prince misses 2-pt shot from 2 ft,,109-111,,
3:13.0,,,109-111,,Defensive rebound by J. Henson
3:10.0,,,109-111,,Turnover by K. Middleton (traveling)
2:55.0,D. Schroder makes 2-pt shot from 1 ft,2,111-111,,
2:55.0,Shooting foul by G. Antetokounmpo (drawn by D. Schroder),,111-111,,
2:55.0,D. Schroder makes free throw 1 of 1,1,112-111,,
2:46.0,Personal foul by D. Schroder,,112-111,,
2:46.0,Technical foul by D. Schroder,,112-111,,
2:46.0,,,112-112,1,K. Middleton makes technical free throw
2:46.0,D. Dedmon enters the game for D. Schroder,,112-112,,
2:46.0,,,112-113,1,E. Bledsoe makes free throw 1 of 2
2:46.0,,,112-114,1,E. Bledsoe makes free throw 2 of 2
2:23.0,Turnover by T. Waller-Prince (bad pass; steal by G. Antetokounmpo),,112-114,,
2:17.0,,,112-114,,Turnover by E. Bledsoe (bad pass; steal by M. Muscala)
2:11.0,I. Taylor misses 2-pt shot from 3 ft (block by J. Henson),,112-114,,
2:11.0,,,112-114,,Defensive rebound by G. Antetokounmpo
2:07.0,,,112-116,2,K. Middleton makes 2-pt shot from 1 ft (assist by E. Bledsoe)
2:07.0,Atlanta full timeout,,112-116,,
1:55.0,T. Waller-Prince makes 2-pt shot from 4 ft,2,114-116,,
1:42.0,,,114-118,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe)
1:23.0,T. Waller-Prince misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,114-118,,
1:21.0,Offensive rebound by T. Waller-Prince,,114-118,,
1:19.0,T. Waller-Prince misses 3-pt shot from 28 ft,,114-118,,
1:19.0,Offensive rebound by M. Muscala,,114-118,,
1:07.0,,,114-118,,Personal foul by E. Bledsoe (drawn by I. Taylor)
1:07.0,I. Taylor misses free throw 1 of 2,,114-118,,
1:07.0,Offensive rebound by Team,,114-118,,
1:07.0,I. Taylor makes free throw 2 of 2,1,115-118,,
0:52.0,,,115-118,,E. Bledsoe misses 2-pt shot from 17 ft
0:50.0,Defensive rebound by D. Dedmon,,115-118,,
0:36.0,T. Waller-Prince misses 3-pt shot from 27 ft,,115-118,,
0:33.0,,,115-118,,Defensive rebound by K. Middleton
0:32.0,Personal foul by I. Taylor (drawn by K. Middleton),,115-118,,
0:32.0,,,115-119,1,K. Middleton makes free throw 1 of 2
0:32.0,,,115-120,1,K. Middleton makes free throw 2 of 2
0:18.0,T. Waller-Prince misses 3-pt shot from 23 ft,,115-120,,
0:15.0,Offensive rebound by D. Dedmon,,115-120,,
0:14.0,D. Dedmon misses 3-pt shot from 25 ft,,115-120,,
0:14.0,,,115-120,,Defensive rebound by K. Middleton
0:04.0,,,115-122,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe)
0:04.0,Atlanta full timeout,,115-122,,
0:00.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,117-122,,
