time,Orlando,pts.away,score,pts.home,Washington
1:43.0,,,103-128,2,C. McCullough makes 2-pt shot from 1 ft (assist by T. Frazier)
1:33.0,J. Artis misses 2-pt shot from 7 ft,,103-128,,
1:28.0,,,103-128,,Defensive rebound by C. McCullough
1:23.0,,,103-128,,J. Smith misses 2-pt shot from 19 ft
1:19.0,,,103-128,,Offensive rebound by T. Satoransky
1:16.0,,,103-128,,J. Meeks misses 2-pt shot from 1 ft (block by W. Iwundu)
1:16.0,Defensive rebound by W. Iwundu,,103-128,,
1:09.0,W. Iwundu misses 2-pt shot from 6 ft,,103-128,,
1:09.0,,,103-128,,Defensive rebound by J. Smith
1:00.0,,,103-130,2,T. Satoransky makes 2-pt shot from 1 ft (assist by J. Meeks)
0:41.0,A. Payne misses 2-pt shot from 18 ft,,103-130,,
0:38.0,,,103-130,,Defensive rebound by C. McCullough
0:16.0,,,103-130,,Turnover by Team (shot clock)
0:10.0,J. Artis misses 3-pt shot from 24 ft,,103-130,,
0:08.0,,,103-130,,Defensive rebound by J. Smith
