time,Dallas,pts.away,score,pts.home,Oklahoma City
0:37.0,,,111-108,,Shooting foul by S. Mejri (drawn by C. Anthony)
0:37.0,,,111-109,1,C. Anthony makes free throw 1 of 2
0:37.0,D. Powell enters the game for Y. Ferrell,,111-109,,
0:37.0,,,111-110,1,C. Anthony makes free throw 2 of 2
0:37.0,Dallas full timeout,,111-110,,
0:37.0,D. Nowitzki enters the game for S. Mejri,,111-110,,
0:37.0,J. Barea enters the game for D. Powell,,111-110,,
0:30.0,D. Smith makes 2-pt shot at rim,2,113-110,,
0:30.0,,,113-110,,Oklahoma City full timeout
0:30.0,Y. Ferrell enters the game for D. Nowitzki,,113-110,,
0:30.0,D. Powell enters the game for J. Barea,,113-110,,
0:20.0,,,113-110,,R. Westbrook misses 3-pt shot from 26 ft
0:17.0,Defensive rebound by D. Smith,,113-110,,
0:15.0,,,113-110,,Personal take foul by R. Westbrook (drawn by D. Smith)
0:15.0,D. Smith makes free throw 1 of 2,1,114-110,,
0:15.0,D. Smith makes free throw 2 of 2,1,115-110,,
0:15.0,,,115-110,,Oklahoma City full timeout
0:15.0,,,115-110,,S. Adams enters the game for J. Grant
0:12.0,,,115-110,,Shooting foul by D. Powell (drawn by P. George)
0:12.0,,,115-111,1,P. George makes free throw 1 of 3
0:12.0,,,115-112,1,P. George makes free throw 2 of 3
0:12.0,S. Mejri enters the game for Y. Ferrell,,115-112,,
0:12.0,,,115-113,1,P. George makes free throw 3 of 3
0:12.0,Dallas full timeout,,115-113,,
0:12.0,D. Nowitzki enters the game for D. Powell,,115-113,,
0:12.0,D. Harris enters the game for S. Mejri,,115-113,,
0:11.0,,,115-113,,Personal take foul by P. George (drawn by D. Smith)
0:11.0,D. Smith makes free throw 1 of 2,1,116-113,,
0:11.0,Y. Ferrell enters the game for D. Nowitzki,,116-113,,
0:11.0,D. Powell enters the game for D. Harris,,116-113,,
0:11.0,D. Smith misses free throw 2 of 2,,116-113,,
0:10.0,,,116-113,,Defensive rebound by R. Westbrook
0:06.0,,,116-113,,R. Westbrook misses 3-pt shot from 27 ft
0:03.0,,,116-113,,Offensive rebound by Team
0:02.0,,,116-113,,R. Westbrook misses 3-pt shot from 26 ft
0:02.0,,,116-113,,Offensive rebound by R. Felton
