time,New York,pts.away,score,pts.home,Milwaukee
6:09.0,Defensive rebound by J. Jack,,83-84,,
6:04.0,L. Thomas makes 3-pt shot from 26 ft (assist by C. Lee),3,86-84,,
5:45.0,,,86-84,,Shooting foul by L. Thomas (drawn by G. Antetokounmpo)
5:45.0,,,86-85,1,G. Antetokounmpo makes free throw 1 of 2
5:45.0,,,86-85,,J. Henson enters the game for T. Maker
5:45.0,,,86-86,1,G. Antetokounmpo makes free throw 2 of 2
5:25.0,,,86-86,,Personal foul by M. Dellavedova (drawn by K. Porzingis)
5:16.0,J. Jack misses 3-pt shot from 25 ft,,86-86,,
5:13.0,,,86-86,,Defensive rebound by G. Antetokounmpo
4:53.0,,,86-86,,G. Antetokounmpo misses 2-pt shot from 14 ft
4:51.0,Defensive rebound by C. Lee,,86-86,,
4:37.0,K. Porzingis misses 2-pt shot from 7 ft,,86-86,,
4:35.0,,,86-86,,Defensive rebound by G. Antetokounmpo
4:19.0,,,86-86,,Turnover by M. Dellavedova (bad pass)
4:19.0,E. Kanter enters the game for L. Thomas,,86-86,,
3:59.0,C. Lee misses 2-pt shot from 6 ft (block by T. Snell),,86-86,,
3:57.0,Offensive rebound by E. Kanter,,86-86,,
3:56.0,Offensive charge foul by E. Kanter (drawn by J. Henson),,86-86,,
3:56.0,Turnover by E. Kanter (offensive foul),,86-86,,
3:35.0,,,86-86,,K. Middleton misses 2-pt shot from 19 ft
3:32.0,Defensive rebound by T. Hardaway,,86-86,,
3:25.0,,,86-86,,Personal foul by M. Dellavedova (drawn by K. Porzingis)
3:25.0,K. Porzingis makes free throw 1 of 2,1,87-86,,
3:25.0,K. Porzingis makes free throw 2 of 2,1,88-86,,
3:04.0,,,88-86,,T. Snell misses 2-pt shot from 8 ft
3:01.0,,,88-86,,Offensive rebound by T. Snell
3:00.0,,,88-86,,T. Snell misses 2-pt shot from 5 ft (block by K. Porzingis)
3:00.0,Defensive rebound by C. Lee,,88-86,,
2:43.0,T. Hardaway misses 2-pt shot from 3 ft (block by K. Middleton),,88-86,,
2:39.0,,,88-86,,Defensive rebound by G. Antetokounmpo
2:38.0,,,88-86,,Shooting foul by K. Porzingis (drawn by G. Antetokounmpo)
2:38.0,,,88-86,,Milwaukee full timeout
2:38.0,,,88-87,1,G. Antetokounmpo makes free throw 1 of 2
2:38.0,,,88-88,1,G. Antetokounmpo makes free throw 2 of 2
2:14.0,K. Porzingis makes 2-pt shot at rim (assist by T. Hardaway),2,90-88,,
2:00.0,,,90-90,2,G. Antetokounmpo makes 2-pt shot from 1 ft
1:43.0,K. Porzingis misses 3-pt shot from 28 ft,,90-90,,
1:40.0,,,90-90,,Defensive rebound by K. Middleton
1:28.0,,,90-90,,Turnover by K. Middleton (lost ball; steal by T. Hardaway)
1:27.0,,,90-90,,Personal take foul by T. Snell (drawn by T. Hardaway)
1:27.0,T. Hardaway misses free throw 1 of 2,,90-90,,
1:27.0,Offensive rebound by Team,,90-90,,
1:27.0,T. Hardaway misses free throw 2 of 2,,90-90,,
1:27.0,Offensive rebound by T. Hardaway,,90-90,,
1:07.0,T. Hardaway misses 2-pt shot from 5 ft,,90-90,,
1:02.0,,,90-90,,Defensive rebound by G. Antetokounmpo
0:44.0,,,90-90,,G. Antetokounmpo misses 2-pt shot from 15 ft
0:41.0,Defensive rebound by E. Kanter,,90-90,,
0:41.0,New York full timeout,,90-90,,
0:24.0,E. Kanter misses 2-pt shot from 1 ft,,90-90,,
0:21.0,,,90-90,,Defensive rebound by G. Antetokounmpo
0:01.0,,,90-92,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:01.0,New York full timeout,,90-92,,
0:00.0,T. Hardaway misses 3-pt shot from 29 ft,,90-92,,
0:00.0,Offensive rebound by Team,,90-92,,
