time,Brooklyn,pts.away,score,pts.home,Toronto
2:04.0,N. Stauskas misses 2-pt shot from 19 ft,,83-120,,
2:01.0,,,83-120,,Defensive rebound by P. Siakam
1:53.0,,,83-120,,L. Brown misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by Q. Acy,,83-120,,
1:33.0,J. Okafor makes 2-pt shot from 1 ft,2,85-120,,
1:23.0,,,85-120,,P. Siakam misses 3-pt shot from 23 ft
1:20.0,Defensive rebound by J. Okafor,,85-120,,
0:59.0,Shooting foul by J. Poeltl (drawn by N. Stauskas),,85-120,,
0:59.0,N. Stauskas makes free throw 1 of 2,1,86-120,,
0:59.0,N. Stauskas makes free throw 2 of 2,1,87-120,,
0:37.0,,,87-120,,J. Poeltl misses 3-pt shot from 22 ft
0:34.0,Defensive rebound by I. Whitehead,,87-120,,
0:18.0,J. Okafor misses 2-pt shot from 7 ft,,87-120,,
0:16.0,,,87-120,,Defensive rebound by L. Brown
