time,Utah,pts.away,score,pts.home,LA Clippers
3:23.0,,,82-93,3,A. Rivers makes 3-pt shot from 26 ft (assist by D. Gallinari)
3:22.0,Utah full timeout,,82-93,,
3:22.0,J. Johnson enters the game for D. Favors,,82-93,,
3:07.0,Turnover by D. Mitchell (lost ball; steal by D. Jordan),,82-93,,
2:49.0,,,82-95,2,D. Gallinari makes 2-pt shot from 16 ft (assist by P. Beverley)
2:21.0,T. Sefolosha makes 2-pt shot from 20 ft (assist by R. Rubio),2,84-95,,
1:58.0,,,84-98,3,P. Beverley makes 3-pt shot from 26 ft
1:45.0,Turnover by D. Mitchell (lost ball; steal by P. Beverley),,84-98,,
1:40.0,,,84-100,2,D. Jordan makes 2-pt shot from 5 ft (assist by B. Griffin)
1:40.0,Utah full timeout,,84-100,,
1:40.0,R. Neto enters the game for R. Rubio,,84-100,,
1:40.0,E. Udoh enters the game for T. Sefolosha,,84-100,,
1:40.0,R. O'Neale enters the game for R. Gobert,,84-100,,
1:40.0,J. Jerebko enters the game for J. Johnson,,84-100,,
1:26.0,R. Neto misses 2-pt shot from 13 ft,,84-100,,
1:24.0,,,84-100,,Defensive rebound by B. Griffin
1:11.0,,,84-100,,Turnover by D. Gallinari (traveling)
1:04.0,D. Mitchell misses 2-pt shot from 13 ft,,84-100,,
1:00.0,,,84-100,,Defensive rebound by D. Jordan
0:41.0,,,84-100,,P. Beverley misses 2-pt shot from 16 ft
0:41.0,,,84-100,,Offensive rebound by D. Jordan
0:21.0,,,84-102,2,B. Griffin makes 2-pt shot from 3 ft
