time,Charlotte,pts.away,score,pts.home,Atlanta
3:35.0,,,118-99,,M. Plumlee enters the game for K. Bazemore
3:35.0,,,118-99,,I. Taylor enters the game for M. Muscala
3:18.0,,,118-99,,Turnover by M. Plumlee (out of bounds lost ball)
3:04.0,K. Walker makes 2-pt shot from 18 ft (assist by N. Batum),2,120-99,,
2:43.0,,,120-101,2,T. Dorsey makes 2-pt shot at rim
2:32.0,Charlotte full timeout,,120-101,,
2:32.0,M. Monk enters the game for N. Batum,,120-101,,
2:32.0,J. Stone enters the game for D. Howard,,120-101,,
2:32.0,J. O'Bryant enters the game for M. Kidd-Gilchrist,,120-101,,
2:32.0,T. Graham enters the game for K. Walker,,120-101,,
2:32.0,D. Bacon enters the game for F. Kaminsky,,120-101,,
2:17.0,J. O'Bryant misses 2-pt shot from 14 ft,,120-101,,
2:14.0,,,120-101,,Defensive rebound by D. Dedmon
2:05.0,,,120-101,,Shooting foul by J. Stone (drawn by T. Dorsey)
2:05.0,,,120-102,1,T. Dorsey makes free throw 1 of 2
2:05.0,,,120-103,1,T. Dorsey makes free throw 2 of 2
1:50.0,M. Monk misses 2-pt shot from 10 ft,,120-103,,
1:47.0,,,120-103,,Defensive rebound by I. Taylor
1:44.0,,,120-103,,Shooting foul by D. Bacon (drawn by I. Taylor)
1:44.0,,,120-103,,I. Taylor misses free throw 1 of 2
1:44.0,,,120-103,,Offensive rebound by Team
1:44.0,,,120-104,1,I. Taylor makes free throw 2 of 2
1:23.0,M. Monk misses 2-pt shot from 23 ft,,120-104,,
1:20.0,,,120-104,,Defensive rebound by M. Plumlee
1:13.0,,,120-104,,T. Dorsey misses 2-pt shot from 1 ft
1:11.0,,,120-104,,Offensive rebound by M. Plumlee
1:11.0,,,120-106,2,M. Plumlee makes 2-pt shot at rim
0:53.0,J. O'Bryant misses 2-pt shot from 2 ft,,120-106,,
0:50.0,,,120-106,,Defensive rebound by M. Plumlee
0:41.0,,,120-108,2,D. Dedmon makes 2-pt shot from 17 ft
0:27.0,M. Monk makes 3-pt shot from 24 ft (assist by J. Stone),3,123-108,,
0:11.0,,,123-110,2,L. Babbitt makes 2-pt shot from 13 ft
