time,Indiana,pts.away,score,pts.home,Atlanta
2:00.0,D. Wilkins misses 3-pt shot from 25 ft,,105-85,,
1:56.0,,,105-85,,Defensive rebound by I. Taylor
1:54.0,,,105-87,2,I. Taylor makes 2-pt shot from 1 ft
1:54.0,,,105-87,,Shooting foul by C. Joseph (drawn by I. Taylor)
1:54.0,,,105-88,1,I. Taylor makes free throw 1 of 1
1:40.0,A. Poythress misses 2-pt shot from 17 ft,,105-88,,
1:37.0,,,105-88,,Defensive rebound by I. Taylor
1:33.0,,,105-91,3,M. Delaney makes 3-pt shot from 24 ft (assist by I. Taylor)
1:21.0,J. Young misses 2-pt shot from 17 ft,,105-91,,
1:19.0,,,105-91,,Defensive rebound by M. Delaney
1:19.0,Personal foul by C. Joseph (drawn by M. Delaney),,105-91,,
1:19.0,,,105-92,1,M. Delaney makes free throw 1 of 2
1:19.0,,,105-93,1,M. Delaney makes free throw 2 of 2
0:55.0,D. Wilkins misses 2-pt shot from 8 ft,,105-93,,
0:51.0,Offensive rebound by A. Poythress,,105-93,,
0:51.0,A. Poythress misses 2-pt shot at rim,,105-93,,
0:50.0,,,105-93,,Defensive rebound by D. Bembry
0:40.0,,,105-93,,L. Babbitt misses 3-pt shot from 25 ft
0:38.0,,,105-93,,Offensive rebound by J. Collins
0:38.0,,,105-95,2,J. Collins makes 2-pt shot at rim
0:18.0,J. Young misses 3-pt shot from 23 ft,,105-95,,
0:16.0,Offensive rebound by C. Joseph,,105-95,,
