time,Utah,pts.away,score,pts.home,Houston
1:45.0,R. Rubio misses 3-pt shot from 26 ft,,99-117,,
1:42.0,,,99-117,,Defensive rebound by C. Capela
1:22.0,,,99-120,3,J. Harden makes 3-pt shot from 26 ft
1:11.0,T. Sefolosha misses 3-pt shot from 25 ft,,99-120,,
1:08.0,,,99-120,,Defensive rebound by J. Harden
0:53.0,,,99-120,,J. Harden misses 3-pt shot from 28 ft
0:51.0,Defensive rebound by T. Sefolosha,,99-120,,
0:43.0,J. Ingles misses 2-pt shot from 1 ft (block by C. Capela),,99-120,,
0:40.0,,,99-120,,Defensive rebound by C. Paul
0:22.0,,,99-120,,C. Paul misses 3-pt shot from 30 ft
0:19.0,,,99-120,,Offensive rebound by C. Capela
