time,LA Clippers,pts.away,score,pts.home,Phoenix
2:46.0,B. Marjanovic enters the game for M. Harrell,,109-91,,
2:32.0,Personal foul by B. Marjanovic (drawn by T. Ulis),,109-91,,
2:32.0,,,109-92,1,T. Ulis makes free throw 1 of 2
2:32.0,,,109-93,1,T. Ulis makes free throw 2 of 2
2:12.0,C. Williams makes 2-pt shot at rim (assist by B. Marjanovic),2,111-93,,
1:59.0,,,111-93,,A. Williams misses 2-pt shot from 6 ft (block by S. Thornwell)
1:57.0,Defensive rebound by B. Marjanovic,,111-93,,
1:52.0,S. Thornwell misses 3-pt shot from 25 ft,,111-93,,
1:50.0,,,111-93,,Defensive rebound by T. Ulis
1:43.0,,,111-93,,T. Ulis misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by B. Marjanovic,,111-93,,
1:23.0,Turnover by B. Marjanovic (turnover),,111-93,,
1:08.0,,,111-93,,A. Williams misses 2-pt shot from 10 ft
1:05.0,Defensive rebound by S. Dekker,,111-93,,
0:58.0,Turnover by C. Williams (bad pass; steal by S. Harrison),,111-93,,
0:54.0,,,111-93,,Shooting foul by S. Thornwell (drawn by S. Harrison)
0:54.0,,,111-94,1,S. Harrison makes free throw 1 of 2
0:54.0,,,111-95,1,S. Harrison makes free throw 2 of 2
0:44.0,Turnover by S. Dekker (bad pass; steal by M. Chriss),,111-95,,
0:39.0,,,111-97,2,S. Harrison makes 2-pt shot at rim (assist by A. Peters)
0:16.0,B. Marjanovic misses 2-pt shot from 10 ft,,111-97,,
0:15.0,,,111-97,,Defensive rebound by A. Williams
0:10.0,,,111-97,,Shooting foul by B. Marjanovic (drawn by M. Chriss)
0:10.0,,,111-98,1,M. Chriss makes free throw 1 of 2
0:10.0,,,111-99,1,M. Chriss makes free throw 2 of 2
