time,Phoenix,pts.away,score,pts.home,LA Clippers
5:58.0,,,77-105,2,B. Johnson makes 2-pt shot from 11 ft
5:48.0,T. Ulis misses 2-pt shot from 18 ft,,77-105,,
5:44.0,,,77-105,,Defensive rebound by M. Harrell
5:39.0,,,77-107,2,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams)
5:25.0,D. Bender makes 3-pt shot from 25 ft (assist by M. James),3,80-107,,
5:17.0,,,80-110,3,L. Williams makes 3-pt shot from 26 ft
5:03.0,,,80-110,,Personal foul by B. Johnson (drawn by A. Len)
5:03.0,A. Len makes free throw 1 of 2,1,81-110,,
5:03.0,A. Len makes free throw 2 of 2,1,82-110,,
4:44.0,,,82-110,,L. Williams misses 2-pt shot from 19 ft
4:40.0,Defensive rebound by D. Bender,,82-110,,
4:37.0,M. James makes 2-pt shot at rim (assist by D. Bender),2,84-110,,
4:30.0,,,84-112,2,S. Dekker makes 2-pt shot from 1 ft (assist by S. Thornwell)
4:25.0,,,84-112,,Personal foul by B. Johnson (drawn by A. Len)
4:25.0,A. Len misses free throw 1 of 2,,84-112,,
4:25.0,Offensive rebound by Team,,84-112,,
4:25.0,A. Len makes free throw 2 of 2,1,85-112,,
4:06.0,,,85-114,2,S. Thornwell makes 2-pt shot from 2 ft (assist by M. Harrell)
3:55.0,D. Jones misses 3-pt shot from 24 ft,,85-114,,
3:51.0,,,85-114,,Defensive rebound by L. Williams
3:48.0,,,85-114,,Shooting foul by A. Len (drawn by B. Johnson)
3:48.0,,,85-115,1,B. Johnson makes free throw 1 of 2
3:48.0,A. Peters enters the game for A. Len,,85-115,,
3:48.0,,,85-116,1,B. Johnson makes free throw 2 of 2
3:34.0,A. Peters misses 3-pt shot from 23 ft,,85-116,,
3:34.0,,,85-116,,Defensive rebound by L. Williams
3:28.0,,,85-116,,S. Thornwell misses 2-pt shot from 9 ft (block by D. Jones)
3:28.0,,,85-116,,Offensive rebound by Team
3:25.0,,,85-118,2,L. Williams makes 2-pt shot from 1 ft (assist by S. Dekker)
3:14.0,T. Ulis misses 3-pt shot from 25 ft,,85-118,,
3:12.0,,,85-118,,Defensive rebound by B. Johnson
3:01.0,,,85-118,,S. Thornwell misses 2-pt shot from 2 ft (block by A. Peters)
2:58.0,Defensive rebound by M. James,,85-118,,
2:57.0,Shooting foul by S. Thornwell (drawn by D. Jones),,85-118,,
2:57.0,,,85-118,,LA Clippers full timeout
2:57.0,,,85-118,,A. Rivers enters the game for L. Williams
2:57.0,D. Jones makes free throw 1 of 2,1,87-118,,
2:57.0,D. Jones makes free throw 2 of 2,1,87-118,,
2:36.0,,,87-118,,M. Harrell misses 2-pt shot from 2 ft
2:28.0,,,87-118,,Offensive rebound by M. Harrell
2:28.0,,,87-120,2,M. Harrell makes 2-pt shot at rim
2:09.0,M. James misses 2-pt shot from 1 ft (block by M. Harrell),,87-120,,
1:58.0,,,87-120,,Defensive rebound by B. Johnson
1:57.0,,,87-122,2,S. Thornwell makes 2-pt shot from 2 ft (assist by B. Johnson)
1:45.0,T. Ulis misses 2-pt shot from 13 ft,,87-122,,
1:39.0,,,87-122,,Defensive rebound by B. Johnson
1:33.0,,,87-122,,Turnover by B. Johnson (bad pass; steal by D. Jones)
1:30.0,A. Peters misses 3-pt shot from 26 ft,,87-122,,
1:29.0,,,87-122,,Defensive rebound by A. Rivers
1:20.0,,,87-124,2,B. Johnson makes 2-pt shot from 3 ft
1:00.0,M. James misses 3-pt shot from 25 ft,,87-124,,
0:53.0,,,87-124,,Defensive rebound by A. Rivers
0:45.0,,,87-126,2,S. Dekker makes 2-pt shot from 17 ft
0:45.0,Turnover by M. James (lost ball; steal by S. Thornwell),,87-126,,
0:45.0,,,87-126,,Shooting foul by A. Peters (drawn by S. Thornwell)
0:45.0,,,87-127,1,S. Thornwell makes free throw 1 of 2
0:45.0,,,87-128,1,S. Thornwell makes free throw 2 of 2
0:30.0,Turnover by T. Ulis (bad pass; steal by S. Thornwell),,87-128,,
0:26.0,,,87-130,2,S. Thornwell makes 2-pt shot from 2 ft
0:03.0,Shooting foul by B. Johnson (drawn by M. James),,87-130,,
0:03.0,M. James makes free throw 1 of 2,1,88-130,,
0:03.0,M. James misses free throw 2 of 2,,88-130,,
0:01.0,,,88-130,,Defensive rebound by B. Johnson
