time,Toronto,pts.away,score,pts.home,New York
5:59.0,,,88-94,,K. Porzingis misses 2-pt shot from 6 ft
5:58.0,Defensive rebound by P. Siakam,,88-94,,
5:39.0,F. VanVleet misses 3-pt shot from 25 ft,,88-94,,
5:38.0,,,88-94,,Defensive rebound by K. Porzingis
5:25.0,,,88-96,2,K. Porzingis makes 2-pt shot from 1 ft (assist by E. Kanter)
5:25.0,,,88-96,,Shooting foul by N. Powell (drawn by K. Porzingis)
5:25.0,K. Lowry enters the game for N. Powell,,88-96,,
5:25.0,,,88-97,1,K. Porzingis makes free throw 1 of 1
5:07.0,Turnover by F. VanVleet (lost ball; steal by J. Jack),,88-97,,
5:03.0,,,88-97,,K. Porzingis misses 2-pt shot from 2 ft (block by S. Ibaka)
5:02.0,,,88-97,,Offensive rebound by Team
4:54.0,,,88-99,2,K. Porzingis makes 2-pt shot from 8 ft (assist by E. Kanter)
4:45.0,Toronto full timeout,,88-99,,
4:45.0,D. DeRozan enters the game for C. Miles,,88-99,,
4:42.0,K. Lowry makes 3-pt shot from 26 ft (assist by S. Ibaka),3,91-99,,
4:15.0,,,91-99,,K. Porzingis misses 3-pt shot from 32 ft
4:14.0,Defensive rebound by D. DeRozan,,91-99,,
4:03.0,S. Ibaka misses 2-pt shot from 18 ft,,91-99,,
4:02.0,,,91-99,,Defensive rebound by K. Porzingis
3:56.0,,,91-99,,T. Hardaway misses 2-pt shot from 8 ft
3:55.0,,,91-99,,Offensive rebound by Team
3:54.0,Personal foul by K. Lowry (drawn by E. Kanter),,91-99,,
3:44.0,,,91-99,,K. Porzingis misses 2-pt shot from 9 ft
3:42.0,Defensive rebound by K. Lowry,,91-99,,
3:40.0,P. Siakam misses 2-pt shot from 1 ft,,91-99,,
3:39.0,Offensive rebound by Team,,91-99,,
3:39.0,,,91-99,,Loose ball foul by T. Hardaway (drawn by S. Ibaka)
3:37.0,,,91-99,,Personal foul by T. Hardaway (drawn by K. Lowry)
3:22.0,D. DeRozan misses 2-pt shot from 1 ft (block by K. Porzingis),,91-99,,
3:21.0,Offensive rebound by S. Ibaka,,91-99,,
3:19.0,S. Ibaka makes 2-pt shot from 1 ft,2,93-99,,
2:57.0,,,93-102,3,T. Hardaway makes 3-pt shot from 26 ft (assist by C. Lee)
2:44.0,Turnover by K. Lowry (bad pass; steal by C. Lee),,93-102,,
2:40.0,,,93-102,,C. Lee misses 2-pt shot from 1 ft
2:39.0,Defensive rebound by S. Ibaka,,93-102,,
2:32.0,F. VanVleet misses 3-pt shot from 25 ft,,93-102,,
2:31.0,Offensive rebound by K. Lowry,,93-102,,
2:26.0,K. Lowry makes 3-pt shot from 23 ft,3,96-102,,
2:02.0,,,96-102,,Shooting foul by S. Ibaka (drawn by T. Hardaway)
2:02.0,,,96-103,1,T. Hardaway makes free throw 1 of 2
2:02.0,C. Miles enters the game for P. Siakam,,96-103,,
2:02.0,,,96-103,,L. Thomas enters the game for E. Kanter
2:02.0,,,96-104,1,T. Hardaway makes free throw 2 of 2
1:45.0,K. Lowry misses 3-pt shot from 24 ft,,96-104,,
1:44.0,,,96-104,,Defensive rebound by J. Jack
1:23.0,,,96-106,2,T. Hardaway makes 2-pt shot at rim
1:23.0,Toronto full timeout,,96-106,,
1:16.0,F. VanVleet misses 2-pt shot from 2 ft (block by K. Porzingis),,96-106,,
1:15.0,,,96-106,,Defensive rebound by L. Thomas
0:55.0,,,96-108,2,K. Porzingis makes 2-pt shot from 11 ft (assist by T. Hardaway)
0:48.0,K. Lowry makes 2-pt shot at rim,2,98-108,,
0:26.0,,,98-108,,T. Hardaway misses 3-pt shot from 31 ft
0:26.0,Defensive rebound by D. DeRozan,,98-108,,
0:18.0,S. Ibaka misses 3-pt shot from 22 ft,,98-108,,
0:16.0,Offensive rebound by C. Miles,,98-108,,
0:15.0,C. Miles makes 2-pt shot at rim,2,100-108,,
