time,Memphis,pts.away,score,pts.home,Phoenix
5:57.0,Personal foul by D. Brooks (drawn by M. Chriss),,82-88,,
5:57.0,,,82-88,,M. Chriss misses free throw 1 of 2
5:57.0,,,82-88,,Offensive rebound by Team
5:57.0,T. Evans enters the game for J. Ennis,,82-88,,
5:57.0,,,82-89,1,M. Chriss makes free throw 2 of 2
5:39.0,M. Gasol misses 2-pt shot from 6 ft,,82-89,,
5:35.0,,,82-89,,Defensive rebound by M. Chriss
5:18.0,,,82-89,,T. Warren misses 2-pt shot from 9 ft
5:16.0,Defensive rebound by T. Evans,,82-89,,
5:00.0,Turnover by M. Gasol (lost ball; steal by D. Booker),,82-89,,
4:56.0,,,82-91,2,T. Warren makes 2-pt shot from 1 ft (assist by T. Ulis)
4:55.0,Memphis full timeout,,82-91,,
4:55.0,K. Simmons enters the game for B. Wright,,82-91,,
4:38.0,A. Harrison makes 2-pt shot from 1 ft,2,84-91,,
4:15.0,,,84-91,,T. Warren misses 2-pt shot from 19 ft
4:12.0,Defensive rebound by K. Simmons,,84-91,,
3:57.0,T. Evans misses 3-pt shot from 26 ft,,84-91,,
3:54.0,,,84-91,,Defensive rebound by T. Ulis
3:31.0,,,84-91,,T. Ulis misses 2-pt shot from 18 ft (block by K. Simmons)
3:31.0,,,84-91,,Offensive rebound by Team
3:31.0,,,84-91,,Turnover by Team (shot clock)
3:31.0,J. Ennis enters the game for D. Brooks,,84-91,,
3:21.0,A. Harrison makes 3-pt shot from 24 ft (assist by T. Evans),3,87-91,,
3:20.0,,,87-91,,Phoenix full timeout
3:07.0,,,87-93,2,D. Booker makes 2-pt shot from 18 ft
2:46.0,,,87-93,,Technical foul by A. Len (drawn by M. Gasol)
2:46.0,M. Gasol makes flagrant free throw 2 of 2,1,88-93,,
2:46.0,M. Gasol misses flagrant free throw 1 of 2,,88-93,,
2:46.0,Offensive rebound by Team,,88-93,,
2:46.0,,,88-93,,T. Chandler enters the game for A. Len
2:35.0,M. Gasol misses 2-pt shot at rim,,88-93,,
2:32.0,,,88-93,,Defensive rebound by D. Booker
2:28.0,,,88-93,,D. Booker misses 2-pt shot from 9 ft
2:26.0,,,88-93,,Offensive rebound by T. Chandler
2:08.0,,,88-93,,Shooting foul by A. Harrison (drawn by M. Chriss)
2:08.0,,,88-93,,M. Chriss misses free throw 1 of 2
2:08.0,,,88-93,,Offensive rebound by Team
2:08.0,,,88-94,1,M. Chriss makes free throw 2 of 2
1:56.0,Turnover by J. Ennis (traveling),,88-94,,
1:38.0,,,88-94,,D. Booker misses 2-pt shot at rim
1:36.0,Defensive rebound by T. Evans,,88-94,,
1:34.0,,,88-94,,Personal foul by D. Booker (drawn by T. Evans)
1:25.0,T. Evans makes 2-pt shot at rim,2,90-94,,
1:05.0,,,90-94,,D. Booker misses 3-pt shot from 24 ft
1:01.0,,,90-94,,Offensive rebound by M. Chriss
0:59.0,,,90-94,,Turnover by M. Chriss (lost ball; steal by T. Evans)
0:56.0,J. Ennis makes 2-pt shot at rim (assist by K. Simmons),2,92-94,,
0:56.0,Shooting foul by D. Booker (drawn by J. Ennis),,92-94,,
0:56.0,,,92-94,,T. Daniels enters the game for T. Ulis
0:56.0,J. Martin enters the game for K. Simmons,,92-94,,
0:56.0,J. Ennis makes free throw 1 of 1,1,93-94,,
0:41.0,,,93-94,,Offensive foul by D. Booker (drawn by A. Harrison)
0:41.0,,,93-94,,Turnover by D. Booker (offensive foul)
0:41.0,,,93-94,,I. Canaan enters the game for M. Chriss
0:41.0,,,93-94,,J. Jackson enters the game for D. Booker
0:20.0,Turnover by M. Gasol (bad pass; steal by I. Canaan),,93-94,,
0:18.0,Personal take foul by A. Harrison (drawn by I. Canaan),,93-94,,
0:18.0,D. Brooks enters the game for A. Harrison,,93-94,,
0:18.0,,,93-95,1,I. Canaan makes free throw 1 of 2
0:18.0,,,93-96,1,I. Canaan makes free throw 2 of 2
0:18.0,Memphis full timeout,,93-96,,
0:18.0,,,93-96,,M. Chriss enters the game for T. Daniels
0:06.0,T. Evans makes 2-pt shot at rim,2,95-96,,
0:06.0,,,95-96,,Phoenix full timeout
0:06.0,,,95-96,,D. Bender enters the game for T. Chandler
0:06.0,,,95-96,,T. Daniels enters the game for J. Jackson
0:06.0,,,95-96,,T. Ulis enters the game for M. Chriss
0:06.0,K. Simmons enters the game for J. Ennis,,95-96,,
0:06.0,B. Wright enters the game for D. Brooks,,95-96,,
0:05.0,Personal take foul by B. Wright (drawn by T. Warren),,95-96,,
0:05.0,,,95-97,1,T. Warren makes free throw 1 of 2
0:05.0,,,95-97,,M. Chriss enters the game for T. Ulis
0:05.0,,,95-97,,T. Warren misses free throw 2 of 2
0:04.0,Defensive rebound by B. Wright,,95-97,,
0:04.0,Memphis full timeout,,95-97,,
0:04.0,,,95-97,,T. Chandler enters the game for T. Daniels
0:04.0,,,95-97,,J. Jackson enters the game for D. Bender
0:04.0,J. Ennis enters the game for B. Wright,,95-97,,
0:00.0,T. Evans misses 2-pt shot from 2 ft,,95-97,,
0:00.0,Offensive rebound by J. Martin,,95-97,,
0:00.0,J. Martin makes 2-pt shot at rim,2,97-97,,
0:00.0,,,97-97,,Phoenix full timeout
0:00.0,,,97-97,,D. Bender enters the game for T. Warren
0:00.0,,,97-97,,T. Daniels enters the game for J. Jackson
0:00.0,B. Wright enters the game for T. Evans,,97-97,,
0:00.0,,,97-99,2,T. Chandler makes 2-pt shot at rim (assist by D. Bender)
