time,Portland,pts.away,score,pts.home,Chicago
5:43.0,,,95-98,,Shooting foul by C. McCollum (drawn by J. Holiday)
5:43.0,,,95-99,1,J. Holiday makes free throw 1 of 2
5:43.0,,,95-100,1,J. Holiday makes free throw 2 of 2
5:25.0,Turnover by E. Turner (lost ball; steal by D. Valentine),,95-100,,
5:21.0,,,95-100,,D. Valentine misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by Team,,95-100,,
5:11.0,,,95-100,,Personal foul by J. Holiday (drawn by C. McCollum)
5:02.0,E. Turner makes 2-pt shot from 14 ft,2,97-100,,
4:46.0,,,97-103,3,D. Valentine makes 3-pt shot from 25 ft (assist by L. Markkanen)
4:27.0,C. McCollum makes 3-pt shot from 25 ft,3,100-103,,
4:05.0,,,100-103,,R. Lopez misses 2-pt shot from 19 ft
4:05.0,Defensive rebound by A. Aminu,,100-103,,
3:56.0,C. McCollum misses 3-pt shot from 25 ft,,100-103,,
3:51.0,,,100-103,,Defensive rebound by K. Dunn
3:46.0,,,100-106,3,L. Markkanen makes 3-pt shot from 22 ft (assist by D. Valentine)
3:44.0,Portland full timeout,,100-106,,
3:29.0,S. Napier misses 3-pt shot from 26 ft,,100-106,,
3:26.0,,,100-106,,Defensive rebound by D. Valentine
3:11.0,,,100-106,,Turnover by K. Dunn (lost ball; steal by E. Turner)
3:03.0,,,100-106,,Personal foul by D. Valentine (drawn by C. McCollum)
2:54.0,J. Nurkic makes 2-pt shot from 1 ft (assist by E. Turner),2,102-106,,
2:37.0,,,102-108,2,D. Valentine makes 2-pt shot from 8 ft
2:26.0,C. McCollum misses 2-pt shot from 6 ft,,102-108,,
2:22.0,,,102-108,,Defensive rebound by L. Markkanen
2:10.0,,,102-108,,R. Lopez misses 2-pt shot from 18 ft
2:06.0,Defensive rebound by J. Nurkic,,102-108,,
2:01.0,A. Aminu makes 3-pt shot from 25 ft (assist by S. Napier),3,105-108,,
1:48.0,,,105-108,,Shooting foul by A. Aminu (drawn by K. Dunn)
1:48.0,,,105-109,1,K. Dunn makes free throw 1 of 2
1:48.0,,,105-110,1,K. Dunn makes free throw 2 of 2
1:40.0,A. Aminu makes 3-pt shot from 28 ft (assist by C. McCollum),3,108-110,,
1:27.0,,,108-112,2,K. Dunn makes 2-pt shot from 3 ft
1:20.0,,,108-112,,Personal foul by K. Dunn (drawn by C. McCollum)
1:20.0,C. McCollum makes free throw 1 of 2,1,109-112,,
1:20.0,C. McCollum makes free throw 2 of 2,1,110-112,,
1:02.0,,,110-112,,L. Markkanen misses 2-pt shot from 6 ft
0:59.0,Defensive rebound by C. McCollum,,110-112,,
0:57.0,C. McCollum makes 2-pt shot from 6 ft,2,112-112,,
0:48.0,,,112-112,,Turnover by K. Dunn (bad pass)
0:36.0,C. McCollum misses 2-pt shot from 2 ft,,112-112,,
0:33.0,,,112-112,,Defensive rebound by J. Holiday
0:17.0,,,112-112,,L. Markkanen misses 3-pt shot from 24 ft
0:17.0,Defensive rebound by J. Nurkic,,112-112,,
0:03.0,C. McCollum misses 2-pt shot from 17 ft,,112-112,,
0:03.0,,,112-112,,Defensive rebound by D. Valentine
0:00.0,,,112-112,,D. Valentine misses 3-pt shot from 57 ft
0:00.0,,,112-112,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: R. Lopez vs. J. Nurkic (L. Markkanen gains possession),,,,Jump ball: R. Lopez vs. J. Nurkic (L. Markkanen gains possession)
4:44.0,,,112-112,,Turnover by K. Dunn (lost ball; steal by A. Aminu)
4:28.0,E. Turner makes 3-pt shot from 24 ft (assist by C. McCollum),3,115-112,,
4:11.0,,,115-114,2,K. Dunn makes 2-pt shot from 6 ft
3:46.0,C. McCollum misses 2-pt shot from 6 ft,,115-114,,
3:44.0,,,115-114,,Defensive rebound by D. Valentine
3:40.0,,,115-114,,J. Holiday misses 3-pt shot from 23 ft
3:40.0,Defensive rebound by Team,,115-114,,
3:27.0,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum),3,118-114,,
3:05.0,,,118-116,2,L. Markkanen makes 2-pt shot from 1 ft (assist by K. Dunn)
2:49.0,A. Aminu misses 2-pt shot from 21 ft,,118-116,,
2:46.0,,,118-116,,Defensive rebound by K. Dunn
2:40.0,,,118-118,2,K. Dunn makes 2-pt shot from 10 ft
2:15.0,C. McCollum makes 2-pt shot from 12 ft,2,120-118,,
1:52.0,,,120-118,,D. Valentine misses 2-pt shot at rim
1:46.0,,,120-118,,Offensive rebound by R. Lopez
1:46.0,,,120-118,,R. Lopez misses 2-pt shot at rim
1:44.0,Defensive rebound by J. Nurkic,,120-118,,
1:32.0,A. Aminu misses 2-pt shot from 15 ft,,120-118,,
1:32.0,,,120-118,,Defensive rebound by R. Lopez
1:14.0,,,120-120,2,L. Markkanen makes 2-pt shot from 18 ft (assist by R. Lopez)
1:04.0,C. McCollum misses 3-pt shot from 24 ft (block by J. Holiday),,120-120,,
1:04.0,Offensive rebound by C. McCollum,,120-120,,
0:56.0,C. McCollum makes 2-pt shot from 2 ft,2,122-120,,
0:56.0,,,122-120,,Chicago full timeout
0:47.0,,,122-120,,K. Dunn misses 2-pt shot from 14 ft
0:44.0,Defensive rebound by J. Nurkic,,122-120,,
0:43.0,,,122-120,,Personal foul by D. Valentine (drawn by J. Nurkic)
0:23.0,S. Napier misses 2-pt shot from 18 ft,,122-120,,
0:23.0,,,122-120,,Defensive rebound by J. Holiday
0:08.0,,,122-120,,K. Dunn misses 2-pt shot from 8 ft
0:08.0,Defensive rebound by J. Nurkic,,122-120,,
0:03.0,,,122-120,,Personal take foul by D. Valentine (drawn by C. McCollum)
0:03.0,C. McCollum makes free throw 1 of 2,1,123-120,,
0:03.0,,,123-120,,B. Portis enters the game for D. Valentine
0:03.0,C. McCollum makes free throw 2 of 2,1,124-120,,
0:03.0,,,124-120,,Chicago full timeout
0:03.0,,,124-120,,D. Valentine enters the game for B. Portis
