time,Oklahoma City,pts.away,score,pts.home,New Orleans
6:40.0,,,91-96,,Personal foul by T. Allen (drawn by C. Anthony)
6:27.0,R. Felton misses 2-pt shot from 19 ft,,91-96,,
6:25.0,Offensive rebound by S. Adams,,91-96,,
6:20.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams),3,94-96,,
6:08.0,Personal foul by R. Westbrook (drawn by A. Davis),,94-96,,
6:08.0,,,94-97,1,A. Davis makes free throw 1 of 2
6:08.0,P. George enters the game for R. Felton,,94-97,,
6:08.0,,,94-98,1,A. Davis makes free throw 2 of 2
5:59.0,C. Anthony misses 3-pt shot from 24 ft,,94-98,,
5:55.0,,,94-98,,Defensive rebound by R. Rondo
5:41.0,,,94-100,2,A. Davis makes 2-pt shot from 11 ft (assist by R. Rondo)
5:24.0,Turnover by S. Adams (bad pass; steal by R. Rondo),,94-100,,
5:13.0,,,94-102,2,E. Moore makes 2-pt shot from 7 ft (assist by R. Rondo)
5:12.0,Oklahoma City full timeout,,94-102,,
5:12.0,R. Felton enters the game for A. Abrines,,94-102,,
4:55.0,S. Adams makes 2-pt shot at rim (assist by P. George),2,96-102,,
4:41.0,,,96-102,,Turnover by A. Davis (lost ball; steal by R. Westbrook)
4:35.0,Turnover by P. George (lost ball; steal by E. Moore),,96-102,,
4:16.0,,,96-102,,A. Davis misses 2-pt shot from 14 ft
4:12.0,Defensive rebound by R. Westbrook,,96-102,,
3:54.0,Turnover by C. Anthony (traveling),,96-102,,
3:53.0,,,96-102,,New Orleans full timeout
3:53.0,,,96-102,,D. Miller enters the game for T. Allen
3:38.0,,,96-102,,R. Rondo misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by C. Anthony,,96-102,,
3:25.0,R. Westbrook misses 3-pt shot from 28 ft,,96-102,,
3:22.0,,,96-102,,Defensive rebound by A. Davis
3:22.0,Loose ball foul by S. Adams (drawn by A. Davis),,96-102,,
3:22.0,,,96-103,1,A. Davis makes free throw 1 of 2
3:22.0,,,96-104,1,A. Davis makes free throw 2 of 2
3:15.0,P. George makes 3-pt shot from 26 ft (assist by R. Westbrook),3,99-104,,
2:52.0,,,99-104,,A. Davis misses 2-pt shot from 12 ft
2:49.0,Defensive rebound by R. Westbrook,,99-104,,
2:43.0,C. Anthony misses 3-pt shot from 25 ft,,99-104,,
2:37.0,,,99-104,,Defensive rebound by D. Miller
2:26.0,,,99-104,,A. Davis misses 2-pt shot from 20 ft
2:22.0,Defensive rebound by P. George,,99-104,,
2:11.0,Offensive charge foul by P. George (drawn by R. Rondo),,99-104,,
2:11.0,Turnover by P. George (offensive foul),,99-104,,
2:11.0,,,99-104,,New Orleans full timeout
1:54.0,,,99-106,2,R. Rondo makes 2-pt shot at rim
1:45.0,R. Westbrook misses 2-pt shot from 17 ft,,99-106,,
1:41.0,Offensive rebound by R. Westbrook,,99-106,,
1:39.0,R. Westbrook misses 2-pt shot from 2 ft,,99-106,,
1:35.0,,,99-106,,Defensive rebound by A. Davis
1:18.0,,,99-106,,J. Holiday misses 3-pt shot from 29 ft
1:16.0,,,99-106,,T. Allen enters the game for D. Miller
1:15.0,,,99-106,,Offensive rebound by Team
1:09.0,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook),3,102-106,,
0:47.0,,,102-108,2,A. Davis makes 2-pt shot from 15 ft (assist by R. Rondo)
0:46.0,Oklahoma City full timeout,,102-108,,
0:39.0,P. George misses 3-pt shot from 26 ft,,102-108,,
0:33.0,,,102-108,,Defensive rebound by T. Allen
0:31.0,Personal take foul by P. George (drawn by J. Holiday),,102-108,,
0:31.0,,,102-109,1,J. Holiday makes free throw 1 of 2
0:31.0,,,102-110,1,J. Holiday makes free throw 2 of 2
0:27.0,,,102-110,,Personal take foul by R. Rondo (drawn by R. Westbrook)
0:25.0,C. Anthony makes 3-pt shot from 26 ft (assist by R. Felton),3,105-110,,
0:18.0,Personal take foul by C. Anthony (drawn by E. Moore),,105-110,,
0:18.0,,,105-110,,E. Moore misses free throw 1 of 2
0:18.0,,,105-110,,Offensive rebound by Team
0:18.0,,,105-111,1,E. Moore makes free throw 2 of 2
0:18.0,Oklahoma City full timeout,,105-111,,
0:15.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,107-111,,
0:14.0,Personal take foul by R. Westbrook (drawn by A. Davis),,107-111,,
0:14.0,,,107-111,,A. Davis misses free throw 1 of 2
0:14.0,,,107-111,,Offensive rebound by Team
0:14.0,,,107-112,1,A. Davis makes free throw 2 of 2
0:09.0,R. Westbrook misses 3-pt shot from 32 ft,,107-112,,
0:06.0,,,107-112,,Defensive rebound by A. Davis
0:06.0,Personal take foul by S. Adams (drawn by A. Davis),,107-112,,
0:06.0,,,107-113,1,A. Davis makes free throw 1 of 2
0:06.0,,,107-114,1,A. Davis makes free throw 2 of 2
0:01.0,S. Adams misses 2-pt shot from 5 ft,,107-114,,
0:00.0,,,107-114,,Defensive rebound by A. Davis
