time,Philadelphia,pts.away,score,pts.home,Miami
6:40.0,A. Johnson misses 2-pt shot from 5 ft (block by H. Whiteside),,86-82,,
6:40.0,Offensive rebound by Team,,86-82,,
6:40.0,J. Redick enters the game for D. Saric,,86-82,,
6:39.0,Turnover by R. Covington (step out of bounds),,86-82,,
6:14.0,,,86-82,,J. Johnson misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by R. Covington,,86-82,,
5:56.0,B. Simmons misses 2-pt shot from 4 ft,,86-82,,
5:55.0,Offensive rebound by B. Simmons,,86-82,,
5:55.0,Shooting foul by G. Dragic (drawn by B. Simmons),,86-82,,
5:55.0,B. Simmons misses free throw 1 of 2,,86-82,,
5:55.0,Offensive rebound by Team,,86-82,,
5:55.0,,,86-82,,D. Wade enters the game for J. Johnson
5:55.0,,,86-82,,K. Olynyk enters the game for R. McGruder
5:55.0,D. Saric enters the game for R. Covington,,86-82,,
5:55.0,B. Simmons makes free throw 2 of 2,1,87-82,,
5:41.0,,,87-82,,Shooting foul by A. Johnson (drawn by H. Whiteside)
5:41.0,,,87-83,1,H. Whiteside makes free throw 1 of 2
5:41.0,J. Embiid enters the game for A. Johnson,,87-83,,
5:41.0,,,87-83,,H. Whiteside misses free throw 2 of 2
5:38.0,Defensive rebound by B. Simmons,,87-83,,
5:28.0,Turnover by J. Redick (lost ball; steal by J. Richardson),,87-83,,
5:22.0,,,87-85,2,J. Richardson makes 2-pt shot at rim
5:02.0,Turnover by D. Saric (lost ball; steal by H. Whiteside),,87-85,,
4:57.0,,,87-87,2,D. Wade makes 2-pt shot from 1 ft (assist by J. Richardson)
4:57.0,Philadelphia full timeout,,87-87,,
4:57.0,R. Covington enters the game for M. Belinelli,,87-87,,
4:35.0,D. Saric makes 3-pt shot from 25 ft (assist by J. Embiid),3,90-87,,
4:11.0,,,90-89,2,D. Wade makes 2-pt shot from 19 ft
3:49.0,J. Embiid misses 3-pt shot from 25 ft,,90-89,,
3:48.0,Offensive rebound by D. Saric,,90-89,,
3:48.0,Shooting foul by K. Olynyk (drawn by D. Saric),,90-89,,
3:48.0,D. Saric makes free throw 1 of 2,1,91-89,,
3:48.0,D. Saric makes free throw 2 of 2,1,92-89,,
3:48.0,,,92-89,,Miami full timeout
3:40.0,,,92-89,,Shooting foul by B. Simmons (drawn by D. Wade)
3:40.0,,,92-90,1,D. Wade makes free throw 1 of 2
3:40.0,,,92-91,1,D. Wade makes free throw 2 of 2
3:22.0,J. Embiid makes 3-pt shot from 25 ft (assist by J. Redick),3,95-91,,
3:06.0,,,95-91,,K. Olynyk misses 3-pt shot from 26 ft
3:02.0,,,95-91,,Offensive rebound by J. Richardson
2:54.0,,,95-93,2,D. Wade makes 2-pt shot from 8 ft
2:33.0,B. Simmons misses 2-pt shot from 7 ft,,95-93,,
2:30.0,,,95-93,,Defensive rebound by K. Olynyk
2:24.0,,,95-95,2,D. Wade makes 2-pt shot from 9 ft (assist by J. Richardson)
2:08.0,,,95-95,,Personal foul by J. Richardson (drawn by J. Redick)
2:07.0,,,95-95,,Personal foul by G. Dragic (drawn by R. Covington)
1:52.0,J. Redick misses 3-pt shot from 25 ft,,95-95,,
1:47.0,Offensive rebound by J. Redick,,95-95,,
1:47.0,Shooting foul by J. Richardson (drawn by J. Redick),,95-95,,
1:47.0,J. Redick makes free throw 1 of 3,1,96-95,,
1:47.0,J. Redick makes free throw 2 of 3,1,97-95,,
1:47.0,J. Redick makes free throw 3 of 3,1,98-95,,
1:31.0,,,98-95,,D. Wade misses 3-pt shot from 26 ft
1:26.0,Defensive rebound by D. Saric,,98-95,,
1:17.0,Turnover by J. Redick (bad pass),,98-95,,
0:56.0,,,98-97,2,H. Whiteside makes 2-pt shot from 4 ft (assist by D. Wade)
0:37.0,J. Embiid makes 2-pt shot from 1 ft (assist by J. Redick),2,100-97,,
0:37.0,,,100-97,,Miami full timeout
0:27.0,,,100-97,,Shooting foul by D. Saric (drawn by D. Wade)
0:27.0,,,100-98,1,D. Wade makes free throw 1 of 3
0:27.0,,,100-99,1,D. Wade makes free throw 2 of 3
0:27.0,,,100-100,1,D. Wade makes free throw 3 of 3
0:23.0,,,100-100,,Personal foul by D. Wade (drawn by B. Simmons)
0:23.0,B. Simmons misses free throw 1 of 2,,100-100,,
0:23.0,Offensive rebound by Team,,100-100,,
0:23.0,B. Simmons makes free throw 2 of 2,1,101-100,,
0:05.0,,,101-102,2,D. Wade makes 2-pt shot from 20 ft
0:05.0,,,101-102,,J. Winslow enters the game for K. Olynyk
0:00.0,J. Redick misses 3-pt shot from 26 ft,,101-102,,
0:00.0,Offensive rebound by Team,,101-102,,
