time,Washington,pts.away,score,pts.home,Philadelphia
8:04.0,,,75-91,2,J. Embiid makes 2-pt shot from 18 ft
7:44.0,Shooting foul by T. Luwawu-Cabarrot (drawn by I. Mahinmi),,75-91,,
7:44.0,I. Mahinmi makes free throw 1 of 2,1,76-91,,
7:44.0,,,76-91,,A. Johnson enters the game for J. Embiid
7:44.0,I. Mahinmi misses free throw 2 of 2,,76-91,,
7:42.0,,,76-91,,Defensive rebound by A. Johnson
7:35.0,Personal foul by I. Mahinmi (drawn by J. Bayless),,76-91,,
7:35.0,,,76-92,1,J. Bayless makes free throw 1 of 2
7:35.0,,,76-93,1,J. Bayless makes free throw 2 of 2
7:23.0,K. Oubre makes 2-pt shot from 19 ft (assist by I. Mahinmi),2,78-93,,
7:23.0,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Oubre),,78-93,,
7:23.0,,,78-93,,B. Simmons enters the game for J. Bayless
7:23.0,K. Oubre makes free throw 1 of 1,1,79-93,,
7:11.0,,,79-95,2,B. Simmons makes 2-pt shot at rim (assist by A. Johnson)
6:47.0,J. Meeks makes 2-pt shot from 13 ft (assist by K. Oubre),2,81-95,,
6:47.0,,,81-95,,Philadelphia full timeout
6:41.0,,,81-95,,Turnover by B. Simmons (palming)
6:41.0,,,81-95,,J. Bayless enters the game for T. Luwawu-Cabarrot
6:30.0,C. McCullough misses 2-pt shot from 12 ft,,81-95,,
6:27.0,,,81-95,,Defensive rebound by A. Johnson
6:23.0,Personal foul by T. Satoransky (drawn by B. Simmons),,81-95,,
6:23.0,,,81-95,,B. Simmons misses free throw 1 of 2
6:23.0,,,81-95,,Offensive rebound by Team
6:23.0,,,81-95,,J. Embiid enters the game for A. Johnson
6:23.0,,,81-95,,B. Simmons misses free throw 2 of 2
6:21.0,Defensive rebound by C. McCullough,,81-95,,
6:11.0,K. Oubre makes 2-pt shot from 7 ft,2,83-95,,
5:58.0,,,83-95,,Turnover by R. Covington (bad pass; steal by I. Mahinmi)
5:45.0,Shooting foul by R. Covington (drawn by I. Mahinmi),,83-95,,
5:45.0,I. Mahinmi misses free throw 1 of 2,,83-95,,
5:45.0,Offensive rebound by Team,,83-95,,
5:45.0,,,83-95,,D. Saric enters the game for J. Bayless
5:45.0,I. Mahinmi makes free throw 2 of 2,1,84-95,,
5:43.0,Personal take foul by T. Satoransky (drawn by B. Simmons),,84-95,,
5:43.0,,,84-95,,B. Simmons misses free throw 1 of 2
5:43.0,,,84-95,,Offensive rebound by Team
5:43.0,,,84-96,1,B. Simmons makes free throw 2 of 2
5:26.0,J. Meeks misses 2-pt shot from 17 ft (block by B. Simmons),,84-96,,
5:23.0,Offensive rebound by J. Meeks,,84-96,,
5:21.0,J. Meeks makes 2-pt shot from 1 ft,2,86-96,,
5:13.0,,,86-96,,B. Simmons misses 2-pt shot from 13 ft
5:10.0,,,86-96,,Offensive rebound by B. Simmons
5:09.0,,,86-96,,J. Redick misses 3-pt shot from 24 ft
5:09.0,Defensive rebound by C. McCullough,,86-96,,
5:05.0,Shooting foul by R. Covington (drawn by J. Meeks),,86-96,,
5:05.0,J. Meeks makes free throw 1 of 2,1,87-96,,
5:05.0,B. Beal enters the game for K. Oubre,,87-96,,
5:05.0,J. Meeks makes free throw 2 of 2,1,88-96,,
5:04.0,Personal take foul by B. Beal (drawn by B. Simmons),,88-96,,
5:04.0,,,88-96,,B. Simmons misses free throw 1 of 2
5:04.0,,,88-96,,Offensive rebound by Team
5:04.0,,,88-97,1,B. Simmons makes free throw 2 of 2
4:43.0,B. Beal makes 2-pt shot from 14 ft (assist by C. McCullough),2,90-97,,
4:36.0,Personal take foul by B. Beal (drawn by B. Simmons),,90-97,,
4:36.0,,,90-98,1,B. Simmons makes free throw 1 of 2
4:36.0,,,90-98,,B. Simmons misses free throw 2 of 2
4:33.0,,,90-98,,Offensive rebound by R. Covington
4:20.0,,,90-98,,D. Saric misses 2-pt shot from 2 ft
4:16.0,,,90-98,,Offensive rebound by J. Embiid
4:16.0,,,90-98,,J. Embiid misses 2-pt shot at rim
4:15.0,Defensive rebound by J. Meeks,,90-98,,
4:06.0,J. Meeks misses 3-pt shot from 27 ft,,90-98,,
4:03.0,,,90-98,,Defensive rebound by B. Simmons
4:00.0,Personal foul by B. Beal (drawn by B. Simmons),,90-98,,
4:00.0,,,90-98,,B. Simmons misses free throw 1 of 2
4:00.0,,,90-98,,Offensive rebound by Team
4:00.0,,,90-99,1,B. Simmons makes free throw 2 of 2
3:50.0,T. Satoransky makes 2-pt shot from 1 ft,2,92-99,,
3:46.0,Personal take foul by B. Beal (drawn by B. Simmons),,92-99,,
3:46.0,,,92-99,,B. Simmons misses free throw 1 of 2
3:46.0,,,92-99,,Offensive rebound by Team
3:46.0,,,92-99,,B. Simmons misses free throw 2 of 2
3:46.0,Defensive rebound by Team,,92-99,,
3:46.0,,,92-99,,Loose ball foul by J. Embiid
3:46.0,,,92-99,,Technical foul by J. Embiid
3:46.0,J. Meeks makes free throw 1 of 1,1,93-99,,
3:46.0,I. Mahinmi makes technical free throw,1,94-99,,
3:46.0,I. Mahinmi makes technical free throw,1,95-99,,
3:44.0,Personal take foul by J. Meeks (drawn by B. Simmons),,95-99,,
3:44.0,,,95-100,1,B. Simmons makes free throw 1 of 2
3:44.0,,,95-100,,B. Simmons misses free throw 2 of 2
3:42.0,Defensive rebound by J. Meeks,,95-100,,
3:35.0,,,95-100,,Personal foul by B. Simmons (drawn by T. Satoransky)
3:35.0,T. Satoransky makes free throw 1 of 2,1,96-100,,
3:35.0,T. Satoransky makes free throw 2 of 2,1,97-100,,
3:35.0,Personal take foul by J. Meeks (drawn by B. Simmons),,97-100,,
3:35.0,,,97-101,1,B. Simmons makes free throw 1 of 2
3:35.0,,,97-101,,B. Simmons misses free throw 2 of 2
3:33.0,,,97-101,,Offensive rebound by J. Embiid
3:33.0,,,97-101,,Shooting foul by C. McCullough (drawn by J. Embiid)
3:33.0,,,97-101,,J. Embiid misses free throw 1 of 2
3:33.0,,,97-101,,Offensive rebound by Team
3:33.0,,,97-102,1,J. Embiid makes free throw 2 of 2
3:20.0,B. Beal misses 2-pt shot from 14 ft,,97-102,,
3:17.0,,,97-102,,Defensive rebound by R. Covington
3:14.0,Personal take foul by B. Beal (drawn by B. Simmons),,97-102,,
3:14.0,,,97-103,1,B. Simmons makes free throw 1 of 2
3:14.0,,,97-104,1,B. Simmons makes free throw 2 of 2
3:14.0,Washington full timeout,,97-104,,
2:58.0,B. Beal makes 3-pt shot from 26 ft (assist by J. Meeks),3,100-104,,
2:51.0,Personal foul by J. Meeks (drawn by B. Simmons),,100-104,,
2:51.0,,,100-105,1,B. Simmons makes free throw 1 of 2
2:51.0,,,100-106,1,B. Simmons makes free throw 2 of 2
2:38.0,C. McCullough misses 3-pt shot from 27 ft,,100-106,,
2:34.0,,,100-106,,Defensive rebound by J. Embiid
2:31.0,Personal take foul by I. Mahinmi (drawn by B. Simmons),,100-106,,
2:31.0,,,100-107,1,B. Simmons makes free throw 1 of 2
2:31.0,,,100-107,,B. Simmons misses free throw 2 of 2
2:29.0,Defensive rebound by T. Satoransky,,100-107,,
2:24.0,Shooting foul by J. Embiid (drawn by B. Beal),,100-107,,
2:24.0,B. Beal makes free throw 1 of 3,1,101-107,,
2:24.0,,,101-107,,J. Bayless enters the game for J. Embiid
2:24.0,B. Beal makes free throw 2 of 3,1,102-107,,
2:24.0,B. Beal makes free throw 3 of 3,1,103-107,,
2:23.0,Personal take foul by T. Satoransky (drawn by B. Simmons),,103-107,,
2:23.0,,,103-108,1,B. Simmons makes free throw 1 of 2
2:23.0,,,103-108,,B. Simmons misses free throw 2 of 2
2:21.0,Defensive rebound by B. Beal,,103-108,,
2:17.0,B. Beal misses 2-pt shot from 4 ft (block by J. Redick),,103-108,,
2:14.0,,,103-108,,Defensive rebound by D. Saric
2:11.0,,,103-110,2,J. Redick makes 2-pt shot from 1 ft (assist by J. Bayless)
2:10.0,Washington full timeout,,103-110,,
1:58.0,B. Beal makes 3-pt shot from 24 ft (assist by T. Satoransky),3,106-110,,
1:42.0,,,106-112,2,D. Saric makes 2-pt shot at rim (assist by J. Redick)
1:42.0,,,106-112,,Shooting foul by B. Beal (drawn by D. Saric)
1:42.0,K. Oubre enters the game for B. Beal,,106-112,,
1:42.0,,,106-113,1,D. Saric makes free throw 1 of 1
1:37.0,Shooting foul by D. Saric (drawn by T. Satoransky),,106-113,,
1:37.0,T. Satoransky makes free throw 1 of 2,1,107-113,,
1:37.0,T. Satoransky makes free throw 2 of 2,1,108-113,,
1:25.0,,,108-113,,Turnover by J. Redick (traveling)
1:15.0,J. Meeks misses 3-pt shot from 30 ft,,108-113,,
1:12.0,,,108-113,,Defensive rebound by D. Saric
0:56.0,,,108-113,,Turnover by D. Saric (bad pass)
0:42.0,K. Oubre misses 2-pt shot from 3 ft,,108-113,,
0:40.0,Offensive rebound by K. Oubre,,108-113,,
0:39.0,K. Oubre makes 2-pt shot from 1 ft,2,110-113,,
0:22.0,,,110-115,2,D. Saric makes 2-pt shot at rim (assist by J. Redick)
0:22.0,,,110-115,,Shooting foul by K. Oubre (drawn by D. Saric)
0:22.0,,,110-115,,Technical foul by D. Saric
0:22.0,J. Meeks makes technical free throw,1,111-115,,
0:22.0,O. Porter enters the game for K. Oubre,,111-115,,
0:22.0,,,111-116,1,D. Saric makes free throw 1 of 1
0:11.0,T. Satoransky makes 2-pt shot from 11 ft (assist by O. Porter),2,113-116,,
0:11.0,,,113-116,,Philadelphia full timeout
0:05.0,Personal take foul by T. Satoransky (drawn by J. Bayless),,113-116,,
0:05.0,,,113-117,1,J. Bayless makes free throw 1 of 2
0:05.0,,,113-117,,J. Bayless misses free throw 2 of 2
0:04.0,,,113-117,,Offensive rebound by D. Saric
0:01.0,Personal take foul by J. Meeks (drawn by J. Bayless),,113-117,,
0:01.0,,,113-117,,J. Bayless misses free throw 1 of 2
0:01.0,,,113-117,,Offensive rebound by Team
0:01.0,,,113-118,1,J. Bayless makes free throw 2 of 2
