time,Miami,pts.away,score,pts.home,Philadelphia
8:08.0,J. Johnson makes 3-pt shot from 22 ft (assist by K. Olynyk),3,96-87,,
7:55.0,,,96-89,2,B. Simmons makes 2-pt shot from 1 ft
7:34.0,J. Richardson misses 3-pt shot from 26 ft,,96-89,,
7:31.0,Offensive rebound by K. Olynyk,,96-89,,
7:26.0,D. Wade misses 2-pt shot from 4 ft,,96-89,,
7:24.0,,,96-89,,Defensive rebound by E. Ilyasova
7:03.0,,,96-89,,Turnover by Team (shot clock)
7:03.0,G. Dragic enters the game for J. Richardson,,96-89,,
6:52.0,G. Dragic misses 2-pt shot from 17 ft,,96-89,,
6:49.0,,,96-89,,Defensive rebound by D. Saric
6:43.0,,,96-89,,D. Saric misses 3-pt shot from 27 ft
6:39.0,Defensive rebound by D. Wade,,96-89,,
6:23.0,W. Ellington misses 3-pt shot from 25 ft,,96-89,,
6:19.0,,,96-89,,Defensive rebound by M. Belinelli
6:16.0,,,96-89,,Shooting foul by D. Wade (drawn by B. Simmons)
6:16.0,,,96-89,,B. Simmons misses free throw 1 of 2
6:16.0,,,96-89,,Offensive rebound by Team
6:16.0,J. Winslow enters the game for D. Wade,,96-89,,
6:16.0,J. Richardson enters the game for J. Johnson,,96-89,,
6:16.0,,,96-89,,R. Covington enters the game for J. Redick
6:16.0,,,96-90,1,B. Simmons makes free throw 2 of 2
6:06.0,,,96-90,,Personal foul by E. Ilyasova (drawn by K. Olynyk)
5:57.0,J. Winslow misses 3-pt shot from 26 ft,,96-90,,
5:53.0,,,96-90,,Defensive rebound by R. Covington
5:48.0,,,96-92,2,D. Saric makes 2-pt shot from 1 ft (assist by B. Simmons)
5:47.0,Miami full timeout,,96-92,,
5:47.0,J. Johnson enters the game for J. Winslow,,96-92,,
5:26.0,J. Richardson makes 2-pt shot from 2 ft (assist by K. Olynyk),2,98-92,,
5:20.0,,,98-94,2,B. Simmons makes 2-pt shot from 2 ft
4:58.0,K. Olynyk misses 2-pt shot from 12 ft,,98-94,,
4:56.0,,,98-94,,Defensive rebound by E. Ilyasova
4:45.0,,,98-94,,R. Covington misses 3-pt shot from 27 ft
4:43.0,,,98-94,,Offensive rebound by B. Simmons
4:43.0,,,98-94,,J. Redick enters the game for M. Belinelli
4:34.0,,,98-94,,D. Saric misses 2-pt shot from 12 ft
4:29.0,,,98-94,,Offensive rebound by E. Ilyasova
4:29.0,,,98-96,2,E. Ilyasova makes 2-pt shot at rim
4:15.0,J. Richardson misses 2-pt shot from 14 ft (block by D. Saric),,98-96,,
4:15.0,,,98-96,,Defensive rebound by Team
4:15.0,D. Wade enters the game for W. Ellington,,98-96,,
4:06.0,,,98-96,,Turnover by D. Saric (lost ball; steal by D. Wade)
4:03.0,D. Wade makes 2-pt shot at rim (assist by K. Olynyk),2,100-96,,
3:44.0,,,100-96,,J. Redick misses 3-pt shot from 26 ft
3:41.0,Defensive rebound by J. Richardson,,100-96,,
3:30.0,J. Johnson makes 2-pt shot at rim (assist by D. Wade),2,102-96,,
3:09.0,,,102-96,,J. Redick misses 3-pt shot from 26 ft
3:06.0,Defensive rebound by K. Olynyk,,102-96,,
2:57.0,Turnover by D. Wade (palming),,102-96,,
2:57.0,,,102-96,,M. Belinelli enters the game for E. Ilyasova
2:45.0,,,102-96,,B. Simmons misses 2-pt shot from 2 ft (block by K. Olynyk)
2:40.0,Defensive rebound by J. Johnson,,102-96,,
2:30.0,G. Dragic misses 2-pt shot from 1 ft,,102-96,,
2:30.0,Offensive rebound by D. Wade,,102-96,,
2:27.0,G. Dragic makes 2-pt shot from 17 ft (assist by J. Johnson),2,104-96,,
2:25.0,,,104-96,,Philadelphia full timeout
2:15.0,,,104-98,2,M. Belinelli makes 2-pt shot from 20 ft
1:50.0,K. Olynyk misses 2-pt shot from 1 ft,,104-98,,
1:48.0,,,104-98,,Defensive rebound by R. Covington
1:45.0,,,104-98,,M. Belinelli misses 3-pt shot from 26 ft
1:45.0,Defensive rebound by Team,,104-98,,
1:43.0,,,104-98,,Loose ball foul by M. Belinelli (drawn by K. Olynyk)
1:24.0,K. Olynyk misses 3-pt shot from 26 ft,,104-98,,
1:21.0,,,104-98,,Defensive rebound by D. Saric
1:08.0,,,104-98,,M. Belinelli misses 3-pt shot from 26 ft
1:04.0,,,104-98,,Offensive rebound by R. Covington
1:02.0,,,104-98,,Turnover by R. Covington (bad pass)
1:01.0,Miami full timeout,,104-98,,
0:47.0,D. Wade makes 2-pt shot from 22 ft,2,106-98,,
0:40.0,,,106-98,,R. Covington misses 3-pt shot from 26 ft
0:36.0,,,106-98,,Offensive rebound by B. Simmons
0:30.0,,,106-98,,D. Saric misses 3-pt shot from 28 ft
0:25.0,Defensive rebound by G. Dragic,,106-98,,
0:25.0,,,106-98,,Personal foul by M. Belinelli (drawn by J. Richardson)
0:25.0,J. Richardson makes free throw 1 of 2,1,107-98,,
0:25.0,J. Richardson makes free throw 2 of 2,1,108-98,,
0:18.0,,,108-98,,R. Covington misses 2-pt shot at rim
0:18.0,,,108-98,,Offensive rebound by D. Saric
0:18.0,,,108-98,,D. Saric misses 2-pt shot at rim
0:17.0,,,108-98,,Offensive rebound by R. Covington
0:17.0,,,108-100,2,R. Covington makes 2-pt shot at rim
0:16.0,,,108-100,,Personal foul by B. Simmons (drawn by D. Wade)
0:16.0,D. Wade makes free throw 1 of 2,1,109-100,,
0:16.0,D. Wade misses free throw 2 of 2,,109-100,,
0:14.0,,,109-100,,Defensive rebound by D. Saric
0:13.0,,,109-100,,Turnover by D. Saric (bad pass; steal by K. Olynyk)
0:10.0,,,109-100,,Personal foul by D. Saric (drawn by K. Olynyk)
0:10.0,K. Olynyk makes free throw 1 of 2,1,110-100,,
0:10.0,K. Olynyk makes free throw 2 of 2,1,111-100,,
0:07.0,,,111-103,3,R. Covington makes 3-pt shot from 28 ft (assist by B. Simmons)
0:01.0,G. Dragic makes 2-pt shot at rim,2,113-103,,
