time,Dallas,pts.away,score,pts.home,Memphis
5:57.0,,,80-84,,Personal foul by M. Chalmers (drawn by W. Matthews)
5:43.0,H. Barnes misses 3-pt shot from 26 ft,,80-84,,
5:40.0,,,80-84,,Defensive rebound by T. Evans
5:27.0,,,80-84,,M. Gasol misses 2-pt shot from 10 ft
5:25.0,Defensive rebound by D. Nowitzki,,80-84,,
5:09.0,D. Nowitzki misses 2-pt shot from 10 ft,,80-84,,
5:05.0,Offensive rebound by H. Barnes,,80-84,,
5:05.0,H. Barnes misses 2-pt shot at rim,,80-84,,
5:04.0,Offensive rebound by N. Noel,,80-84,,
5:02.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea),3,83-84,,
4:42.0,,,83-84,,Turnover by M. Conley (bad pass; steal by J. Barea)
4:28.0,D. Nowitzki misses 2-pt shot from 13 ft,,83-84,,
4:25.0,,,83-84,,Defensive rebound by M. Gasol
4:10.0,,,83-84,,T. Evans misses 2-pt shot at rim
4:07.0,Defensive rebound by H. Barnes,,83-84,,
3:56.0,Shooting foul by J. Martin (drawn by J. Barea),,83-84,,
3:56.0,J. Barea makes free throw 1 of 3,1,84-84,,
3:56.0,J. Barea makes free throw 2 of 3,1,85-84,,
3:56.0,,,85-84,,J. Ennis enters the game for M. Chalmers
3:56.0,,,85-84,,D. Brooks enters the game for T. Evans
3:56.0,J. Barea makes free throw 3 of 3,1,86-84,,
3:31.0,,,86-87,3,M. Conley makes 3-pt shot from 27 ft (assist by M. Gasol)
3:30.0,Dallas full timeout,,86-87,,
3:30.0,D. Smith enters the game for J. Barea,,86-87,,
3:13.0,W. Matthews misses 3-pt shot from 25 ft,,86-87,,
3:09.0,,,86-87,,Defensive rebound by M. Gasol
2:55.0,Personal foul by N. Noel (drawn by M. Gasol),,86-87,,
2:46.0,,,86-87,,M. Conley misses 3-pt shot from 25 ft
2:43.0,,,86-87,,Offensive rebound by J. Ennis
2:32.0,,,86-89,2,M. Conley makes 2-pt shot from 1 ft
2:11.0,H. Barnes misses 2-pt shot from 7 ft,,86-89,,
2:06.0,Jump ball: M. Gasol vs. N. Noel (M. Conley gains possession),,,,Jump ball: M. Gasol vs. N. Noel (M. Conley gains possession)
2:06.0,,,86-89,,Offensive rebound by Team
1:54.0,,,86-89,,Turnover by M. Gasol (bad pass; steal by D. Nowitzki)
1:37.0,H. Barnes misses 2-pt shot from 13 ft,,86-89,,
1:35.0,,,86-89,,Defensive rebound by D. Brooks
1:19.0,,,86-89,,Shooting foul by D. Nowitzki (drawn by J. Martin)
1:19.0,,,86-89,,J. Martin misses free throw 1 of 2
1:19.0,,,86-89,,Offensive rebound by Team
1:19.0,,,86-90,1,J. Martin makes free throw 2 of 2
1:02.0,D. Smith misses 2-pt shot from 1 ft,,86-90,,
1:00.0,,,86-90,,Defensive rebound by M. Gasol
0:51.0,,,86-90,,Turnover by J. Ennis (bad pass; steal by D. Smith)
0:51.0,Turnover by D. Smith (bad pass),,86-90,,
0:51.0,D. Powell enters the game for D. Nowitzki,,86-90,,
0:35.0,Personal foul by D. Powell (drawn by M. Conley),,86-90,,
0:35.0,,,86-90,,M. Conley misses free throw 1 of 2
0:35.0,,,86-90,,Offensive rebound by Team
0:35.0,,,86-90,,M. Conley misses free throw 2 of 2
0:34.0,Defensive rebound by H. Barnes,,86-90,,
0:34.0,Dallas full timeout,,86-90,,
0:34.0,J. Barea enters the game for N. Noel,,86-90,,
0:34.0,D. Nowitzki enters the game for D. Powell,,86-90,,
0:25.0,W. Matthews makes 2-pt shot from 1 ft,2,88-90,,
0:21.0,Personal take foul by D. Nowitzki (drawn by M. Conley),,88-90,,
0:21.0,,,88-91,1,M. Conley makes free throw 1 of 2
0:21.0,D. Powell enters the game for J. Barea,,88-91,,
0:21.0,N. Noel enters the game for D. Nowitzki,,88-91,,
0:21.0,,,88-92,1,M. Conley makes free throw 2 of 2
0:21.0,Dallas full timeout,,88-92,,
0:21.0,J. Barea enters the game for D. Powell,,88-92,,
0:21.0,D. Nowitzki enters the game for N. Noel,,88-92,,
0:16.0,H. Barnes makes 3-pt shot from 23 ft (assist by D. Smith),3,91-92,,
0:15.0,Personal take foul by J. Barea (drawn by M. Conley),,91-92,,
0:15.0,,,91-93,1,M. Conley makes free throw 1 of 2
0:15.0,,,91-94,1,M. Conley makes free throw 2 of 2
0:03.0,D. Smith misses 3-pt shot from 25 ft,,91-94,,
0:01.0,,,91-94,,Defensive rebound by J. Martin
0:01.0,Personal take foul by D. Smith (drawn by J. Martin),,91-94,,
0:01.0,,,91-95,1,J. Martin makes free throw 1 of 2
0:01.0,,,91-96,1,J. Martin makes free throw 2 of 2
0:00.0,D. Smith misses 3-pt shot from 29 ft,,91-96,,
0:00.0,Offensive rebound by Team,,91-96,,
