time,Brooklyn,pts.away,score,pts.home,Toronto
5:48.0,,,97-96,2,S. Ibaka makes 2-pt shot from 2 ft (assist by K. Lowry)
5:31.0,Shooting foul by D. DeRozan (drawn by J. Allen),,97-96,,
5:31.0,J. Allen makes free throw 1 of 2,1,98-96,,
5:31.0,,,98-96,,J. Valanciunas enters the game for P. Siakam
5:31.0,J. Allen makes free throw 2 of 2,1,99-96,,
5:20.0,Personal foul by C. LeVert (drawn by K. Lowry),,99-96,,
5:20.0,,,99-97,1,K. Lowry makes free throw 1 of 2
5:20.0,,,99-98,1,K. Lowry makes free throw 2 of 2
5:07.0,Jump ball: J. Valanciunas vs. J. Allen (A. Crabbe gains possession),,,,Jump ball: J. Valanciunas vs. J. Allen (A. Crabbe gains possession)
4:59.0,D. Russell misses 2-pt shot from 8 ft,,99-98,,
4:57.0,,,99-98,,Defensive rebound by J. Valanciunas
4:50.0,Personal foul by C. LeVert (drawn by K. Lowry),,99-98,,
4:50.0,,,99-99,1,K. Lowry makes free throw 1 of 2
4:50.0,,,99-100,1,K. Lowry makes free throw 2 of 2
4:30.0,C. LeVert misses 3-pt shot from 27 ft,,99-100,,
4:27.0,,,99-100,,Defensive rebound by K. Lowry
4:20.0,,,99-100,,K. Lowry misses 2-pt shot from 3 ft
4:20.0,Defensive rebound by Team,,99-100,,
4:20.0,Brooklyn full timeout,,99-100,,
4:20.0,D. Carroll enters the game for R. Hollis-Jefferson,,99-100,,
4:05.0,D. Russell misses 2-pt shot from 13 ft,,99-100,,
4:02.0,,,99-100,,Defensive rebound by K. Lowry
3:54.0,,,99-100,,D. DeRozan misses 2-pt shot from 16 ft
3:52.0,Defensive rebound by Team,,99-100,,
3:52.0,,,99-100,,Loose ball foul by J. Valanciunas (drawn by J. Allen)
3:52.0,J. Allen makes free throw 1 of 2,1,100-100,,
3:52.0,J. Allen makes free throw 2 of 2,1,101-100,,
3:33.0,,,101-103,3,F. VanVleet makes 3-pt shot from 26 ft
3:14.0,D. Russell misses 2-pt shot from 3 ft,,101-103,,
3:09.0,Offensive rebound by J. Allen,,101-103,,
3:09.0,J. Allen misses 2-pt shot at rim,,101-103,,
3:09.0,,,101-103,,Defensive rebound by D. DeRozan
2:47.0,,,101-105,2,K. Lowry makes 2-pt shot from 1 ft
2:28.0,A. Crabbe misses 2-pt shot from 14 ft,,101-105,,
2:25.0,,,101-105,,Defensive rebound by F. VanVleet
2:10.0,,,101-105,,Shooting foul by J. Allen (drawn by J. Valanciunas)
2:10.0,,,101-106,1,J. Valanciunas makes free throw 1 of 2
2:10.0,,,101-107,1,J. Valanciunas makes free throw 2 of 2
1:57.0,D. Russell makes 2-pt shot from 7 ft,2,103-107,,
1:42.0,,,103-107,,D. DeRozan misses 2-pt shot from 6 ft (block by A. Crabbe)
1:42.0,,,103-107,,Offensive rebound by Team
1:36.0,,,103-110,3,K. Lowry makes 3-pt shot from 26 ft (assist by S. Ibaka)
1:23.0,A. Crabbe makes 3-pt shot from 28 ft (assist by D. Russell),3,106-110,,
1:07.0,,,106-110,,Turnover by D. DeRozan (lost ball; steal by C. LeVert)
0:59.0,D. Russell misses 2-pt shot from 9 ft,,106-110,,
0:56.0,,,106-110,,Defensive rebound by K. Lowry
0:37.0,,,106-112,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
0:37.0,Brooklyn full timeout,,106-112,,
0:37.0,D. Cunningham enters the game for J. Allen,,106-112,,
0:34.0,D. Carroll makes 3-pt shot from 26 ft (assist by D. Russell),3,109-112,,
0:31.0,,,109-112,,P. Siakam enters the game for J. Valanciunas
0:31.0,,,109-112,,Turnover by J. Valanciunas (bad pass)
0:31.0,Turnover by Team (bad pass),,109-112,,
0:31.0,,,109-112,,Toronto full timeout
0:31.0,R. Hollis-Jefferson enters the game for D. Russell,,109-112,,
0:30.0,Personal foul by C. LeVert (drawn by D. DeRozan),,109-112,,
0:30.0,,,109-113,1,D. DeRozan makes free throw 1 of 2
0:30.0,,,109-114,1,D. DeRozan makes free throw 2 of 2
0:30.0,Brooklyn full timeout,,109-114,,
0:28.0,,,109-114,,Personal foul by K. Lowry (drawn by D. Carroll)
0:28.0,D. Carroll misses free throw 1 of 2,,109-114,,
0:28.0,Offensive rebound by Team,,109-114,,
0:28.0,,,109-114,,J. Valanciunas enters the game for P. Siakam
0:28.0,D. Carroll makes free throw 2 of 2,1,110-114,,
0:28.0,Technical foul by D. Carroll (drawn by D. DeRozan),,110-114,,
0:28.0,,,110-114,,D. DeRozan misses free throw 1 of 1
0:28.0,,,110-114,,Offensive rebound by Team
0:28.0,,,110-114,,Toronto full timeout
0:28.0,,,110-114,,D. Wright enters the game for S. Ibaka
0:27.0,Personal take foul by A. Crabbe (drawn by D. Wright),,110-114,,
0:27.0,,,110-114,,D. Wright misses free throw 1 of 2
0:27.0,,,110-114,,Offensive rebound by Team
0:27.0,,,110-114,,P. Siakam enters the game for J. Valanciunas
0:27.0,D. Russell enters the game for R. Hollis-Jefferson,,110-114,,
0:27.0,,,110-115,1,D. Wright makes free throw 2 of 2
0:20.0,D. Russell makes 2-pt shot from 1 ft,2,112-115,,
0:19.0,Personal take foul by C. LeVert (drawn by D. DeRozan),,112-115,,
0:19.0,,,112-116,1,D. DeRozan makes free throw 1 of 2
0:19.0,,,112-116,,D. DeRozan misses free throw 2 of 2
0:19.0,Defensive rebound by D. Carroll,,112-116,,
0:07.0,C. LeVert misses 2-pt shot from 2 ft,,112-116,,
0:04.0,,,112-116,,Defensive rebound by K. Lowry
