time,Detroit,pts.away,score,pts.home,Philadelphia
8:07.0,A. Tolliver misses 3-pt shot from 24 ft (block by R. Covington),,86-86,,
8:07.0,,,86-86,,Defensive rebound by A. Johnson
7:53.0,,,86-86,,Loose ball foul by A. Johnson (drawn by A. Drummond)
7:53.0,,,86-86,,T. Luwawu-Cabarrot enters the game for J. Redick
7:53.0,,,86-86,,D. Saric enters the game for R. Covington
7:53.0,A. Bradley enters the game for L. Kennard,,86-86,,
7:52.0,,,86-86,,B. Simmons misses 2-pt shot from 11 ft
7:52.0,Defensive rebound by Team,,86-86,,
7:39.0,Shooting foul by A. Johnson (drawn by A. Drummond),,86-86,,
7:39.0,A. Drummond makes free throw 1 of 2,1,87-86,,
7:39.0,A. Drummond makes free throw 2 of 2,1,88-86,,
7:37.0,,,88-86,,Technical foul by B. Simmons (drawn by S. Johnson)
7:37.0,,,88-86,,Turnover by B. Simmons (turnover)
7:37.0,,,88-86,,J. Embiid enters the game for A. Johnson
7:37.0,R. Jackson enters the game for I. Smith,,88-86,,
7:37.0,S. Johnson makes flagrant free throw 2 of 2,1,89-86,,
7:37.0,S. Johnson misses flagrant free throw 1 of 2,,89-86,,
7:37.0,Offensive rebound by Team,,89-86,,
7:30.0,A. Bradley misses 2-pt shot from 20 ft,,89-86,,
7:28.0,,,89-86,,Defensive rebound by J. Bayless
7:12.0,Personal foul by A. Drummond (drawn by J. Embiid),,89-86,,
7:12.0,,,89-86,,J. Redick enters the game for J. Bayless
7:12.0,,,89-86,,R. Covington enters the game for T. Luwawu-Cabarrot
7:12.0,T. Harris enters the game for A. Tolliver,,89-86,,
7:04.0,,,89-86,,Shooting foul by R. Jackson (drawn by R. Covington)
7:04.0,,,89-87,1,R. Covington makes free throw 1 of 3
7:04.0,,,89-88,1,R. Covington makes free throw 2 of 3
7:04.0,,,89-89,1,R. Covington makes free throw 3 of 3
6:55.0,T. Harris makes 2-pt shot from 18 ft,2,91-89,,
6:54.0,,,91-89,,Philadelphia full timeout
6:29.0,,,91-89,,D. Saric misses 2-pt shot from 9 ft
6:24.0,,,91-89,,Offensive rebound by J. Embiid
6:24.0,,,91-89,,J. Embiid misses 2-pt shot at rim
6:24.0,Defensive rebound by T. Harris,,91-89,,
6:19.0,Turnover by A. Bradley (step out of bounds),,91-89,,
6:06.0,,,91-92,3,D. Saric makes 3-pt shot from 27 ft (assist by B. Simmons)
5:39.0,R. Jackson misses 2-pt shot from 16 ft,,91-92,,
5:39.0,Offensive rebound by R. Jackson,,91-92,,
5:36.0,S. Johnson misses 3-pt shot from 25 ft,,91-92,,
5:36.0,,,91-92,,Defensive rebound by J. Embiid
5:21.0,,,91-92,,J. Redick misses 2-pt shot from 21 ft
5:21.0,,,91-92,,Offensive rebound by J. Embiid
5:17.0,Personal foul by A. Bradley (drawn by J. Redick),,91-92,,
5:17.0,,,91-92,,Philadelphia full timeout
5:12.0,,,91-94,2,B. Simmons makes 2-pt shot at rim
4:51.0,R. Jackson makes 2-pt shot from 19 ft (assist by A. Drummond),2,93-94,,
4:33.0,,,93-94,,Turnover by J. Redick (bad pass)
4:18.0,R. Jackson misses 3-pt shot from 25 ft,,93-94,,
4:14.0,,,93-94,,Defensive rebound by J. Redick
3:57.0,,,93-94,,Shooting foul by A. Drummond (drawn by J. Embiid)
3:57.0,,,93-95,1,J. Embiid makes free throw 1 of 2
3:57.0,,,93-96,1,J. Embiid makes free throw 2 of 2
3:36.0,A. Drummond misses 2-pt shot from 5 ft,,93-96,,
3:35.0,,,93-96,,Defensive rebound by R. Covington
3:14.0,,,93-98,2,R. Covington makes 2-pt shot from 5 ft (assist by J. Redick)
2:54.0,,,93-98,,Personal foul by R. Covington (drawn by R. Jackson)
2:54.0,R. Jackson makes free throw 1 of 2,1,94-98,,
2:54.0,R. Jackson makes free throw 2 of 2,1,95-98,,
2:35.0,Personal foul by A. Drummond (drawn by J. Embiid),,95-98,,
2:35.0,E. Moreland enters the game for A. Drummond,,95-98,,
2:35.0,,,95-99,1,J. Embiid makes free throw 1 of 2
2:35.0,,,95-100,1,J. Embiid makes free throw 2 of 2
2:27.0,Offensive foul by A. Bradley (drawn by B. Simmons),,95-100,,
2:27.0,Turnover by A. Bradley (offensive foul),,95-100,,
2:14.0,,,95-100,,J. Embiid misses 2-pt shot at rim
2:12.0,Defensive rebound by T. Harris,,95-100,,
2:09.0,S. Johnson misses 2-pt shot from 5 ft (block by R. Covington),,95-100,,
2:06.0,Offensive rebound by S. Johnson,,95-100,,
2:04.0,S. Johnson misses 3-pt shot from 23 ft,,95-100,,
2:01.0,,,95-100,,Defensive rebound by J. Embiid
1:41.0,,,95-103,3,D. Saric makes 3-pt shot from 24 ft (assist by J. Redick)
1:40.0,Detroit full timeout,,95-103,,
1:40.0,,,95-103,,J. Bayless enters the game for D. Saric
1:34.0,A. Bradley misses 3-pt shot from 26 ft,,95-103,,
1:31.0,,,95-103,,Defensive rebound by B. Simmons
1:25.0,Personal foul by S. Johnson (drawn by B. Simmons),,95-103,,
1:25.0,,,95-103,,B. Simmons misses free throw 1 of 2
1:25.0,,,95-103,,Offensive rebound by Team
1:25.0,L. Galloway enters the game for S. Johnson,,95-103,,
1:25.0,,,95-104,1,B. Simmons makes free throw 2 of 2
1:17.0,T. Harris makes 3-pt shot from 22 ft (assist by R. Jackson),3,98-104,,
1:06.0,,,98-104,,Philadelphia full timeout
1:06.0,S. Johnson enters the game for L. Galloway,,98-104,,
0:51.0,,,98-104,,J. Embiid misses 2-pt shot from 15 ft
0:48.0,Defensive rebound by T. Harris,,98-104,,
0:30.0,R. Jackson makes 2-pt shot from 10 ft,2,100-104,,
0:17.0,Personal foul by T. Harris (drawn by J. Bayless),,100-104,,
0:17.0,,,100-105,1,J. Bayless makes free throw 1 of 2
0:17.0,,,100-105,,D. Saric enters the game for J. Embiid
0:17.0,L. Galloway enters the game for S. Johnson,,100-105,,
0:17.0,,,100-106,1,J. Bayless makes free throw 2 of 2
0:09.0,L. Galloway makes 3-pt shot from 28 ft,3,103-106,,
0:06.0,Personal foul by L. Galloway (drawn by J. Redick),,103-106,,
0:06.0,,,103-107,1,J. Redick makes free throw 1 of 2
0:06.0,,,103-108,1,J. Redick makes free throw 2 of 2
0:06.0,Detroit full timeout,,103-108,,
0:06.0,Turnover by Team (turnover),,103-108,,
0:06.0,,,103-108,,T. Luwawu-Cabarrot enters the game for D. Saric
