time,New York,pts.away,score,pts.home,Washington
1:28.0,,,94-93,,Defensive rebound by M. Morris
1:08.0,,,94-95,2,M. Morris makes 2-pt shot from 12 ft (assist by B. Beal)
0:51.0,M. Beasley misses 2-pt shot from 14 ft,,94-95,,
0:47.0,,,94-95,,Defensive rebound by O. Porter
0:42.0,,,94-95,,K. Oubre misses 3-pt shot from 23 ft
0:39.0,Defensive rebound by T. Burke,,94-95,,
0:35.0,T. Burke makes 2-pt shot at rim,2,96-95,,
0:35.0,Shooting foul by K. Oubre (drawn by T. Burke),,96-95,,
0:35.0,,,96-95,,M. Gortat enters the game for K. Oubre
0:35.0,T. Burke makes free throw 1 of 1,1,97-95,,
0:21.0,,,97-95,,B. Beal misses 2-pt shot from 8 ft
0:18.0,,,97-95,,Offensive rebound by M. Gortat
0:18.0,,,97-95,,M. Gortat misses 2-pt shot at rim
0:17.0,Defensive rebound by L. Thomas,,97-95,,
0:17.0,,,97-95,,Personal take foul by M. Gortat (drawn by T. Burke)
0:17.0,T. Burke misses free throw 1 of 2,,97-95,,
0:17.0,Offensive rebound by Team,,97-95,,
0:17.0,T. Burke makes free throw 2 of 2,1,98-95,,
0:17.0,,,98-95,,Washington full timeout
0:12.0,,,98-97,2,B. Beal makes 2-pt shot from 4 ft
0:05.0,,,98-97,,Personal take foul by M. Morris (drawn by C. Lee)
0:05.0,C. Lee makes free throw 1 of 2,1,99-97,,
0:05.0,C. Lee makes free throw 2 of 2,1,100-97,,
0:03.0,Personal take foul by T. Burke (drawn by O. Porter),,100-97,,
0:03.0,,,100-97,,O. Porter misses free throw 1 of 2
0:03.0,,,100-97,,Offensive rebound by Team
0:03.0,E. Kanter enters the game for T. Burke,,100-97,,
0:03.0,,,100-97,,O. Porter misses free throw 2 of 2
0:01.0,Defensive rebound by L. Thomas,,100-97,,
0:01.0,,,100-97,,Personal take foul by M. Gortat (drawn by L. Thomas)
0:01.0,L. Thomas misses free throw 1 of 2,,100-97,,
0:01.0,Offensive rebound by Team,,100-97,,
0:01.0,L. Thomas makes free throw 2 of 2,1,101-97,,
0:00.0,,,101-97,,B. Beal misses 3-pt shot from 46 ft
0:00.0,,,101-97,,Offensive rebound by Team
