time,New Orleans,pts.away,score,pts.home,Dallas
8:33.0,Defensive rebound by R. Rondo,,98-87,,
8:27.0,N. Mirotic makes 3-pt shot from 23 ft (assist by R. Rondo),3,101-87,,
8:24.0,,,101-87,,Dallas full timeout
8:13.0,,,101-89,2,D. McDermott makes 2-pt shot from 1 ft (assist by D. Nowitzki)
7:47.0,J. Holiday makes 2-pt shot from 3 ft,2,103-89,,
7:29.0,,,103-91,2,D. Nowitzki makes 2-pt shot from 11 ft (assist by D. McDermott)
7:15.0,N. Mirotic makes 3-pt shot from 28 ft (assist by J. Holiday),3,106-91,,
6:53.0,,,106-91,,J. Barea misses 2-pt shot from 4 ft
6:49.0,Defensive rebound by A. Davis,,106-91,,
6:45.0,N. Mirotic misses 3-pt shot from 25 ft,,106-91,,
6:41.0,,,106-91,,Defensive rebound by D. Nowitzki
6:36.0,,,106-91,,J. Barea misses 3-pt shot from 24 ft
6:31.0,Defensive rebound by N. Mirotic,,106-91,,
6:15.0,A. Davis misses 2-pt shot from 21 ft,,106-91,,
6:12.0,,,106-91,,Defensive rebound by K. Collinsworth
6:03.0,,,106-94,3,J. Barea makes 3-pt shot from 24 ft (assist by K. Collinsworth)
5:43.0,J. Holiday misses 3-pt shot from 25 ft,,106-94,,
5:39.0,Offensive rebound by N. Mirotic,,106-94,,
5:33.0,,,106-94,,Shooting block foul by D. Powell (drawn by A. Davis)
5:33.0,A. Davis makes free throw 1 of 2,1,107-94,,
5:33.0,,,107-94,,D. Smith enters the game for D. Powell
5:33.0,,,107-94,,H. Barnes enters the game for K. Collinsworth
5:33.0,,,107-94,,N. Noel enters the game for D. McDermott
5:33.0,,,107-94,,Y. Ferrell enters the game for D. Nowitzki
5:33.0,A. Davis makes free throw 2 of 2,1,108-94,,
5:19.0,,,108-94,,D. Smith misses 2-pt shot from 2 ft (block by A. Davis)
5:19.0,Defensive rebound by A. Davis,,108-94,,
5:05.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,110-94,,
5:05.0,,,110-94,,Dallas full timeout
4:52.0,,,110-96,2,H. Barnes makes 2-pt shot from 18 ft
4:38.0,J. Holiday makes 2-pt shot from 16 ft,2,112-96,,
4:26.0,Personal foul by J. Holiday (drawn by Y. Ferrell),,112-96,,
4:14.0,,,112-96,,H. Barnes misses 2-pt shot from 19 ft
4:10.0,Defensive rebound by R. Rondo,,112-96,,
3:58.0,R. Rondo misses 2-pt shot from 2 ft,,112-96,,
3:56.0,,,112-96,,Defensive rebound by N. Noel
3:53.0,,,112-99,3,J. Barea makes 3-pt shot from 24 ft (assist by D. Smith)
3:32.0,R. Rondo makes 2-pt shot from 20 ft,2,114-99,,
3:17.0,,,114-99,,D. Smith misses 2-pt shot from 2 ft (block by A. Davis)
3:15.0,Defensive rebound by A. Davis,,114-99,,
3:04.0,R. Rondo makes 3-pt shot from 23 ft (assist by E. Moore),3,117-99,,
2:49.0,,,117-99,,J. Barea misses 2-pt shot from 14 ft
2:45.0,Defensive rebound by R. Rondo,,117-99,,
2:42.0,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo),2,119-99,,
2:41.0,,,119-99,,D. McDermott enters the game for J. Barea
2:41.0,C. Diallo enters the game for N. Mirotic,,119-99,,
2:41.0,"W. Lemon, Jr. enters the game for J. Holiday",,119-99,,
2:41.0,I. Clark enters the game for A. Davis,,119-99,,
2:41.0,D. Liggins enters the game for E. Moore,,119-99,,
2:41.0,,,119-99,,Dallas full timeout
2:29.0,,,119-101,2,H. Barnes makes 2-pt shot from 1 ft (assist by D. Smith)
2:11.0,"Turnover by W. Lemon, Jr. (traveling)",,119-101,,
2:01.0,,,119-103,2,D. Smith makes 2-pt shot from 1 ft
1:41.0,R. Rondo makes 3-pt shot from 26 ft,3,122-103,,
1:32.0,,,122-106,3,Y. Ferrell makes 3-pt shot from 24 ft
1:20.0,"C. Diallo makes 2-pt shot from 1 ft (assist by W. Lemon, Jr.)",2,124-106,,
1:02.0,,,124-106,,H. Barnes misses 2-pt shot from 13 ft
0:59.0,Defensive rebound by C. Diallo,,124-106,,
0:42.0,"Turnover by W. Lemon, Jr. (traveling)",,124-106,,
0:42.0,,,124-106,,S. Hopson enters the game for N. Noel
0:42.0,D. Miller enters the game for R. Rondo,,124-106,,
0:35.0,,,124-106,,Turnover by D. Smith (lost ball; steal by C. Diallo)
0:31.0,C. Diallo makes 2-pt shot from 1 ft,2,126-106,,
0:26.0,,,126-109,3,D. McDermott makes 3-pt shot from 22 ft (assist by Y. Ferrell)
0:01.0,Turnover by Team (shot clock),,126-109,,
