time,Dallas,pts.away,score,pts.home,Golden State
3:40.0,,,92-112,1,J. McGee makes free throw 1 of 2
3:40.0,,,92-113,1,J. McGee makes free throw 2 of 2
3:25.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by S. Mejri),3,95-113,,
3:07.0,,,95-113,,N. Young misses 2-pt shot from 18 ft
3:04.0,,,95-113,,Offensive rebound by J. McGee
2:53.0,,,95-113,,P. McCaw misses 2-pt shot from 3 ft (block by M. Kleber)
2:52.0,,,95-113,,Offensive rebound by J. McGee
2:52.0,,,95-113,,Shooting foul by S. Mejri (drawn by J. McGee)
2:52.0,,,95-114,1,J. McGee makes free throw 1 of 2
2:52.0,,,95-115,1,J. McGee makes free throw 2 of 2
2:39.0,K. Collinsworth misses 2-pt shot from 3 ft,,95-115,,
2:37.0,Offensive rebound by S. Mejri,,95-115,,
2:37.0,Turnover by S. Mejri (bad pass),,95-115,,
2:17.0,,,95-115,,N. Young misses 2-pt shot from 7 ft (block by S. Mejri)
2:09.0,Defensive rebound by S. Mejri,,95-115,,
2:08.0,S. Mejri makes 2-pt shot at rim,2,97-115,,
1:46.0,,,97-118,3,N. Young makes 3-pt shot from 25 ft (assist by K. Looney)
1:35.0,K. Collinsworth makes 2-pt shot from 9 ft,2,99-118,,
1:23.0,,,99-118,,N. Young misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by J. Jones,,99-118,,
1:05.0,S. Mejri misses 3-pt shot from 29 ft,,99-118,,
1:01.0,,,99-118,,Defensive rebound by O. Casspi
0:48.0,,,99-118,,J. McGee misses 2-pt shot from 11 ft
0:43.0,Defensive rebound by Y. Ferrell,,99-118,,
0:42.0,S. Mejri makes 2-pt shot from 2 ft (assist by Y. Ferrell),2,101-118,,
0:27.0,,,101-118,,Turnover by P. McCaw (bad pass; steal by J. Jones)
0:24.0,Shooting foul by P. McCaw (drawn by Y. Ferrell),,101-118,,
0:24.0,Y. Ferrell misses free throw 1 of 2,,101-118,,
0:24.0,Offensive rebound by Team,,101-118,,
0:24.0,Y. Ferrell makes free throw 2 of 2,1,102-118,,
0:13.0,,,102-121,3,N. Young makes 3-pt shot from 25 ft (assist by P. McCaw)
0:07.0,Shooting foul by O. Casspi (drawn by J. Jones),,102-121,,
0:07.0,J. Jones misses free throw 1 of 2,,102-121,,
0:07.0,Offensive rebound by Team,,102-121,,
0:07.0,J. Jones makes free throw 2 of 2,1,103-121,,
