time,Chicago,pts.away,score,pts.home,Brooklyn
3:39.0,S. Kilpatrick misses 3-pt shot from 25 ft,,102-106,,
3:35.0,,,102-106,,Defensive rebound by A. Crabbe
3:15.0,Personal foul by R. Arcidiacono (drawn by A. Crabbe),,102-106,,
3:08.0,,,102-108,2,D. Russell makes 2-pt shot from 16 ft
2:54.0,Turnover by D. Nwaba (bad pass; steal by R. Hollis-Jefferson),,102-108,,
2:40.0,,,102-108,,Turnover by J. Allen (lost ball; steal by S. Kilpatrick)
2:36.0,Shooting foul by D. Russell (drawn by S. Kilpatrick),,102-108,,
2:36.0,S. Kilpatrick misses free throw 1 of 2,,102-108,,
2:36.0,Offensive rebound by Team,,102-108,,
2:36.0,S. Kilpatrick misses free throw 2 of 2,,102-108,,
2:34.0,,,102-108,,Defensive rebound by J. Allen
2:16.0,,,102-110,2,J. Allen makes 2-pt shot at rim (assist by D. Russell)
2:16.0,Chicago full timeout,,102-110,,
1:58.0,S. Kilpatrick misses 3-pt shot from 26 ft,,102-110,,
1:54.0,,,102-110,,Defensive rebound by R. Hollis-Jefferson
1:36.0,,,102-112,2,D. Russell makes 2-pt shot from 1 ft
1:26.0,Turnover by D. Nwaba (bad pass),,102-112,,
1:08.0,,,102-112,,Shooting foul by D. Nwaba (drawn by A. Crabbe)
1:08.0,,,102-113,1,A. Crabbe makes free throw 1 of 2
1:08.0,,,102-114,1,A. Crabbe makes free throw 2 of 2
0:57.0,J. Grant makes 3-pt shot from 22 ft (assist by R. Arcidiacono),3,105-114,,
0:57.0,Shooting foul by A. Crabbe (drawn by J. Grant),,105-114,,
0:57.0,,,105-114,,M. Doyle enters the game for S. Dinwiddie
0:57.0,J. Grant misses free throw 1 of 1,,105-114,,
0:57.0,Offensive rebound by D. Nwaba,,105-114,,
0:48.0,D. Nwaba misses 2-pt shot from 3 ft (block by J. Allen),,105-114,,
0:45.0,,,105-114,,Defensive rebound by R. Hollis-Jefferson
0:27.0,,,105-114,,M. Doyle misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by D. Nwaba,,105-114,,
0:13.0,J. Grant misses 3-pt shot from 25 ft,,105-114,,
0:11.0,,,105-114,,Defensive rebound by M. Doyle
