time,Washington,pts.away,score,pts.home,Miami
3:30.0,,,92-127,2,J. Winslow makes 2-pt shot from 1 ft
3:30.0,,,92-127,,Shooting foul by K. Oubre (drawn by J. Winslow)
3:30.0,,,92-127,,J. Winslow misses free throw 1 of 1
3:28.0,Defensive rebound by K. Oubre,,92-127,,
3:22.0,R. Sessions makes 2-pt shot at rim (assist by T. Frazier),2,94-127,,
3:03.0,Jump ball: U. Haslem vs. J. Meeks (J. Winslow gains possession),,,,Jump ball: U. Haslem vs. J. Meeks (J. Winslow gains possession)
3:00.0,,,94-129,2,U. Haslem makes 2-pt shot from 6 ft (assist by J. Winslow)
2:49.0,J. Smith makes 2-pt shot from 1 ft (assist by T. Frazier),2,96-129,,
2:24.0,,,96-129,,Turnover by L. Babbitt (bad pass; steal by K. Oubre)
2:19.0,K. Oubre misses 2-pt shot from 1 ft (block by U. Haslem),,96-129,,
2:17.0,,,96-129,,Defensive rebound by J. Winslow
2:00.0,,,96-129,,L. Babbitt misses 3-pt shot from 22 ft
1:58.0,Defensive rebound by T. Frazier,,96-129,,
1:55.0,Turnover by T. Frazier (lost ball; steal by J. Mickey),,96-129,,
1:36.0,,,96-129,,Turnover by J. Mickey (traveling)
1:36.0,,,96-129,,Miami full timeout
1:22.0,,,96-129,,Personal foul by R. McGruder (drawn by K. Oubre)
1:22.0,K. Oubre misses free throw 1 of 2,,96-129,,
1:22.0,Offensive rebound by Team,,96-129,,
1:22.0,K. Oubre makes free throw 2 of 2,1,97-129,,
1:08.0,,,97-129,,J. Mickey misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by J. Meeks,,97-129,,
0:47.0,T. Frazier makes 3-pt shot from 24 ft (assist by J. Meeks),3,100-129,,
0:29.0,,,100-129,,J. Winslow misses 2-pt shot from 1 ft
0:27.0,Defensive rebound by J. Smith,,100-129,,
0:23.0,R. Sessions misses 3-pt shot from 25 ft,,100-129,,
0:21.0,Offensive rebound by T. Frazier,,100-129,,
0:15.0,Shooting foul by R. McGruder (drawn by K. Oubre),,100-129,,
0:15.0,K. Oubre makes free throw 1 of 2,1,101-129,,
0:15.0,K. Oubre makes free throw 2 of 2,1,102-129,,
