time,Charlotte,pts.away,score,pts.home,New York
1:37.0,Offensive rebound by D. Howard,,111-114,,
1:32.0,Shooting foul by T. Hardaway (drawn by J. Lamb),,111-114,,
1:32.0,J. Lamb makes free throw 1 of 2,1,112-114,,
1:32.0,J. Lamb makes free throw 2 of 2,1,113-114,,
1:22.0,,,113-114,,Offensive charge foul by F. Ntilikina (drawn by K. Walker)
1:22.0,,,113-114,,Turnover by F. Ntilikina (offensive foul)
1:08.0,M. Williams misses 3-pt shot from 25 ft,,113-114,,
1:02.0,,,113-114,,Defensive rebound by T. Hardaway
0:46.0,,,113-114,,T. Hardaway misses 2-pt shot from 1 ft
0:42.0,Defensive rebound by K. Walker,,113-114,,
0:37.0,K. Walker misses 3-pt shot from 25 ft,,113-114,,
0:35.0,,,113-114,,Defensive rebound by L. Thomas
0:35.0,,,113-114,,New York full timeout
0:35.0,D. Bacon enters the game for D. Howard,,113-114,,
0:35.0,M. Carter-Williams enters the game for J. Lamb,,113-114,,
0:11.0,,,113-116,2,K. Porzingis makes 2-pt shot from 2 ft
0:11.0,Charlotte full timeout,,113-116,,
0:11.0,,,113-116,,C. Lee enters the game for D. McDermott
0:11.0,D. Howard enters the game for M. Williams,,113-116,,
0:11.0,F. Kaminsky enters the game for D. Bacon,,113-116,,
0:11.0,J. Lamb enters the game for M. Carter-Williams,,113-116,,
0:08.0,M. Monk misses 3-pt shot from 25 ft,,113-116,,
0:05.0,Offensive rebound by K. Walker,,113-116,,
0:01.0,Turnover by K. Walker (bad pass),,113-116,,
0:01.0,,,113-116,,New York full timeout
0:01.0,,,113-116,,D. McDermott enters the game for L. Thomas
0:01.0,M. Williams enters the game for F. Kaminsky,,113-116,,
0:01.0,M. Carter-Williams enters the game for J. Lamb,,113-116,,
0:00.0,Personal take foul by K. Walker (drawn by C. Lee),,113-116,,
0:00.0,,,113-117,1,C. Lee makes free throw 1 of 2
0:00.0,,,113-118,1,C. Lee makes free throw 2 of 2
