time,San Antonio,pts.away,score,pts.home,Memphis
4:14.0,,,99-78,,Memphis full timeout
4:14.0,,,99-78,,K. Simmons enters the game for M. Chalmers
4:14.0,,,99-78,,I. Rabb enters the game for M. Gasol
4:14.0,,,99-78,,M. Henry enters the game for D. Brooks
3:55.0,,,99-80,2,K. Simmons makes 2-pt shot from 11 ft (assist by A. Harrison)
3:42.0,D. Murray misses 2-pt shot from 7 ft,,99-80,,
3:39.0,Offensive rebound by J. Lauvergne,,99-80,,
3:37.0,D. Green makes 3-pt shot from 23 ft (assist by J. Lauvergne),3,102-80,,
3:22.0,,,102-82,2,I. Rabb makes 2-pt shot from 19 ft (assist by A. Harrison)
3:08.0,D. Murray makes 2-pt shot from 14 ft,2,104-82,,
2:53.0,,,104-82,,W. Selden misses 3-pt shot from 26 ft
2:47.0,Defensive rebound by J. Lauvergne,,104-82,,
2:30.0,D. Bertans misses 3-pt shot from 27 ft,,104-82,,
2:24.0,Offensive rebound by D. Green,,104-82,,
2:09.0,P. Mills misses 2-pt shot from 1 ft,,104-82,,
2:07.0,,,104-82,,Defensive rebound by A. Harrison
2:05.0,,,104-84,2,A. Harrison makes 2-pt shot at rim
2:05.0,,,104-84,,Shooting foul by D. Murray (drawn by A. Harrison)
2:05.0,D. Hilliard enters the game for D. Green,,104-84,,
2:05.0,B. Paul enters the game for P. Mills,,104-84,,
2:05.0,B. Forbes enters the game for D. Murray,,104-84,,
2:05.0,,,104-85,1,A. Harrison makes free throw 1 of 1
1:49.0,Turnover by B. Paul (bad pass; steal by A. Harrison),,104-85,,
1:42.0,,,104-85,,M. Henry misses 3-pt shot from 26 ft
1:38.0,Defensive rebound by B. Paul,,104-85,,
1:28.0,Shooting foul by K. Simmons (drawn by B. Forbes),,104-85,,
1:28.0,B. Forbes makes free throw 1 of 2,1,105-85,,
1:28.0,B. Forbes makes free throw 2 of 2,1,106-85,,
1:10.0,,,106-85,,Turnover by A. Harrison (out of bounds lost ball)
0:59.0,B. Forbes misses 2-pt shot from 8 ft,,106-85,,
0:56.0,,,106-85,,Defensive rebound by I. Rabb
0:50.0,,,106-85,,M. Henry misses 2-pt shot from 16 ft
0:46.0,Defensive rebound by J. Lauvergne,,106-85,,
0:30.0,D. Hilliard makes 2-pt shot from 19 ft,2,108-85,,
0:13.0,,,108-85,,Turnover by A. Harrison (bad pass; steal by D. Bertans)
0:03.0,Turnover by J. Lauvergne (lost ball; steal by K. Simmons),,108-85,,
