time,Golden State,pts.away,score,pts.home,Utah
4:10.0,Z. Pachulia enters the game for D. West,,94-121,,
4:03.0,N. Young makes 2-pt shot from 23 ft,2,96-121,,
3:49.0,,,96-123,2,R. Rubio makes 2-pt shot from 2 ft
3:29.0,J. McGee misses 3-pt shot from 26 ft,,96-123,,
3:26.0,,,96-123,,Defensive rebound by J. Jerebko
3:05.0,,,96-123,,E. Udoh misses 2-pt shot from 7 ft
3:02.0,,,96-123,,Offensive rebound by E. Udoh
2:58.0,,,96-125,2,E. Udoh makes 2-pt shot from 3 ft
2:34.0,O. Casspi makes 2-pt shot from 6 ft,2,98-125,,
2:08.0,,,98-125,,A. Burks enters the game for R. Rubio
2:08.0,,,98-125,,R. Neto enters the game for D. Mitchell
2:06.0,,,98-125,,Turnover by Team (shot clock)
1:57.0,Turnover by O. Casspi (bad pass; steal by E. Udoh),,98-125,,
1:54.0,,,98-125,,Shooting foul by O. Casspi (drawn by E. Udoh)
1:54.0,,,98-126,1,E. Udoh makes free throw 1 of 2
1:54.0,,,98-127,1,E. Udoh makes free throw 2 of 2
1:44.0,P. McCaw misses 2-pt shot from 6 ft,,98-127,,
1:41.0,Offensive rebound by Team,,98-127,,
1:31.0,O. Casspi misses 2-pt shot from 5 ft,,98-127,,
1:26.0,,,98-127,,Defensive rebound by E. Udoh
1:16.0,,,98-127,,J. Jerebko misses 2-pt shot from 3 ft
1:12.0,Defensive rebound by J. McGee,,98-127,,
1:09.0,,,98-127,,Violation by E. Udoh (kicked ball)
1:05.0,,,98-127,,Personal foul by J. Jerebko (drawn by Z. Pachulia)
1:05.0,Z. Pachulia makes free throw 1 of 2,1,99-127,,
1:05.0,,,99-127,,G. Niang enters the game for J. Jerebko
1:05.0,Z. Pachulia misses free throw 2 of 2,,99-127,,
1:03.0,,,99-127,,Defensive rebound by A. Burks
0:50.0,,,99-129,2,A. Burks makes 2-pt shot from 20 ft
0:41.0,N. Young misses 2-pt shot from 15 ft,,99-129,,
0:37.0,,,99-129,,Defensive rebound by R. O'Neale
0:23.0,,,99-129,,R. O'Neale misses 3-pt shot from 26 ft
0:18.0,Defensive rebound by Z. Pachulia,,99-129,,
0:17.0,Turnover by Z. Pachulia (lost ball; steal by G. Niang),,99-129,,
