time,Orlando,pts.away,score,pts.home,Cleveland
4:19.0,Defensive rebound by A. Gordon,,95-100,,
4:04.0,B. Biyombo makes 2-pt shot from 1 ft (assist by E. Payton),2,97-100,,
3:38.0,,,97-100,,K. Love misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by E. Payton,,97-100,,
3:31.0,E. Payton misses 2-pt shot from 10 ft,,97-100,,
3:30.0,Offensive rebound by Team,,97-100,,
3:30.0,,,97-100,,Loose ball foul by L. James (drawn by B. Biyombo)
3:30.0,B. Biyombo makes free throw 1 of 2,1,98-100,,
3:30.0,B. Biyombo makes free throw 2 of 2,1,99-100,,
3:07.0,,,99-100,,Turnover by L. James (bad pass; steal by E. Fournier)
3:02.0,A. Gordon misses 3-pt shot from 28 ft,,99-100,,
2:59.0,,,99-100,,Defensive rebound by Team
2:59.0,Loose ball foul by B. Biyombo (drawn by K. Love),,99-100,,
2:41.0,,,99-100,,I. Thomas misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by B. Biyombo,,99-100,,
2:27.0,A. Gordon misses 2-pt shot from 1 ft (block by K. Love),,99-100,,
2:24.0,,,99-100,,Defensive rebound by J. Green
2:24.0,,,99-100,,Shooting foul by E. Fournier (drawn by L. James)
2:24.0,,,99-101,1,L. James makes free throw 1 of 2
2:24.0,,,99-101,,L. James misses free throw 2 of 2
2:24.0,,,99-101,,Offensive rebound by Team
2:24.0,Loose ball foul by B. Biyombo (drawn by J. Green),,99-101,,
2:02.0,,,99-101,,I. Thomas misses 3-pt shot from 22 ft
1:59.0,Defensive rebound by J. Simmons,,99-101,,
1:56.0,E. Fournier misses 3-pt shot from 23 ft,,99-101,,
1:56.0,,,99-101,,Defensive rebound by J. Green
1:52.0,,,99-101,,Shooting foul by J. Simmons (drawn by I. Thomas)
1:52.0,,,99-102,1,I. Thomas makes free throw 1 of 2
1:52.0,,,99-102,,I. Thomas misses free throw 2 of 2
1:50.0,Defensive rebound by B. Biyombo,,99-102,,
1:39.0,E. Fournier makes 2-pt shot at rim (assist by E. Payton),2,101-102,,
1:19.0,,,101-102,,L. James misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by A. Gordon,,101-102,,
1:02.0,Turnover by B. Biyombo (turnover),,101-102,,
1:02.0,S. Mack enters the game for E. Fournier,,101-102,,
0:46.0,,,101-102,,Turnover by L. James (bad pass; steal by A. Gordon)
0:35.0,A. Gordon misses 3-pt shot from 23 ft,,101-102,,
0:31.0,Offensive rebound by S. Mack,,101-102,,
0:31.0,S. Mack makes 2-pt shot from 7 ft,2,103-102,,
0:31.0,,,103-102,,Cleveland full timeout
0:19.0,,,103-102,,K. Love misses 2-pt shot from 1 ft
0:15.0,,,103-102,,Offensive rebound by I. Thomas
0:11.0,,,103-102,,Shooting foul by S. Mack (drawn by I. Thomas)
0:11.0,,,103-103,1,I. Thomas makes free throw 1 of 2
0:11.0,,,103-103,,T. Thompson enters the game for K. Love
0:11.0,E. Fournier enters the game for S. Mack,,103-103,,
0:11.0,,,103-104,1,I. Thomas makes free throw 2 of 2
0:00.0,E. Payton misses 2-pt shot from 1 ft,,103-104,,
0:00.0,,,103-104,,Defensive rebound by Team
0:00.0,Jump ball: J. Green vs. A. Gordon,,,,Jump ball: J. Green vs. A. Gordon
0:00.0,Jump ball: A. Gordon vs.,,,,Jump ball: A. Gordon vs.
