time,Golden State,pts.away,score,pts.home,San Antonio
1:52.0,,,105-88,,Shooting foul by D. Jones (drawn by D. Murray)
1:52.0,,,105-89,1,D. Murray makes free throw 1 of 2
1:52.0,,,105-90,1,D. Murray makes free throw 2 of 2
1:41.0,K. Looney misses 3-pt shot from 22 ft,,105-90,,
1:38.0,,,105-90,,Defensive rebound by D. Bertans
1:35.0,,,105-93,3,B. Forbes makes 3-pt shot from 22 ft (assist by D. Murray)
1:22.0,Turnover by Q. Cook (lost ball; steal by D. Murray),,105-93,,
1:20.0,,,105-95,2,D. Murray makes 2-pt shot from 1 ft
1:08.0,Q. Cook makes 2-pt shot from 9 ft,2,107-95,,
0:56.0,Jump ball: D. Murray vs. K. Looney (N. Young gains possession),,,,Jump ball: D. Murray vs. K. Looney (N. Young gains possession)
0:56.0,,,107-95,,Turnover by D. Murray (turnover; steal by K. Looney)
0:38.0,N. Young makes 3-pt shot from 26 ft,3,110-95,,
0:29.0,,,110-95,,B. Forbes misses 3-pt shot from 28 ft
0:26.0,Defensive rebound by D. Jones,,110-95,,
0:04.0,N. Young misses 3-pt shot from 38 ft (block by D. White),,110-95,,
0:04.0,,,110-95,,Defensive rebound by B. Paul
0:00.0,,,110-97,2,D. Murray makes 2-pt shot from 1 ft (assist by B. Paul)
