time,Milwaukee,pts.away,score,pts.home,Charlotte
4:36.0,,,97-97,,M. Williams enters the game for J. Lamb
4:22.0,K. Middleton misses 2-pt shot from 18 ft,,97-97,,
4:18.0,,,97-97,,Defensive rebound by M. Williams
4:14.0,,,97-97,,Offensive foul by D. Howard (drawn by J. Henson)
4:14.0,,,97-97,,Turnover by D. Howard (offensive foul)
3:58.0,M. Brogdon misses 2-pt shot from 1 ft,,97-97,,
3:55.0,,,97-97,,Defensive rebound by N. Batum
3:49.0,,,97-97,,Shooting foul by M. Brogdon (drawn by M. Williams)
3:49.0,,,97-98,1,M. Williams makes free throw 1 of 2
3:49.0,,,97-99,1,M. Williams makes free throw 2 of 2
3:29.0,T. Snell misses 2-pt shot from 18 ft,,97-99,,
3:26.0,,,97-99,,Defensive rebound by D. Howard
3:13.0,,,97-99,,Shooting foul by J. Henson (drawn by D. Howard)
3:13.0,,,97-100,1,D. Howard makes free throw 1 of 2
3:13.0,,,97-100,,T. Graham enters the game for M. Williams
3:13.0,,,97-100,,D. Howard misses free throw 2 of 2
3:10.0,Defensive rebound by J. Henson,,97-100,,
3:01.0,,,97-100,,Personal foul by M. Kidd-Gilchrist (drawn by E. Bledsoe)
3:01.0,,,97-100,,Charlotte full timeout
2:54.0,,,97-100,,Personal foul by T. Graham (drawn by E. Bledsoe)
2:54.0,E. Bledsoe makes free throw 1 of 2,1,98-100,,
2:54.0,E. Bledsoe makes free throw 2 of 2,1,99-100,,
2:45.0,,,99-103,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
2:20.0,K. Middleton makes 2-pt shot from 7 ft,2,101-103,,
2:03.0,,,101-105,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by K. Walker)
1:44.0,K. Middleton misses 2-pt shot from 7 ft,,101-105,,
1:40.0,Offensive rebound by J. Henson,,101-105,,
1:39.0,J. Henson misses 2-pt shot from 7 ft,,101-105,,
1:39.0,,,101-105,,Defensive rebound by D. Howard
1:20.0,,,101-105,,K. Walker misses 3-pt shot from 26 ft
1:17.0,Defensive rebound by K. Middleton,,101-105,,
1:08.0,Turnover by K. Middleton (bad pass; steal by N. Batum),,101-105,,
0:52.0,,,101-105,,N. Batum misses 2-pt shot from 17 ft
0:49.0,Defensive rebound by E. Bledsoe,,101-105,,
0:45.0,M. Brogdon misses 2-pt shot from 1 ft (block by D. Howard),,101-105,,
0:42.0,Offensive rebound by E. Bledsoe,,101-105,,
0:42.0,E. Bledsoe makes 2-pt shot at rim,2,103-105,,
0:24.0,,,103-105,,K. Walker misses 2-pt shot from 1 ft
0:23.0,,,103-105,,Offensive rebound by M. Kidd-Gilchrist
0:21.0,,,103-105,,N. Batum misses 3-pt shot from 25 ft
0:21.0,,,103-105,,Offensive rebound by Team
0:21.0,,,103-105,,Turnover by Team (shot clock)
0:21.0,Milwaukee full timeout,,103-105,,
0:21.0,,,103-105,,M. Carter-Williams enters the game for D. Howard
0:21.0,S. Kilpatrick enters the game for J. Henson,,103-105,,
0:10.0,K. Middleton misses 2-pt shot from 18 ft,,103-105,,
0:08.0,,,103-105,,Defensive rebound by M. Carter-Williams
0:08.0,Personal take foul by E. Bledsoe (drawn by M. Carter-Williams),,103-105,,
0:08.0,,,103-106,1,M. Carter-Williams makes free throw 1 of 2
0:08.0,,,103-107,1,M. Carter-Williams makes free throw 2 of 2
0:08.0,Milwaukee full timeout,,103-107,,
0:06.0,K. Middleton makes 3-pt shot from 24 ft (assist by M. Brogdon),3,106-107,,
0:06.0,Personal take foul by E. Bledsoe (drawn by K. Walker),,106-107,,
0:06.0,,,106-108,1,K. Walker makes free throw 1 of 2
0:06.0,,,106-109,1,K. Walker makes free throw 2 of 2
0:02.0,E. Bledsoe misses 3-pt shot from 33 ft,,106-109,,
0:00.0,,,106-109,,Defensive rebound by K. Walker
0:00.0,Personal take foul by M. Brogdon (drawn by K. Walker),,106-109,,
0:00.0,,,106-110,1,K. Walker makes free throw 1 of 2
0:00.0,,,106-111,1,K. Walker makes free throw 2 of 2
