time,Golden State,pts.away,score,pts.home,San Antonio
1:29.0,,,71-83,,L. Aldridge misses 2-pt shot from 12 ft
1:26.0,Defensive rebound by Q. Cook,,71-83,,
1:11.0,Q. Cook misses 2-pt shot from 2 ft,,71-83,,
1:08.0,,,71-83,,Defensive rebound by L. Aldridge
1:05.0,,,71-86,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
0:57.0,,,71-86,,Personal foul by D. Green (drawn by N. Young)
0:57.0,N. Young makes free throw 1 of 2,1,72-86,,
0:57.0,,,72-86,,D. Bertans enters the game for K. Anderson
0:57.0,,,72-86,,D. Murray enters the game for P. Mills
0:57.0,,,72-86,,B. Paul enters the game for L. Aldridge
0:57.0,,,72-86,,B. Forbes enters the game for D. Green
0:57.0,,,72-86,,J. Lauvergne enters the game for M. Ginobili
0:57.0,N. Young makes free throw 2 of 2,1,73-86,,
0:35.0,,,73-89,3,D. Bertans makes 3-pt shot from 23 ft (assist by D. Murray)
0:28.0,Q. Cook misses 2-pt shot from 1 ft (block by D. Bertans),,73-89,,
0:26.0,Offensive rebound by K. Looney,,73-89,,
0:24.0,K. Looney makes 2-pt shot from 1 ft,2,75-89,,
0:01.0,,,75-89,,Turnover by Team (shot clock)
