time,Houston,pts.away,score,pts.home,Utah
2:40.0,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by J. Harden),2,89-80,,
2:21.0,,,89-82,2,J. Crowder makes 2-pt shot from 3 ft (assist by D. Mitchell)
1:54.0,C. Paul makes 2-pt shot from 13 ft,2,91-82,,
1:45.0,,,91-82,,Turnover by D. Mitchell (bad pass)
1:23.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,93-82,,
1:23.0,Shooting foul by R. Gobert (drawn by L. Mbah a Moute),,93-82,,
1:23.0,L. Mbah a Moute makes free throw 1 of 1,1,94-82,,
1:23.0,,,94-82,,Utah full timeout
1:21.0,Personal foul by T. Ariza (drawn by D. Mitchell),,94-82,,
1:21.0,,,94-82,,D. Mitchell misses free throw 1 of 2
1:21.0,,,94-82,,Offensive rebound by Team
1:21.0,,,94-83,1,D. Mitchell makes free throw 2 of 2
0:58.0,J. Johnson misses 3-pt shot from 26 ft,,94-83,,
0:56.0,,,94-83,,Defensive rebound by R. Rubio
0:48.0,,,94-85,2,R. Gobert makes 2-pt shot from 2 ft (assist by J. Crowder)
0:38.0,Turnover by C. Paul (bad pass; steal by D. Mitchell),,94-85,,
0:34.0,,,94-85,,R. Rubio misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by J. Harden,,94-85,,
0:26.0,,,94-85,,Personal foul by R. Gobert (drawn by J. Harden)
0:26.0,J. Harden makes free throw 1 of 2,1,95-85,,
0:26.0,J. Harden makes free throw 2 of 2,1,96-85,,
0:19.0,,,96-85,,Turnover by D. Mitchell (bad pass; steal by C. Paul)
0:10.0,Turnover by C. Paul (step out of bounds),,96-85,,
0:05.0,,,96-85,,J. Crowder misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by L. Mbah a Moute,,96-85,,
