time,Orlando,pts.away,score,pts.home,Charlotte
6:58.0,,,94-103,,K. Walker misses 3-pt shot from 26 ft
6:54.0,Defensive rebound by N. Vucevic,,94-103,,
6:41.0,A. Gordon makes 2-pt shot from 21 ft (assist by E. Fournier),2,96-103,,
6:18.0,,,96-103,,C. Zeller misses 2-pt shot from 3 ft
6:17.0,,,96-103,,Offensive rebound by D. Howard
6:16.0,,,96-103,,Shooting foul by N. Vucevic (drawn by D. Howard)
6:16.0,,,96-103,,D. Howard misses free throw 1 of 2
6:16.0,,,96-103,,Offensive rebound by Team
6:16.0,,,96-103,,M. Kidd-Gilchrist enters the game for C. Zeller
6:16.0,,,96-103,,D. Howard misses free throw 2 of 2
6:14.0,Defensive rebound by A. Gordon,,96-103,,
5:52.0,T. Ross makes 2-pt shot from 22 ft (assist by J. Simmons),2,98-103,,
5:26.0,,,98-103,,K. Walker misses 3-pt shot from 25 ft (block by A. Gordon)
5:21.0,Defensive rebound by J. Simmons,,98-103,,
5:18.0,E. Fournier misses 2-pt shot from 3 ft,,98-103,,
5:16.0,,,98-103,,Defensive rebound by D. Howard
5:07.0,,,98-103,,D. Howard misses 2-pt shot from 1 ft
5:05.0,Defensive rebound by T. Ross,,98-103,,
4:50.0,Turnover by E. Fournier (bad pass; steal by K. Walker),,98-103,,
4:45.0,,,98-105,2,D. Bacon makes 2-pt shot at rim
4:33.0,Shooting foul by D. Howard (drawn by J. Simmons),,98-105,,
4:33.0,J. Simmons makes free throw 1 of 2,1,99-105,,
4:33.0,,,99-105,,J. Lamb enters the game for D. Bacon
4:33.0,J. Simmons misses free throw 2 of 2,,99-105,,
4:31.0,,,99-105,,Defensive rebound by Team
4:22.0,Personal foul by E. Fournier (drawn by M. Williams),,99-105,,
4:13.0,,,99-107,2,K. Walker makes 2-pt shot from 1 ft
3:54.0,A. Gordon misses 3-pt shot from 27 ft,,99-107,,
3:43.0,,,99-107,,Defensive rebound by D. Howard
3:41.0,,,99-110,3,K. Walker makes 3-pt shot from 27 ft
3:35.0,A. Gordon makes 2-pt shot from 3 ft (assist by J. Simmons),2,101-110,,
3:15.0,,,101-112,2,J. Lamb makes 2-pt shot from 18 ft (assist by D. Howard)
3:06.0,Shooting foul by D. Howard (drawn by J. Simmons),,101-112,,
3:06.0,J. Simmons misses free throw 1 of 2,,101-112,,
3:06.0,Offensive rebound by Team,,101-112,,
3:06.0,J. Simmons makes free throw 2 of 2,1,102-112,,
3:01.0,Personal take foul by T. Ross (drawn by D. Howard),,102-112,,
3:01.0,,,102-113,1,D. Howard makes free throw 1 of 2
3:01.0,,,102-114,1,D. Howard makes free throw 2 of 2
2:51.0,E. Fournier misses 2-pt shot from 3 ft (block by M. Williams),,102-114,,
2:48.0,,,102-114,,Defensive rebound by D. Howard
2:45.0,Personal take foul by A. Gordon (drawn by D. Howard),,102-114,,
2:45.0,,,102-114,,Charlotte full timeout
2:45.0,,,102-114,,D. Howard misses free throw 1 of 2
2:45.0,,,102-114,,Offensive rebound by Team
2:45.0,,,102-114,,D. Howard misses free throw 2 of 2
2:43.0,Defensive rebound by A. Gordon,,102-114,,
2:35.0,J. Simmons makes 2-pt shot from 11 ft (assist by E. Fournier),2,104-114,,
2:35.0,Shooting foul by K. Walker (drawn by J. Simmons),,104-114,,
2:35.0,,,104-114,,C. Zeller enters the game for D. Howard
2:35.0,J. Simmons makes free throw 1 of 1,1,105-114,,
2:22.0,,,105-114,,K. Walker misses 3-pt shot from 25 ft
2:22.0,Defensive rebound by A. Gordon,,105-114,,
2:10.0,E. Fournier misses 3-pt shot from 27 ft,,105-114,,
2:08.0,,,105-114,,Defensive rebound by C. Zeller
1:47.0,,,105-116,2,J. Lamb makes 2-pt shot from 14 ft
1:34.0,J. Simmons makes 3-pt shot from 29 ft (assist by E. Fournier),3,108-116,,
1:18.0,,,108-116,,M. Williams misses 3-pt shot from 26 ft
1:12.0,,,108-116,,Offensive rebound by M. Williams
1:12.0,,,108-118,2,C. Zeller makes 2-pt shot at rim (assist by M. Williams)
1:12.0,Orlando full timeout,,108-118,,
1:12.0,,,108-118,,D. Howard enters the game for C. Zeller
1:02.0,N. Vucevic makes 3-pt shot from 29 ft (assist by J. Simmons),3,111-118,,
0:43.0,,,111-118,,K. Walker misses 2-pt shot from 1 ft (block by T. Ross)
0:39.0,Defensive rebound by T. Ross,,111-118,,
0:38.0,T. Ross misses 3-pt shot from 26 ft (block by M. Williams),,111-118,,
0:38.0,,,111-118,,Defensive rebound by J. Lamb
0:38.0,Personal foul by T. Ross (drawn by J. Lamb),,111-118,,
0:38.0,,,111-118,,J. Lamb misses free throw 1 of 2
0:38.0,,,111-118,,Offensive rebound by Team
0:38.0,,,111-118,,J. Lamb misses free throw 2 of 2
0:36.0,Defensive rebound by A. Gordon,,111-118,,
0:31.0,A. Gordon misses 3-pt shot from 29 ft,,111-118,,
0:29.0,,,111-118,,Defensive rebound by D. Howard
0:18.0,,,111-120,2,M. Williams makes 2-pt shot from 1 ft (assist by J. Lamb)
0:07.0,J. Simmons makes 2-pt shot from 3 ft,2,113-120,,
