time,Atlanta,pts.away,score,pts.home,Boston
4:16.0,Defensive rebound by E. Ilyasova,,97-110,,
4:07.0,M. Belinelli misses 3-pt shot from 22 ft,,97-110,,
4:03.0,,,97-110,,Defensive rebound by J. Tatum
3:47.0,,,97-112,2,S. Ojeleye makes 2-pt shot from 19 ft (assist by J. Tatum)
3:44.0,Atlanta full timeout,,97-112,,
3:44.0,T. Waller-Prince enters the game for K. Bazemore,,97-112,,
3:33.0,Turnover by D. Schroder (lost ball; steal by J. Tatum),,97-112,,
3:31.0,,,97-114,2,J. Tatum makes 2-pt shot from 2 ft
3:31.0,,,97-114,,Shooting foul by D. Schroder (drawn by J. Tatum)
3:31.0,T. Dorsey enters the game for M. Belinelli,,97-114,,
3:31.0,I. Taylor enters the game for E. Ilyasova,,97-114,,
3:31.0,J. Collins enters the game for D. Schroder,,97-114,,
3:31.0,D. Dedmon enters the game for M. Muscala,,97-114,,
3:31.0,,,97-115,1,J. Tatum makes free throw 1 of 1
3:24.0,,,97-115,,Personal foul by J. Tatum (drawn by T. Waller-Prince)
3:24.0,,,97-115,,A. Nader enters the game for J. Tatum
3:24.0,T. Waller-Prince makes free throw 1 of 2,1,98-115,,
3:24.0,T. Waller-Prince makes free throw 2 of 2,1,99-115,,
3:05.0,,,99-117,2,D. Theis makes 2-pt shot from 1 ft (assist by A. Nader)
2:56.0,D. Dedmon makes 3-pt shot from 23 ft (assist by I. Taylor),3,102-117,,
2:39.0,,,102-117,,T. Rozier misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by T. Waller-Prince,,102-117,,
2:24.0,J. Collins makes 2-pt shot from 1 ft (assist by T. Waller-Prince),2,104-117,,
2:09.0,,,104-117,,Shooting foul by D. Dedmon (drawn by J. Brown)
2:09.0,,,104-118,1,J. Brown makes free throw 1 of 2
2:09.0,,,104-118,,K. Allen enters the game for T. Rozier
2:09.0,L. Babbitt enters the game for T. Waller-Prince,,104-118,,
2:09.0,,,104-119,1,J. Brown makes free throw 2 of 2
2:02.0,,,104-119,,Personal foul by J. Brown (drawn by I. Taylor)
2:02.0,,,104-119,,G. Yabusele enters the game for J. Brown
2:02.0,I. Taylor makes free throw 1 of 2,1,105-119,,
2:02.0,I. Taylor makes free throw 2 of 2,1,106-119,,
1:40.0,,,106-119,,S. Ojeleye misses 2-pt shot from 6 ft
1:39.0,Defensive rebound by Team,,106-119,,
1:14.0,T. Dorsey misses 3-pt shot from 34 ft,,106-119,,
1:12.0,,,106-119,,Defensive rebound by A. Nader
1:02.0,,,106-119,,Turnover by A. Nader (bad pass; steal by D. Dedmon)
0:59.0,J. Collins makes 2-pt shot from 1 ft (assist by D. Dedmon),2,108-119,,
0:48.0,,,108-119,,D. Theis misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by L. Babbitt,,108-119,,
0:36.0,J. Collins makes 2-pt shot from 1 ft (assist by L. Babbitt),2,110-119,,
0:23.0,,,110-119,,K. Allen misses 3-pt shot from 27 ft
0:20.0,Defensive rebound by L. Babbitt,,110-119,,
0:14.0,L. Babbitt misses 3-pt shot from 27 ft,,110-119,,
0:12.0,,,110-119,,Defensive rebound by S. Ojeleye
