time,Minnesota,pts.away,score,pts.home,Golden State
4:15.0,,,92-115,,Defensive rebound by J. Bell
4:00.0,,,92-115,,N. Young misses 3-pt shot from 28 ft
3:56.0,Defensive rebound by K. Towns,,92-115,,
3:39.0,Turnover by J. Teague (bad pass; steal by O. Casspi),,92-115,,
3:26.0,,,92-115,,Shooting foul by J. Teague (drawn by O. Casspi)
3:26.0,,,92-116,1,O. Casspi makes free throw 2 of 2
3:26.0,,,92-117,1,O. Casspi makes free throw 1 of 2
3:11.0,T. Gibson makes 2-pt shot from 2 ft (assist by J. Butler),2,94-117,,
2:58.0,,,94-119,2,O. Casspi makes 2-pt shot from 1 ft (assist by K. Looney)
2:58.0,,,94-119,,Shooting foul by J. Butler (drawn by O. Casspi)
2:58.0,A. Brooks enters the game for J. Teague,,94-119,,
2:58.0,T. Jones enters the game for J. Butler,,94-119,,
2:58.0,,,94-119,,O. Casspi misses free throw 1 of 1
2:54.0,Defensive rebound by K. Towns,,94-119,,
2:47.0,Shooting foul by J. Bell (drawn by A. Wiggins),,94-119,,
2:47.0,A. Wiggins makes free throw 1 of 2,1,95-119,,
2:47.0,G. Dieng enters the game for K. Towns,,95-119,,
2:47.0,A. Wiggins makes free throw 2 of 2,1,96-119,,
2:34.0,,,96-119,,Turnover by K. Looney (lost ball; steal by T. Jones)
2:31.0,,,96-119,,Personal foul by P. McCaw (drawn by A. Brooks)
2:31.0,A. Brooks misses free throw 1 of 2,,96-119,,
2:31.0,Offensive rebound by Team,,96-119,,
2:31.0,S. Muhammad enters the game for A. Wiggins,,96-119,,
2:31.0,M. Georges-Hunt enters the game for T. Gibson,,96-119,,
2:31.0,A. Brooks makes free throw 2 of 2,1,97-119,,
2:07.0,,,97-119,,N. Young misses 3-pt shot from 28 ft
2:03.0,,,97-119,,Offensive rebound by J. Bell
1:59.0,Personal foul by M. Georges-Hunt (drawn by K. Looney),,97-119,,
1:46.0,,,97-119,,K. Looney misses 2-pt shot from 20 ft
1:43.0,Defensive rebound by T. Jones,,97-119,,
1:34.0,M. Georges-Hunt makes 2-pt shot from 17 ft (assist by A. Brooks),2,99-119,,
1:17.0,,,99-122,3,P. McCaw makes 3-pt shot from 26 ft (assist by J. Bell)
1:05.0,A. Brooks misses 3-pt shot from 25 ft,,99-122,,
1:02.0,,,99-122,,Defensive rebound by N. Young
0:55.0,,,99-122,,Shooting foul by M. Georges-Hunt (drawn by N. Young)
0:55.0,,,99-125,1,N. Young makes free throw 1 of 1
0:55.0,,,99-124,2,N. Young makes 2-pt shot from 12 ft
0:46.0,G. Dieng misses 2-pt shot from 19 ft,,99-124,,
0:42.0,,,99-124,,Defensive rebound by O. Casspi
0:36.0,,,99-124,,N. Young misses 3-pt shot from 28 ft
0:32.0,Defensive rebound by G. Dieng,,99-124,,
0:30.0,S. Muhammad misses 2-pt shot from 1 ft,,99-124,,
0:28.0,Offensive rebound by T. Jones,,99-124,,
0:21.0,A. Brooks makes 2-pt shot from 2 ft,2,101-125,,
