time,Toronto,pts.away,score,pts.home,Washington
2:13.0,,,98-118,,T. Frazier enters the game for B. Beal
2:13.0,,,98-118,,J. Smith enters the game for O. Porter
2:13.0,,,98-118,,T. Lawson enters the game for M. Scott
1:58.0,,,98-118,,T. Lawson misses 2-pt shot from 21 ft
1:55.0,Defensive rebound by P. Siakam,,98-118,,
1:40.0,L. Brown misses 2-pt shot from 7 ft,,98-118,,
1:38.0,Offensive rebound by J. Poeltl,,98-118,,
1:38.0,J. Poeltl makes 2-pt shot from 1 ft,2,100-118,,
1:38.0,Shooting foul by T. Frazier (drawn by J. Poeltl),,100-118,,
1:38.0,J. Poeltl makes free throw 1 of 1,1,101-118,,
1:29.0,,,101-120,2,K. Oubre makes 2-pt shot from 2 ft (assist by T. Frazier)
1:22.0,N. Powell misses 3-pt shot from 25 ft,,101-120,,
1:19.0,,,101-120,,Defensive rebound by T. Satoransky
1:06.0,,,101-120,,K. Oubre misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by Team,,101-120,,
0:49.0,L. Brown misses 3-pt shot from 26 ft,,101-120,,
0:45.0,,,101-120,,Defensive rebound by T. Frazier
0:41.0,,,101-122,2,K. Oubre makes 2-pt shot from 11 ft (assist by T. Frazier)
0:28.0,L. Brown makes 2-pt shot from 1 ft (assist by N. Powell),2,103-122,,
0:04.0,,,103-122,,Turnover by Team (shot clock)
