time,Detroit,pts.away,score,pts.home,Charlotte
5:09.0,,,85-111,,M. Carter-Williams misses 3-pt shot from 22 ft
5:06.0,,,85-111,,Offensive rebound by T. Graham
5:00.0,,,85-111,,M. Monk misses 2-pt shot from 1 ft
4:58.0,Defensive rebound by E. Moreland,,85-111,,
4:52.0,L. Galloway misses 3-pt shot from 25 ft,,85-111,,
4:49.0,,,85-111,,Defensive rebound by T. Graham
4:36.0,,,85-111,,F. Kaminsky misses 2-pt shot from 8 ft
4:34.0,Defensive rebound by E. Moreland,,85-111,,
4:22.0,D. Buycks makes 2-pt shot from 23 ft,2,87-111,,
4:02.0,,,87-113,2,C. Zeller makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
3:42.0,H. Ellenson misses 3-pt shot from 26 ft,,87-113,,
3:39.0,,,87-113,,Defensive rebound by C. Zeller
3:28.0,,,87-113,,Shooting foul by D. Buycks (drawn by M. Carter-Williams)
3:28.0,,,87-114,1,M. Carter-Williams makes free throw 1 of 2
3:28.0,,,87-114,,W. Hernangomez enters the game for C. Zeller
3:28.0,,,87-114,,M. Carter-Williams misses free throw 2 of 2
3:24.0,Defensive rebound by Team,,87-114,,
3:20.0,Jump ball: M. Carter-Williams vs. L. Galloway (E. Moreland gains possession),,,,Jump ball: M. Carter-Williams vs. L. Galloway (E. Moreland gains possession)
3:19.0,,,87-114,,Personal take foul by M. Monk (drawn by D. Buycks)
3:19.0,,,87-114,,D. Bacon enters the game for M. Carter-Williams
3:09.0,L. Galloway misses 3-pt shot from 26 ft,,87-114,,
3:06.0,,,87-114,,Defensive rebound by T. Graham
3:00.0,,,87-114,,W. Hernangomez misses 2-pt shot from 2 ft (block by E. Moreland)
3:00.0,,,87-114,,Offensive rebound by F. Kaminsky
2:53.0,,,87-114,,M. Monk misses 3-pt shot from 22 ft
2:49.0,Defensive rebound by E. Moreland,,87-114,,
2:41.0,H. Ellenson makes 2-pt shot from 1 ft (assist by L. Kennard),2,89-114,,
2:20.0,,,89-114,,W. Hernangomez misses 2-pt shot from 9 ft
2:16.0,Defensive rebound by E. Moreland,,89-114,,
2:04.0,D. Buycks makes 2-pt shot from 1 ft,2,91-114,,
1:52.0,,,91-114,,M. Monk misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by H. Ellenson,,91-114,,
1:47.0,H. Ellenson makes 2-pt shot from 1 ft,2,93-114,,
1:47.0,Shooting foul by F. Kaminsky (drawn by H. Ellenson),,93-114,,
1:47.0,H. Ellenson makes free throw 1 of 1,1,94-114,,
1:27.0,,,94-114,,T. Graham misses 2-pt shot from 2 ft
1:23.0,,,94-114,,Offensive rebound by T. Graham
1:23.0,,,94-114,,T. Graham misses 2-pt shot at rim
1:22.0,Defensive rebound by D. Buycks,,94-114,,
1:18.0,D. Buycks makes 2-pt shot from 1 ft,2,96-114,,
0:52.0,,,96-114,,M. Monk misses 2-pt shot from 10 ft
0:49.0,Defensive rebound by E. Moreland,,96-114,,
0:39.0,H. Ellenson makes 2-pt shot from 7 ft,2,98-114,,
0:21.0,,,98-114,,M. Monk misses 3-pt shot from 25 ft
0:19.0,,,98-114,,Offensive rebound by F. Kaminsky
