time,Washington,pts.away,score,pts.home,Charlotte
4:47.0,M. Morris enters the game for M. Scott,,107-98,,
4:34.0,M. Morris misses 3-pt shot from 27 ft,,107-98,,
4:34.0,,,107-98,,Defensive rebound by J. Lamb
4:25.0,,,107-100,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by J. Lamb)
4:05.0,J. Wall makes 2-pt shot from 17 ft,2,109-100,,
3:49.0,,,109-102,2,D. Howard makes 2-pt shot at rim (assist by K. Walker)
3:32.0,J. Wall makes 2-pt shot from 16 ft,2,111-102,,
3:14.0,,,111-102,,J. Lamb misses 3-pt shot from 22 ft
3:14.0,,,111-102,,Offensive rebound by F. Kaminsky
3:11.0,,,111-104,2,F. Kaminsky makes 2-pt shot from 3 ft
2:51.0,K. Oubre misses 2-pt shot from 5 ft,,111-104,,
2:51.0,,,111-104,,Defensive rebound by M. Kidd-Gilchrist
2:33.0,,,111-104,,F. Kaminsky misses 3-pt shot from 25 ft
2:32.0,,,111-104,,Offensive rebound by Team
2:32.0,Washington full timeout,,111-104,,
2:32.0,,,111-104,,M. Williams enters the game for F. Kaminsky
2:32.0,O. Porter enters the game for K. Oubre,,111-104,,
2:23.0,,,111-106,2,J. Lamb makes 2-pt shot from 16 ft (assist by M. Williams)
2:01.0,B. Beal misses 2-pt shot from 4 ft,,111-106,,
2:01.0,,,111-106,,Defensive rebound by D. Howard
1:55.0,,,111-106,,Shooting foul by J. Wall (drawn by K. Walker)
1:55.0,,,111-107,1,K. Walker makes free throw 1 of 2
1:55.0,,,111-108,1,K. Walker makes free throw 2 of 2
1:36.0,M. Morris makes 2-pt shot from 3 ft (assist by M. Gortat),2,113-108,,
1:23.0,,,113-108,,K. Walker misses 2-pt shot from 20 ft
1:21.0,,,113-108,,Offensive rebound by M. Williams
1:14.0,,,113-110,2,K. Walker makes 2-pt shot from 2 ft (assist by J. Lamb)
0:56.0,M. Morris misses 3-pt shot from 26 ft,,113-110,,
0:53.0,,,113-110,,Defensive rebound by M. Kidd-Gilchrist
0:45.0,,,113-110,,K. Walker misses 2-pt shot from 2 ft
0:43.0,Defensive rebound by M. Morris,,113-110,,
0:25.0,O. Porter misses 2-pt shot from 10 ft,,113-110,,
0:22.0,Offensive rebound by M. Gortat,,113-110,,
0:21.0,J. Wall misses 3-pt shot from 48 ft,,113-110,,
0:21.0,Offensive rebound by Team,,113-110,,
0:21.0,Turnover by Team (shot clock),,113-110,,
0:21.0,,,113-110,,Charlotte full timeout
0:21.0,,,113-110,,F. Kaminsky enters the game for M. Kidd-Gilchrist
0:17.0,,,113-112,2,K. Walker makes 2-pt shot at rim
0:10.0,,,113-112,,Personal foul by J. Lamb (drawn by J. Wall)
0:10.0,,,113-112,,M. Kidd-Gilchrist enters the game for F. Kaminsky
0:09.0,,,113-112,,Personal foul by J. Lamb (drawn by B. Beal)
0:09.0,B. Beal makes free throw 1 of 2,1,114-112,,
0:09.0,B. Beal misses free throw 2 of 2,,114-112,,
0:08.0,,,114-112,,Defensive rebound by K. Walker
0:08.0,,,114-112,,Charlotte full timeout
0:08.0,,,114-112,,F. Kaminsky enters the game for M. Kidd-Gilchrist
0:02.0,,,114-112,,Shooting foul by J. Wall (drawn by K. Walker)
0:02.0,,,114-113,1,K. Walker makes free throw 1 of 2
0:02.0,,,114-114,1,K. Walker makes free throw 2 of 2
0:02.0,Washington full timeout,,114-114,,
0:02.0,,,114-114,,C. Zeller enters the game for M. Williams
0:02.0,,,114-114,,M. Kidd-Gilchrist enters the game for J. Lamb
0:02.0,,,114-114,,M. Carter-Williams enters the game for F. Kaminsky
0:00.0,B. Beal misses 2-pt shot from 14 ft (block by D. Howard),,114-114,,
0:00.0,Offensive rebound by Team,,114-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: D. Howard vs. M. Gortat (J. Wall gains possession),,,,Jump ball: D. Howard vs. M. Gortat (J. Wall gains possession)
4:46.0,B. Beal misses 2-pt shot from 17 ft,,114-114,,
4:44.0,,,114-114,,Defensive rebound by M. Williams
4:22.0,,,114-116,2,D. Howard makes 2-pt shot from 1 ft
4:06.0,O. Porter misses 2-pt shot from 18 ft,,114-116,,
4:04.0,,,114-116,,Defensive rebound by D. Howard
3:56.0,,,114-116,,M. Williams misses 3-pt shot from 26 ft
3:51.0,Defensive rebound by M. Gortat,,114-116,,
3:42.0,J. Wall makes 2-pt shot from 3 ft,2,116-116,,
3:20.0,,,116-119,3,K. Walker makes 3-pt shot from 25 ft
2:57.0,M. Morris misses 2-pt shot from 12 ft (block by J. Lamb),,116-119,,
2:55.0,,,116-119,,Defensive rebound by J. Lamb
2:50.0,,,116-121,2,J. Lamb makes 2-pt shot at rim
2:50.0,Washington full timeout,,116-121,,
2:40.0,J. Wall makes 2-pt shot from 2 ft,2,118-121,,
2:16.0,,,118-121,,J. Lamb misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by M. Morris,,118-121,,
2:10.0,Shooting foul by M. Kidd-Gilchrist (drawn by B. Beal),,118-121,,
2:10.0,B. Beal misses free throw 1 of 2,,118-121,,
2:10.0,Offensive rebound by Team,,118-121,,
2:10.0,B. Beal makes free throw 2 of 2,1,119-121,,
1:59.0,,,119-121,,K. Walker misses 2-pt shot from 2 ft (block by J. Wall)
1:56.0,,,119-121,,Offensive rebound by K. Walker
1:55.0,,,119-123,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
1:55.0,,,119-123,,Shooting foul by M. Morris (drawn by M. Kidd-Gilchrist)
1:55.0,,,119-123,,M. Kidd-Gilchrist misses free throw 1 of 1
1:52.0,Defensive rebound by O. Porter,,119-123,,
1:43.0,J. Wall misses 3-pt shot from 27 ft,,119-123,,
1:40.0,,,119-123,,Defensive rebound by J. Lamb
1:24.0,,,119-125,2,J. Lamb makes 2-pt shot from 15 ft (assist by D. Howard)
1:24.0,Washington full timeout,,119-125,,
1:18.0,O. Porter makes 3-pt shot from 26 ft,3,122-125,,
0:55.0,,,122-125,,J. Lamb misses 2-pt shot from 17 ft
0:54.0,,,122-125,,Offensive rebound by D. Howard
0:54.0,,,122-127,2,D. Howard makes 2-pt shot at rim
0:42.0,Turnover by B. Beal (out of bounds lost ball),,122-127,,
0:42.0,,,122-127,,F. Kaminsky enters the game for M. Williams
0:38.0,Personal foul by B. Beal (drawn by F. Kaminsky),,122-127,,
0:38.0,,,122-128,1,F. Kaminsky makes free throw 1 of 2
0:38.0,,,122-128,,M. Carter-Williams enters the game for M. Kidd-Gilchrist
0:38.0,,,122-129,1,F. Kaminsky makes free throw 2 of 2
0:22.0,Turnover by O. Porter (bad pass; steal by M. Carter-Williams),,122-129,,
0:22.0,,,122-129,,Turnover by Team (bad pass)
0:07.0,J. Wall makes 2-pt shot from 2 ft,2,124-129,,
