time,Phoenix,pts.away,score,pts.home,San Antonio
2:30.0,,,90-110,,B. Forbes misses 2-pt shot from 1 ft
2:27.0,Defensive rebound by A. Len,,90-110,,
2:13.0,Turnover by T. Ulis (lost ball; steal by D. Murray),,90-110,,
2:01.0,,,90-110,,D. Murray misses 2-pt shot from 18 ft
1:57.0,Defensive rebound by J. Dudley,,90-110,,
1:47.0,Turnover by J. Jackson (lost ball; steal by B. Paul),,90-110,,
1:40.0,,,90-110,,B. Forbes misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by J. Jackson,,90-110,,
1:28.0,J. Jackson makes 3-pt shot from 27 ft (assist by D. Jones),3,93-110,,
1:15.0,,,93-110,,Turnover by D. Hilliard (traveling)
1:03.0,D. Jones makes 2-pt shot at rim (assist by J. Dudley),2,95-110,,
0:46.0,,,95-110,,D. Murray misses 2-pt shot from 2 ft
0:43.0,Defensive rebound by J. Jackson,,95-110,,
0:42.0,Turnover by J. Jackson (bad pass),,95-110,,
0:25.0,,,95-112,2,B. Forbes makes 2-pt shot from 18 ft
0:19.0,Offensive foul by A. Len (drawn by B. Paul),,95-112,,
0:19.0,Turnover by A. Len (offensive foul),,95-112,,
