time,Indiana,pts.away,score,pts.home,Orlando
7:00.0,,,88-81,,A. Gordon misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by C. Joseph,,88-81,,
6:52.0,C. Joseph makes 2-pt shot from 2 ft,2,90-81,,
6:35.0,,,90-81,,J. Simmons misses 2-pt shot from 7 ft
6:31.0,Defensive rebound by M. Turner,,90-81,,
6:20.0,T. Young misses 3-pt shot from 24 ft,,90-81,,
6:17.0,,,90-81,,Defensive rebound by T. Ross
5:54.0,,,90-81,,A. Gordon misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by D. Collison,,90-81,,
5:41.0,T. Young misses 2-pt shot from 6 ft,,90-81,,
5:41.0,,,90-81,,Defensive rebound by B. Biyombo
5:34.0,,,90-81,,Shooting foul by D. Collison (drawn by D. Augustin)
5:34.0,,,90-81,,D. Augustin misses free throw 1 of 2
5:34.0,,,90-81,,Offensive rebound by Team
5:34.0,,,90-81,,E. Fournier enters the game for T. Ross
5:34.0,V. Oladipo enters the game for L. Stephenson,,90-81,,
5:34.0,B. Bogdanovic enters the game for C. Joseph,,90-81,,
5:34.0,,,90-82,1,D. Augustin makes free throw 2 of 2
5:20.0,T. Young misses 2-pt shot from 8 ft,,90-82,,
5:20.0,,,90-82,,Defensive rebound by D. Augustin
5:20.0,Personal foul by V. Oladipo (drawn by D. Augustin),,90-82,,
5:07.0,,,90-82,,Turnover by A. Gordon (lost ball; steal by D. Collison)
5:04.0,Turnover by D. Collison (bad pass),,90-82,,
4:46.0,,,90-82,,D. Augustin misses 3-pt shot from 23 ft
4:43.0,,,90-82,,Offensive rebound by J. Simmons
4:43.0,Personal foul by V. Oladipo (drawn by J. Simmons),,90-82,,
4:43.0,L. Stephenson enters the game for V. Oladipo,,90-82,,
4:32.0,,,90-82,,B. Biyombo misses 2-pt shot from 4 ft
4:31.0,,,90-82,,Offensive rebound by B. Biyombo
4:31.0,Personal foul by M. Turner (drawn by B. Biyombo),,90-82,,
4:31.0,,,90-82,,B. Biyombo misses free throw 1 of 2
4:31.0,,,90-82,,Offensive rebound by Team
4:31.0,,,90-82,,B. Biyombo misses free throw 2 of 2
4:27.0,Defensive rebound by B. Bogdanovic,,90-82,,
4:11.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by D. Collison),3,93-82,,
4:11.0,,,93-82,,Orlando full timeout
4:11.0,,,93-82,,N. Vucevic enters the game for B. Biyombo
4:11.0,,,93-82,,E. Payton enters the game for D. Augustin
3:52.0,,,93-82,,E. Fournier misses 2-pt shot from 17 ft
3:48.0,Defensive rebound by L. Stephenson,,93-82,,
3:37.0,M. Turner misses 2-pt shot from 2 ft,,93-82,,
3:34.0,,,93-82,,Defensive rebound by A. Gordon
3:32.0,,,93-82,,Shooting foul by T. Young (drawn by J. Simmons)
3:32.0,,,93-83,1,J. Simmons makes free throw 1 of 2
3:32.0,,,93-84,1,J. Simmons makes free throw 2 of 2
3:32.0,Indiana full timeout,,93-84,,
3:32.0,V. Oladipo enters the game for L. Stephenson,,93-84,,
3:13.0,T. Young makes 2-pt shot from 6 ft (assist by D. Collison),2,95-84,,
2:55.0,,,95-87,3,A. Gordon makes 3-pt shot from 23 ft (assist by E. Fournier)
2:39.0,D. Collison misses 2-pt shot from 16 ft,,95-87,,
2:36.0,,,95-87,,Defensive rebound by A. Gordon
2:16.0,,,95-87,,E. Payton misses 2-pt shot from 16 ft
2:13.0,Defensive rebound by M. Turner,,95-87,,
1:57.0,D. Collison misses 3-pt shot from 23 ft,,95-87,,
1:53.0,,,95-87,,Defensive rebound by A. Gordon
1:49.0,,,95-90,3,E. Fournier makes 3-pt shot from 23 ft (assist by E. Payton)
1:34.0,V. Oladipo makes 2-pt shot from 14 ft,2,97-90,,
1:34.0,Shooting foul by N. Vucevic (drawn by V. Oladipo),,97-90,,
1:34.0,D. Sabonis enters the game for M. Turner,,97-90,,
1:34.0,V. Oladipo makes free throw 1 of 1,1,98-90,,
1:24.0,,,98-93,3,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton)
1:10.0,V. Oladipo misses 2-pt shot from 20 ft,,98-93,,
1:07.0,,,98-93,,Defensive rebound by A. Gordon
0:49.0,,,98-95,2,A. Gordon makes 2-pt shot from 16 ft
0:49.0,Indiana full timeout,,98-95,,
0:32.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by V. Oladipo),3,101-95,,
0:24.0,,,101-95,,N. Vucevic misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by V. Oladipo,,101-95,,
0:16.0,,,101-95,,Personal foul by J. Simmons (drawn by V. Oladipo)
0:16.0,V. Oladipo makes free throw 1 of 2,1,102-95,,
0:16.0,V. Oladipo makes free throw 2 of 2,1,103-95,,
0:16.0,,,103-95,,Orlando full timeout
0:10.0,,,103-97,2,N. Vucevic makes 2-pt shot from 21 ft (assist by E. Fournier)
0:07.0,,,103-97,,Personal foul by E. Fournier (drawn by D. Collison)
0:07.0,D. Collison makes free throw 1 of 2,1,104-97,,
0:07.0,,,104-97,,D. Augustin enters the game for E. Payton
0:07.0,C. Joseph enters the game for D. Sabonis,,104-97,,
0:07.0,D. Collison makes free throw 2 of 2,1,105-97,,
0:04.0,,,105-97,,E. Fournier misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by D. Collison,,105-97,,
