time,Chicago,pts.away,score,pts.home,Atlanta
3:30.0,,,116-109,3,M. Muscala makes 3-pt shot from 23 ft (assist by J. Magette)
3:18.0,,,116-109,,Personal foul by I. Taylor (drawn by D. Valentine)
3:07.0,D. Valentine misses 2-pt shot from 18 ft,,116-109,,
3:04.0,,,116-109,,Defensive rebound by M. Muscala
3:02.0,,,116-109,,Turnover by M. Muscala (bad pass; steal by K. Dunn)
2:50.0,B. Portis makes 2-pt shot from 22 ft (assist by K. Dunn),2,118-109,,
2:32.0,,,118-109,,I. Taylor misses 2-pt shot from 2 ft (block by L. Markkanen)
2:27.0,Defensive rebound by B. Portis,,118-109,,
2:23.0,Z. LaVine misses 3-pt shot from 22 ft,,118-109,,
2:20.0,,,118-109,,Defensive rebound by M. Muscala
2:15.0,,,118-112,3,T. Waller-Prince makes 3-pt shot from 25 ft
1:48.0,D. Valentine misses 2-pt shot from 1 ft,,118-112,,
1:44.0,,,118-112,,Defensive rebound by D. Dedmon
1:38.0,Personal foul by D. Valentine (drawn by T. Waller-Prince),,118-112,,
1:38.0,,,118-112,,T. Dorsey enters the game for I. Taylor
1:26.0,,,118-115,3,T. Waller-Prince makes 3-pt shot from 25 ft
1:26.0,D. Nwaba enters the game for D. Valentine,,118-115,,
1:14.0,K. Dunn makes 2-pt shot from 9 ft,2,120-115,,
1:04.0,,,120-117,2,T. Waller-Prince makes 2-pt shot at rim
0:44.0,Shooting foul by T. Waller-Prince (drawn by L. Markkanen),,120-117,,
0:44.0,L. Markkanen makes free throw 1 of 2,1,121-117,,
0:44.0,,,121-117,,I. Taylor enters the game for J. Magette
0:44.0,L. Markkanen makes free throw 2 of 2,1,122-117,,
0:38.0,,,122-117,,D. Dedmon misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by Team,,122-117,,
0:28.0,,,122-117,,Personal foul by I. Taylor (drawn by K. Dunn)
0:28.0,K. Dunn makes free throw 1 of 2,1,123-117,,
0:28.0,K. Dunn misses free throw 2 of 2,,123-117,,
0:26.0,,,123-117,,Defensive rebound by D. Dedmon
0:22.0,Personal foul by K. Dunn (drawn by I. Taylor),,123-117,,
0:22.0,,,123-118,1,I. Taylor makes free throw 1 of 2
0:22.0,,,123-118,,I. Taylor misses free throw 2 of 2
0:20.0,Defensive rebound by L. Markkanen,,123-118,,
0:20.0,,,123-118,,Personal take foul by M. Muscala (drawn by L. Markkanen)
0:20.0,L. Markkanen makes free throw 1 of 2,1,124-118,,
0:20.0,L. Markkanen makes free throw 2 of 2,1,125-118,,
0:20.0,,,125-118,,Atlanta full timeout
0:18.0,,,125-121,3,T. Waller-Prince makes 3-pt shot from 24 ft (assist by D. Dedmon)
0:18.0,,,125-121,,Shooting foul by D. Nwaba (drawn by T. Waller-Prince)
0:18.0,,,125-122,1,T. Waller-Prince makes free throw 1 of 1
0:17.0,,,125-122,,Personal take foul by T. Dorsey (drawn by Z. LaVine)
0:17.0,Z. LaVine makes free throw 1 of 2,1,126-122,,
0:17.0,Z. LaVine makes free throw 2 of 2,1,127-122,,
0:13.0,,,127-122,,T. Dorsey misses 3-pt shot from 24 ft
0:09.0,Defensive rebound by B. Portis,,127-122,,
0:09.0,,,127-122,,Personal take foul by I. Taylor (drawn by Z. LaVine)
0:09.0,Z. LaVine makes free throw 1 of 2,1,128-122,,
0:09.0,Z. LaVine makes free throw 2 of 2,1,129-122,,
0:05.0,,,129-122,,T. Waller-Prince misses 3-pt shot from 28 ft
0:05.0,Defensive rebound by B. Portis,,129-122,,
