time,Cleveland,pts.away,score,pts.home,Brooklyn
3:47.0,,,96-97,3,A. Crabbe makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
3:46.0,Cleveland full timeout,,96-97,,
3:25.0,L. James makes 2-pt shot from 8 ft,2,98-97,,
3:07.0,,,98-97,,A. Crabbe misses 2-pt shot from 16 ft (block by K. Korver)
3:03.0,Defensive rebound by J. Green,,98-97,,
2:46.0,J. Green misses 3-pt shot from 22 ft,,98-97,,
2:44.0,Offensive rebound by K. Love,,98-97,,
2:44.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Love),,98-97,,
2:44.0,K. Love makes free throw 1 of 2,1,99-97,,
2:44.0,K. Love makes free throw 2 of 2,1,100-97,,
2:23.0,,,100-100,3,S. Dinwiddie makes 3-pt shot from 25 ft (assist by R. Hollis-Jefferson)
2:06.0,K. Korver makes 3-pt shot from 27 ft (assist by L. James),3,103-100,,
1:52.0,,,103-103,3,D. Carroll makes 3-pt shot from 22 ft (assist by S. Dinwiddie)
1:42.0,K. Love misses 3-pt shot from 26 ft,,103-103,,
1:37.0,,,103-103,,Defensive rebound by A. Crabbe
1:32.0,Personal foul by J. Smith (drawn by S. Dinwiddie),,103-103,,
1:32.0,T. Thompson enters the game for K. Love,,103-103,,
1:17.0,,,103-103,,D. Carroll misses 3-pt shot from 28 ft
1:15.0,,,103-103,,Offensive rebound by Team
1:15.0,,,103-103,,Turnover by Team (turnover)
1:15.0,Cleveland full timeout,,103-103,,
1:15.0,K. Love enters the game for T. Thompson,,103-103,,
1:03.0,,,103-103,,Personal foul by T. Booker (drawn by K. Love)
1:03.0,K. Love misses free throw 1 of 2,,103-103,,
1:03.0,Offensive rebound by Team,,103-103,,
1:03.0,,,103-103,,Q. Acy enters the game for T. Booker
1:03.0,K. Love makes free throw 2 of 2,1,104-103,,
0:43.0,,,104-106,3,S. Dinwiddie makes 3-pt shot from 30 ft
0:33.0,J. Smith misses 3-pt shot from 27 ft,,104-106,,
0:30.0,,,104-106,,Defensive rebound by S. Dinwiddie
0:26.0,,,104-108,2,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by S. Dinwiddie)
0:26.0,Cleveland full timeout,,104-108,,
0:26.0,,,104-108,,T. Booker enters the game for Q. Acy
0:25.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,107-108,,
0:16.0,,,107-108,,Shooting foul by J. Green (drawn by R. Hollis-Jefferson)
0:16.0,,,107-109,1,R. Hollis-Jefferson makes free throw 1 of 2
0:16.0,,,107-109,,R. Hollis-Jefferson misses free throw 2 of 2
0:16.0,,,107-109,,Offensive rebound by T. Booker
0:16.0,,,107-109,,Shooting foul by K. Korver (drawn by T. Booker)
0:09.0,,,107-109,,T. Booker misses free throw 1 of 2
0:09.0,,,107-109,,Offensive rebound by Team
0:09.0,,,107-109,,T. Booker misses free throw 2 of 2
0:07.0,Defensive rebound by J. Smith,,107-109,,
0:07.0,Shooting foul by D. Carroll (drawn by L. James),,107-109,,
0:07.0,L. James misses free throw 1 of 2,,107-109,,
0:07.0,Offensive rebound by Team,,107-109,,
0:07.0,T. Thompson enters the game for K. Love,,107-109,,
0:07.0,I. Shumpert enters the game for K. Korver,,107-109,,
0:07.0,K. Love enters the game for J. Green,,107-109,,
0:07.0,L. James misses free throw 2 of 2,,107-109,,
0:04.0,Offensive rebound by K. Love,,107-109,,
0:04.0,K. Love misses 2-pt shot at rim,,107-109,,
0:04.0,,,107-109,,Defensive rebound by D. Carroll
0:04.0,Personal foul by J. Smith (drawn by D. Carroll),,107-109,,
0:04.0,,,107-109,,D. Carroll misses free throw 1 of 2
0:04.0,,,107-109,,Offensive rebound by Team
0:04.0,J. Green enters the game for I. Shumpert,,107-109,,
0:04.0,K. Korver enters the game for T. Thompson,,107-109,,
0:04.0,,,107-110,1,D. Carroll makes free throw 2 of 2
0:03.0,Jump ball: D. Carroll vs. L. James,,,,Jump ball: D. Carroll vs. L. James
0:03.0,Turnover by L. James (turnover; steal by D. Carroll),,107-110,,
0:03.0,,,107-110,,Brooklyn full timeout
0:03.0,,,107-110,,J. Harris enters the game for T. Booker
0:03.0,I. Shumpert enters the game for K. Love,,107-110,,
0:03.0,T. Thompson enters the game for K. Korver,,107-110,,
0:02.0,Personal foul by J. Green (drawn by S. Dinwiddie),,107-110,,
0:02.0,,,107-111,1,S. Dinwiddie makes free throw 1 of 2
0:02.0,,,107-111,,T. Booker enters the game for J. Harris
0:02.0,,,107-112,1,S. Dinwiddie makes free throw 2 of 2
