time,Detroit,pts.away,score,pts.home,Indiana
1:25.0,,,97-102,,Defensive rebound by L. Stephenson
1:09.0,,,97-104,2,D. Sabonis makes 2-pt shot at rim (assist by V. Oladipo)
1:09.0,Detroit full timeout,,97-104,,
1:09.0,L. Galloway enters the game for S. Johnson,,97-104,,
1:03.0,R. Jackson misses 2-pt shot from 1 ft,,97-104,,
0:59.0,Offensive rebound by A. Drummond,,97-104,,
0:59.0,A. Drummond misses 2-pt shot at rim,,97-104,,
0:59.0,,,97-104,,Defensive rebound by D. Sabonis
0:58.0,Personal take foul by R. Jackson (drawn by L. Stephenson),,97-104,,
0:58.0,,,97-104,,L. Stephenson misses free throw 1 of 2
0:58.0,,,97-104,,Offensive rebound by Team
0:58.0,,,97-105,1,L. Stephenson makes free throw 2 of 2
0:48.0,A. Bradley makes 3-pt shot from 26 ft (assist by R. Jackson),3,100-105,,
0:47.0,,,100-105,,Indiana full timeout
0:47.0,,,100-105,,C. Joseph enters the game for L. Stephenson
0:47.0,,,100-105,,B. Bogdanovic enters the game for T. Young
0:47.0,S. Johnson enters the game for T. Harris,,100-105,,
0:47.0,I. Smith enters the game for L. Galloway,,100-105,,
0:29.0,,,100-105,,V. Oladipo misses 2-pt shot from 3 ft (block by S. Johnson)
0:26.0,,,100-105,,Offensive rebound by D. Sabonis
0:25.0,,,100-107,2,D. Collison makes 2-pt shot from 12 ft
0:24.0,Detroit full timeout,,100-107,,
0:24.0,,,100-107,,T. Young enters the game for B. Bogdanovic
0:24.0,L. Galloway enters the game for S. Johnson,,100-107,,
0:24.0,T. Harris enters the game for I. Smith,,100-107,,
0:19.0,Offensive foul by A. Drummond (drawn by T. Young),,100-107,,
0:19.0,Turnover by A. Drummond (offensive foul),,100-107,,
