time,Milwaukee,pts.away,score,pts.home,New York
2:31.0,Defensive rebound by J. Parker,,103-95,,
2:18.0,J. Parker makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,106-95,,
1:54.0,,,106-97,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by F. Ntilikina)
1:33.0,E. Bledsoe makes 3-pt shot from 26 ft (assist by J. Parker),3,109-97,,
1:18.0,,,109-99,2,M. Beasley makes 2-pt shot from 1 ft
1:09.0,K. Middleton makes 2-pt shot from 1 ft (assist by J. Henson),2,111-99,,
1:05.0,,,111-102,3,C. Lee makes 3-pt shot from 25 ft (assist by T. Burke)
0:51.0,J. Parker makes 2-pt shot at rim (assist by K. Middleton),2,113-102,,
0:51.0,,,113-102,,New York full timeout
0:51.0,,,113-102,,I. Hicks enters the game for M. Beasley
0:47.0,,,113-102,,K. O'Quinn misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by J. Henson,,113-102,,
0:30.0,K. Middleton makes 2-pt shot at rim (assist by E. Bledsoe),2,115-102,,
0:12.0,,,115-102,,K. O'Quinn misses 2-pt shot from 2 ft
0:11.0,Defensive rebound by J. Parker,,115-102,,
