time,Memphis,pts.away,score,pts.home,New Orleans
5:19.0,,,85-116,,Turnover by D. Miller (bad pass)
5:19.0,,,85-116,,L. Drew enters the game for R. Rondo
4:59.0,K. Simmons misses 2-pt shot from 14 ft,,85-116,,
4:59.0,,,85-116,,Defensive rebound by N. Mirotic
4:46.0,,,85-116,,C. Diallo misses 2-pt shot from 18 ft
4:46.0,Defensive rebound by I. Rabb,,85-116,,
4:34.0,J. Martin makes 2-pt shot at rim (assist by M. Brooks),2,87-116,,
4:22.0,,,87-119,3,N. Mirotic makes 3-pt shot from 25 ft (assist by L. Drew)
4:05.0,J. Martin makes 3-pt shot from 26 ft (assist by M. Brooks),3,90-119,,
4:02.0,,,90-119,,New Orleans full timeout
4:02.0,,,90-119,,D. Liggins enters the game for N. Mirotic
4:02.0,,,90-119,,E. Okafor enters the game for D. Miller
4:02.0,D. Davis enters the game for I. Rabb,,90-119,,
3:50.0,,,90-119,,L. Drew misses 2-pt shot at rim
3:48.0,,,90-119,,Offensive rebound by C. Diallo
3:45.0,,,90-119,,L. Drew misses 3-pt shot from 23 ft
3:43.0,Defensive rebound by M. Henry,,90-119,,
3:31.0,J. Martin makes 3-pt shot from 26 ft (assist by M. Brooks),3,93-119,,
3:08.0,,,93-119,,C. Diallo misses 2-pt shot from 1 ft
3:05.0,Defensive rebound by D. Davis,,93-119,,
2:57.0,Violation by D. Davis (kicked ball),,93-119,,
2:37.0,,,93-121,2,E. Okafor makes 2-pt shot at rim (assist by C. Diallo)
2:20.0,K. Simmons misses 3-pt shot from 23 ft,,93-121,,
2:16.0,,,93-121,,Defensive rebound by E. Okafor
2:04.0,,,93-121,,S. Hill misses 3-pt shot from 23 ft
2:03.0,Defensive rebound by M. Henry,,93-121,,
2:03.0,I. Rabb enters the game for J. Martin,,93-121,,
2:03.0,Memphis full timeout,,93-121,,
1:49.0,Turnover by I. Rabb (bad pass; steal by E. Okafor),,93-121,,
1:42.0,,,93-121,,Turnover by E. Okafor (bad pass; steal by M. Brooks)
1:40.0,I. Rabb makes 2-pt shot at rim (assist by K. Simmons),2,95-121,,
1:30.0,Violation by M. Henry (kicked ball),,95-121,,
1:23.0,,,95-123,2,C. Diallo makes 2-pt shot at rim (assist by L. Drew)
1:10.0,I. Rabb misses 2-pt shot from 20 ft,,95-123,,
1:07.0,Offensive rebound by D. Davis,,95-123,,
1:06.0,D. Davis misses 2-pt shot from 2 ft,,95-123,,
1:03.0,,,95-123,,Defensive rebound by E. Okafor
1:01.0,,,95-123,,Turnover by E. Okafor (lost ball; steal by D. Davis)
0:57.0,M. Brooks misses 3-pt shot from 25 ft,,95-123,,
0:55.0,,,95-123,,Defensive rebound by E. Okafor
0:49.0,,,95-123,,Turnover by C. Diallo (lost ball; steal by M. Henry)
0:44.0,M. Henry misses 2-pt shot at rim,,95-123,,
0:37.0,,,95-123,,Defensive rebound by E. Okafor
0:35.0,,,95-123,,D. Liggins misses 3-pt shot from 23 ft
0:35.0,Defensive rebound by M. Brooks,,95-123,,
0:29.0,M. Brooks misses 2-pt shot from 14 ft,,95-123,,
0:26.0,,,95-123,,Defensive rebound by E. Okafor
0:04.0,,,95-123,,Turnover by Team (shot clock)
0:00.0,K. Simmons misses 3-pt shot from 34 ft,,95-123,,
0:00.0,Offensive rebound by Team,,95-123,,
