time,Memphis,pts.away,score,pts.home,Dallas
5:30.0,,,74-97,,Dallas full timeout
5:30.0,B. Johnson enters the game for B. McLemore,,74-97,,
5:11.0,,,74-100,3,M. Kleber makes 3-pt shot from 26 ft (assist by Y. Ferrell)
4:42.0,K. Simmons makes 2-pt shot from 4 ft,2,76-100,,
4:26.0,,,76-100,,D. McDermott misses 2-pt shot from 17 ft
4:24.0,Defensive rebound by K. Simmons,,76-100,,
4:17.0,D. Davis misses 2-pt shot from 12 ft,,76-100,,
4:11.0,Offensive rebound by B. Johnson,,76-100,,
4:10.0,B. Johnson makes 2-pt shot from 3 ft,2,78-100,,
3:57.0,,,78-102,2,Y. Ferrell makes 2-pt shot from 14 ft (assist by K. Collinsworth)
3:31.0,Turnover by K. Simmons (bad pass; steal by K. Collinsworth),,78-102,,
3:26.0,,,78-104,2,D. Powell makes 2-pt shot at rim (assist by K. Collinsworth)
3:15.0,X. Rathan-Mayes misses 3-pt shot from 26 ft,,78-104,,
3:12.0,,,78-104,,Defensive rebound by D. McDermott
3:02.0,,,78-104,,Turnover by Y. Ferrell (bad pass)
3:02.0,,,78-104,,Dallas full timeout
2:39.0,X. Rathan-Mayes misses 2-pt shot from 14 ft,,78-104,,
2:36.0,Offensive rebound by K. Simmons,,78-104,,
2:35.0,K. Simmons misses 2-pt shot from 2 ft,,78-104,,
2:35.0,,,78-104,,Defensive rebound by D. McDermott
2:20.0,,,78-107,3,D. McDermott makes 3-pt shot from 24 ft (assist by D. Powell)
1:55.0,B. Johnson makes 2-pt shot from 10 ft (assist by K. Simmons),2,80-107,,
1:40.0,,,80-107,,Shooting foul by D. Davis (drawn by D. Powell)
1:40.0,,,80-108,1,D. Powell makes free throw 1 of 2
1:40.0,,,80-109,1,D. Powell makes free throw 2 of 2
1:22.0,B. Johnson misses 2-pt shot from 2 ft,,80-109,,
1:20.0,,,80-109,,Defensive rebound by M. Kleber
1:08.0,,,80-112,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by D. Powell)
1:00.0,K. Simmons misses 2-pt shot from 13 ft,,80-112,,
0:57.0,,,80-112,,Defensive rebound by K. Collinsworth
0:43.0,,,80-114,2,D. McDermott makes 2-pt shot from 5 ft (assist by D. Powell)
0:31.0,I. Rabb misses 2-pt shot from 20 ft,,80-114,,
0:29.0,,,80-114,,Defensive rebound by D. Powell
0:08.0,,,80-114,,Turnover by Team (shot clock)
