time,San Antonio,pts.away,score,pts.home,New Orleans
4:21.0,,,84-106,,C. Diallo enters the game for R. Rondo
4:21.0,,,84-106,,I. Clark enters the game for A. Davis
4:07.0,,,84-108,2,J. Holiday makes 2-pt shot from 8 ft
3:54.0,D. Bertans misses 3-pt shot from 27 ft,,84-108,,
3:49.0,,,84-108,,Defensive rebound by N. Mirotic
3:40.0,,,84-108,,Turnover by J. Holiday (lost ball; steal by D. Murray)
3:35.0,B. Paul makes 2-pt shot from 5 ft (assist by D. Murray),2,86-108,,
3:24.0,,,86-110,2,J. Holiday makes 2-pt shot from 4 ft
3:24.0,,,86-110,,Shooting foul by D. Murray (drawn by J. Holiday)
3:24.0,,,86-111,1,J. Holiday makes free throw 1 of 1
3:23.0,,,86-111,,Personal foul by J. Holiday (drawn by D. Murray)
3:23.0,,,86-111,,J. Crawford enters the game for J. Holiday
3:23.0,D. Murray makes free throw 1 of 2,1,87-111,,
3:23.0,D. Murray makes free throw 2 of 2,1,88-111,,
3:10.0,,,88-111,,J. Crawford misses 2-pt shot from 7 ft
3:07.0,Defensive rebound by B. Paul,,88-111,,
3:01.0,D. Murray makes 2-pt shot from 9 ft,2,90-111,,
2:49.0,,,90-111,,I. Clark misses 2-pt shot from 19 ft
2:47.0,Defensive rebound by D. Bertans,,90-111,,
2:36.0,B. Paul makes 2-pt shot from 4 ft (assist by J. Lauvergne),2,92-111,,
2:31.0,,,92-111,,New Orleans full timeout
2:31.0,,,92-111,,D. Liggins enters the game for N. Mirotic
2:20.0,,,92-114,3,I. Clark makes 3-pt shot from 26 ft (assist by D. Liggins)
2:03.0,D. Murray misses 2-pt shot from 14 ft,,92-114,,
1:58.0,Offensive rebound by J. Lauvergne,,92-114,,
1:58.0,J. Lauvergne makes 2-pt shot at rim,2,94-114,,
1:50.0,,,94-116,2,D. Miller makes 2-pt shot from 18 ft
1:39.0,B. Forbes misses 3-pt shot from 27 ft,,94-116,,
1:35.0,,,94-116,,Defensive rebound by C. Diallo
1:28.0,,,94-118,2,I. Clark makes 2-pt shot from 7 ft
1:19.0,B. Paul makes 2-pt shot from 6 ft (assist by J. Lauvergne),2,96-118,,
1:10.0,,,96-120,2,J. Crawford makes 2-pt shot from 9 ft
1:05.0,,,96-120,,Personal foul by D. Liggins (drawn by D. Murray)
1:05.0,D. Murray makes free throw 1 of 2,1,97-120,,
1:05.0,,,97-120,,C. Cooke enters the game for I. Clark
1:05.0,D. Murray makes free throw 2 of 2,1,98-120,,
0:58.0,,,98-120,,C. Cooke misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by D. Bertans,,98-120,,
0:40.0,J. Lauvergne misses 2-pt shot from 18 ft,,98-120,,
0:37.0,,,98-120,,Defensive rebound by J. Crawford
0:24.0,,,98-122,2,C. Diallo makes 2-pt shot from 20 ft (assist by J. Crawford)
