time,Sacramento,pts.away,score,pts.home,New Orleans
3:42.0,Defensive rebound by D. Fox,,104-99,,
3:40.0,,,104-99,,Personal foul by J. Holiday (drawn by D. Fox)
3:40.0,,,104-99,,I. Clark enters the game for J. Holiday
3:30.0,Z. Randolph misses 2-pt shot from 7 ft (block by O. Asik),,104-99,,
3:27.0,Offensive rebound by Z. Randolph,,104-99,,
3:24.0,G. Hill makes 3-pt shot from 24 ft (assist by G. Temple),3,107-99,,
3:17.0,,,107-99,,New Orleans full timeout
3:17.0,,,107-99,,J. Holiday enters the game for E. Moore
3:04.0,,,107-99,,Turnover by I. Clark (bad pass; steal by G. Temple)
2:44.0,K. Koufos makes 2-pt shot from 1 ft (assist by G. Temple),2,109-99,,
2:31.0,,,109-101,2,J. Holiday makes 2-pt shot from 9 ft
2:19.0,Turnover by D. Fox (bad pass),,109-101,,
2:05.0,,,109-103,2,A. Davis makes 2-pt shot from 10 ft
1:43.0,Z. Randolph misses 2-pt shot from 18 ft,,109-103,,
1:39.0,,,109-103,,Defensive rebound by I. Clark
1:33.0,,,109-103,,J. Nelson misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by Z. Randolph,,109-103,,
1:10.0,Z. Randolph makes 2-pt shot from 7 ft,2,111-103,,
1:10.0,Shooting foul by O. Asik (drawn by Z. Randolph),,111-103,,
1:10.0,Z. Randolph makes free throw 1 of 1,1,112-103,,
1:01.0,,,112-103,,Turnover by J. Holiday (bad pass)
0:48.0,K. Koufos makes 2-pt shot from 8 ft (assist by D. Fox),2,114-103,,
0:37.0,,,114-103,,Turnover by A. Davis (traveling)
0:16.0,K. Koufos misses 2-pt shot from 1 ft (block by A. Davis),,114-103,,
0:15.0,Offensive rebound by Team,,114-103,,
0:15.0,,,114-103,,C. Diallo enters the game for A. Davis
