time,Portland,pts.away,score,pts.home,Phoenix
6:52.0,,,115-60,,Personal foul by M. James (drawn by M. Leonard)
6:52.0,,,115-60,,Personal foul by M. Chriss (drawn by P. Connaughton)
6:52.0,P. Connaughton makes free throw 1 of 1,1,116-60,,
6:52.0,,,116-60,,D. Bender enters the game for M. Chriss
6:44.0,Shooting foul by J. Jackson (drawn by M. Leonard),,116-60,,
6:44.0,M. Leonard makes free throw 1 of 2,1,117-60,,
6:44.0,M. Leonard makes free throw 2 of 2,1,118-60,,
6:32.0,,,118-60,,Turnover by M. James (bad pass; steal by S. Napier)
6:19.0,Turnover by S. Napier (bad pass; steal by M. James),,118-60,,
6:16.0,,,118-60,,Turnover by D. Bender (bad pass; steal by J. Layman)
6:02.0,Turnover by C. Swanigan (step out of bounds),,118-60,,
5:48.0,,,118-62,2,M. James makes 2-pt shot from 10 ft
5:33.0,P. Connaughton misses 3-pt shot from 26 ft,,118-62,,
5:33.0,,,118-62,,Defensive rebound by M. James
5:26.0,,,118-65,3,M. James makes 3-pt shot from 26 ft
5:10.0,Offensive foul by M. Leonard (drawn by D. Jones),,118-65,,
5:10.0,Turnover by M. Leonard (offensive foul),,118-65,,
4:58.0,,,118-67,2,M. James makes 2-pt shot from 1 ft
4:42.0,J. Layman misses 2-pt shot from 21 ft,,118-67,,
4:38.0,,,118-67,,Defensive rebound by D. Jones
4:34.0,,,118-67,,M. James misses 3-pt shot from 31 ft
4:31.0,Defensive rebound by S. Napier,,118-67,,
4:21.0,C. Swanigan makes 2-pt shot from 2 ft (assist by S. Napier),2,120-67,,
3:58.0,,,120-67,,M. James misses 2-pt shot from 3 ft
3:58.0,Defensive rebound by Team,,120-67,,
3:43.0,M. Leonard misses 3-pt shot from 25 ft,,120-67,,
3:39.0,,,120-67,,Defensive rebound by D. Bender
3:35.0,,,120-67,,Turnover by D. Bender (out of bounds lost ball)
3:18.0,J. Layman misses 2-pt shot from 5 ft,,120-67,,
3:16.0,,,120-67,,Defensive rebound by A. Peters
3:11.0,,,120-67,,D. Bender misses 3-pt shot from 27 ft
3:07.0,Defensive rebound by M. Leonard,,120-67,,
2:51.0,J. Layman misses 3-pt shot from 25 ft,,120-67,,
2:48.0,,,120-67,,Defensive rebound by A. Peters
2:41.0,,,120-67,,Shooting foul by J. Layman (drawn by J. Jackson)
2:41.0,Portland full timeout,,120-67,,
2:41.0,,,120-67,,J. Jackson misses free throw 1 of 2
2:41.0,,,120-67,,Offensive rebound by Team
2:41.0,,,120-68,1,J. Jackson makes free throw 2 of 2
2:26.0,,,120-68,,Personal foul by D. Jones (drawn by M. Leonard)
2:26.0,M. Leonard misses free throw 1 of 2,,120-68,,
2:26.0,Offensive rebound by Team,,120-68,,
2:26.0,M. Leonard misses free throw 2 of 2,,120-68,,
2:24.0,,,120-68,,Defensive rebound by D. Bender
2:13.0,,,120-68,,Shooting foul by J. Layman (drawn by J. Jackson)
2:13.0,,,120-68,,J. Jackson misses free throw 1 of 2
2:13.0,,,120-68,,Offensive rebound by Team
2:13.0,,,120-69,1,J. Jackson makes free throw 2 of 2
1:51.0,M. Leonard makes 2-pt shot from 1 ft (assist by P. Connaughton),2,122-69,,
1:33.0,,,122-71,2,M. James makes 2-pt shot from 17 ft
1:18.0,Turnover by C. Swanigan (bad pass; steal by D. Bender),,122-71,,
1:14.0,,,122-71,,M. James misses 2-pt shot from 1 ft
1:12.0,Defensive rebound by M. Leonard,,122-71,,
0:54.0,M. Leonard makes 2-pt shot from 14 ft,2,124-71,,
0:36.0,,,124-73,2,J. Jackson makes 2-pt shot from 5 ft
0:17.0,P. Connaughton misses 2-pt shot from 2 ft (block by D. Jones),,124-73,,
0:11.0,,,124-73,,Defensive rebound by D. Bender
0:11.0,,,124-73,,M. James misses 2-pt shot from 1 ft
0:11.0,,,124-73,,Offensive rebound by Team
0:11.0,Loose ball foul by C. Swanigan (drawn by D. Jones),,124-73,,
0:08.0,,,124-76,3,M. James makes 3-pt shot from 24 ft (assist by J. Jackson)
